Date,HPI,Treatment,Target,Name,Sample,Biorep,Baseline,MNE_fc
20250829,24,wfgD,PR1,24hpi-wfgD,11,1,Mock,0.218993536
20250829,48,Mock,PDF1.2,48hpi-Mock,41,1,Mock,1
20250829,48,Mock,PR1,48hpi-Mock,41,1,Mock,1
20250829,48,OBC,PDF1.2,48hpi-OBC,26,1,Mock,13.99957725
20250829,48,OBC,PR1,48hpi-OBC,26,1,Mock,3.632989652
20250829,48,WT,PDF1.2,48hpi-WT,25,1,Mock,155.7239479
20250829,48,WT,PR1,48hpi-WT,25,1,Mock,4.82193372
20250829,48,rmlC,PDF1.2,48hpi-rmlC,42,1,Mock,9.096289807
20250829,48,rmlC,PR1,48hpi-rmlC,42,1,Mock,1.995081508
20250829,48,tagG,PDF1.2,48hpi-tagG,27,1,Mock,11.4455768
20250829,48,tagG,PR1,48hpi-tagG,27,1,Mock,0.087700567
20250829,48,wfgD,PDF1.2,48hpi-wfgD,43,1,Mock,0.32318937
20250829,48,wfgD,PR1,48hpi-wfgD,43,1,Mock,0.211939943
20250829,72,Mock,PDF1.2,72hpi-Mock,12,1,Mock,1
20250829,72,Mock,PR1,72hpi-Mock,12,1,Mock,1
20250829,72,OBC,PDF1.2,72hpi-OBC,44,1,Mock,0.02250027
20250829,72,OBC,PR1,72hpi-OBC,44,1,Mock,1.333192454
20250829,72,WT,PDF1.2,72hpi-WT,28,1,Mock,0.541593226
20250829,72,WT,PR1,72hpi-WT,28,1,Mock,3.172086938
20250829,72,rmlC,PDF1.2,72hpi-rmlC,13,1,Mock,0.127691318
20250829,72,rmlC,PR1,72hpi-rmlC,13,1,Mock,0.358824576
20250829,72,tagG,PDF1.2,72hpi-tagG,14,1,Mock,0.034978951
20250829,72,tagG,PR1,72hpi-tagG,14,1,Mock,0.20945056
20250829,72,wfgD,PDF1.2,72hpi-wfgD,29,1,Mock,0.717718613
20250829,72,wfgD,PR1,72hpi-wfgD,29,1,Mock,0.328655822
20250829,0,Mock,PDF1.2,0hpi-Mock,16,1,Time0,1
20250829,0,Mock,PR1,0hpi-Mock,16,1,Time0,1
20250829,0,OBC,PDF1.2,0hpi-OBC,31,1,Time0,1
20250829,0,OBC,PR1,0hpi-OBC,31,1,Time0,1
20250829,0,WT,PDF1.2,0hpi-WT,1,1,Time0,1
20250829,0,WT,PR1,0hpi-WT,1,1,Time0,1
20250829,0,rmlC,PDF1.2,0hpi-rmlC,17,1,Time0,1
20250829,0,rmlC,PR1,0hpi-rmlC,17,1,Time0,1
20250829,0,tagG,PDF1.2,0hpi-tagG,32,1,Time0,1
20250829,0,tagG,PR1,0hpi-tagG,32,1,Time0,1
20250829,0,wfgD,PDF1.2,0hpi-wfgD,18,1,Time0,1
20250829,0,wfgD,PR1,0hpi-wfgD,18,1,Time0,1
20250829,2,Mock,PDF1.2,2hpi-Mock,19,1,Time0,0.437237043
20250829,2,Mock,PR1,2hpi-Mock,19,1,Time0,0.079112471
20250829,2,OBC,PDF1.2,2hpi-OBC,33,1,Time0,0.098968722
20250829,2,OBC,PR1,2hpi-OBC,33,1,Time0,167.486425
20250829,2,WT,PDF1.2,2hpi-WT,2,1,Time0,0.763708253
20250829,2,WT,PR1,2hpi-WT,2,1,Time0,468.9316608
20250829,2,rmlC,PDF1.2,2hpi-rmlC,34,1,Time0,0.042593266
20250829,2,tagG,PDF1.2,2hpi-tagG,20,1,Time0,0.839582336
20250829,2,tagG,PR1,2hpi-tagG,20,1,Time0,2.912228922
20250829,2,wfgD,PDF1.2,2hpi-wfgD,21,1,Time0,0.268419704
20250829,2,wfgD,PR1,2hpi-wfgD,21,1,Time0,0.035758722
20250829,6,Mock,PDF1.2,6hpi-Mock,3,1,Time0,2.480992288
20250829,6,Mock,PR1,6hpi-Mock,3,1,Time0,0.040714932
20250829,6,OBC,PDF1.2,6hpi-OBC,5,1,Time0,0.208937361
20250829,6,OBC,PR1,6hpi-OBC,5,1,Time0,76.36743485
20250829,6,WT,PDF1.2,6hpi-WT,4,1,Time0,18.78691127
20250829,6,WT,PR1,6hpi-WT,4,1,Time0,113.9187506
20250829,6,rmlC,PDF1.2,6hpi-rmlC,37,1,Time0,0.444121278
20250829,6,tagG,PDF1.2,6hpi-tagG,35,1,Time0,168.290252
