DATE,METHOD,OD,STRAIN,GENOTYPE,TIME,ABS,LUX
20250601,Overnight,0.01,rmlC-FS,Single,12.25,0.6774,1057.75
20250601,Overnight,0.01,rmlC-FS,Single,12.50,0.68135,1095
20250601,Overnight,0.01,rmlC-FS,Single,12.75,0.688,1024
20250601,Overnight,0.01,rmlC-FS,Single,13.00,0.69015,1054.5
20250601,Overnight,0.01,rmlC-FS,Single,13.25,0.6922,1024.5
20250601,Overnight,0.01,rmlC-FS,Single,13.50,0.69125,1073.5
20250601,Overnight,0.01,rmlC-FS,Single,13.75,0.697225,1050
20250601,Overnight,0.01,rmlC-FS,Single,14.00,0.696975,1041.75
20250601,Overnight,0.01,rmlC-FS,Single,14.25,0.699025,1004
20250601,Overnight,0.01,rmlC-FS,Single,14.50,0.69895,1023.25
20250601,Overnight,0.01,rmlC-FS,Single,14.75,0.705175,1013.25
20250601,Overnight,0.01,rmlC-FS,Single,15.00,0.71,1017.25
20250601,Overnight,0.01,rmlC-FS,Single,15.25,0.715925,1013
20250601,Overnight,0.01,rmlC-FS,Single,15.50,0.72525,987.25
20250601,Overnight,0.01,rmlC-FS,Single,15.75,0.728975,990.25
20250601,Overnight,0.01,rmlC-FS,Single,16.00,0.73255,996.5
20250601,Overnight,0.01,rmlC-FS,Single,16.25,0.744625,1000
20250601,Overnight,0.01,rmlC-FS,Single,16.50,0.7474,962.5
20250601,Overnight,0.01,rmlC-FS,Single,16.75,0.756125,944.75
20250601,Overnight,0.01,rmlC-FS,Single,17.00,0.76805,972
20250601,Overnight,0.01,rmlC-FS,Single,17.25,0.7698,916
20250601,Overnight,0.01,rmlC-FS,Single,17.50,0.775725,939.25
20250601,Overnight,0.01,rmlC-FS,Single,17.75,0.7829,911
20250601,Overnight,0.01,rmlC-FS,Single,18.00,0.790025,901.5
20250601,Overnight,0.01,rmlC-FS,Single,18.25,0.79735,891.75
20250601,Overnight,0.01,rmlC-FS,Single,18.50,0.80395,895
20250601,Overnight,0.01,rmlC-FS,Single,18.75,0.807325,910.5
20250601,Overnight,0.01,rmlC-FS,Single,19.00,0.815325,862.25
20250601,Overnight,0.01,rmlC-FS,Single,19.25,0.82545,896.75
20250601,Overnight,0.01,rmlC-FS,Single,19.50,0.829625,921
20250601,Overnight,0.01,rmlC-FS,Single,19.75,0.834925,870
20250601,Overnight,0.01,rmlC-FS,Single,20.00,0.84285,859.5
20250601,Overnight,0.01,rmlC-FS,Single,20.25,0.8488,862.25
20250601,Overnight,0.01,rmlC-FS,Single,20.50,0.85055,870
20250601,Overnight,0.01,rmlC-FS,Single,20.75,0.8556,825.25
20250601,Overnight,0.01,rmlC-FS,Single,21.00,0.862325,849
20250601,Overnight,0.01,rmlC-FS,Single,21.25,0.8692,862.75
20250601,Overnight,0.01,rmlC-FS,Single,21.50,0.876475,838
20250601,Overnight,0.01,rmlC-FS,Single,21.75,0.87865,844.75
20250601,Overnight,0.01,rmlC-FS,Single,22.00,0.889,807
20250601,Overnight,0.01,rmlC-FS,Single,22.25,0.891775,792
20250601,Overnight,0.01,rmlC-FS,Single,22.50,0.9038,860
20250601,Overnight,0.01,rmlC-FS,Single,22.75,0.913,854.5
20250601,Overnight,0.01,rmlC-FS,Single,23.00,0.92195,824.25
20250601,Overnight,0.01,rmlC-FS,Single,23.25,0.928675,835.25
20250601,Overnight,0.01,rmlC-FS,Single,23.50,0.9367,865
20250601,Overnight,0.01,rmlC-FS,Single,23.75,0.94515,846.5
20250601,Overnight,0.01,rmlC-FS,Single,24.00,0.9535,857.5
20250601,Overnight,0.01,rmlC,Single,0.00,0,0
20250601,Overnight,0.01,rmlC,Single,0.25,2.5E-05,5.25
20250601,Overnight,0.01,rmlC,Single,0.50,5E-05,14
20250601,Overnight,0.01,rmlC,Single,0.75,0.00045,9.75
20250601,Overnight,0.01,rmlC,Single,1.00,0.000575,4.75
20250601,Overnight,0.01,rmlC,Single,1.25,0.00115,11
20250601,Overnight,0.01,rmlC,Single,1.50,0.001975,9.75
20250601,Overnight,0.01,rmlC,Single,1.75,0.002925,8.75
20250601,Overnight,0.01,rmlC,Single,2.00,0.004325,17.25
20250601,Overnight,0.01,rmlC,Single,2.25,0.0057,17.25
20250601,Overnight,0.01,rmlC,Single,2.50,0.007675,30.25
20250601,Overnight,0.01,rmlC,Single,2.75,0.009875,41.75
20250601,Overnight,0.01,rmlC,Single,3.00,0.012925,51.5
20250601,Overnight,0.01,rmlC,Single,3.25,0.016775,38
20250601,Overnight,0.01,rmlC,Single,3.50,0.0211,53.25
20250601,Overnight,0.01,rmlC,Single,3.75,0.02675,71.25
20250601,Overnight,0.01,rmlC,Single,4.00,0.033975,83
20250601,Overnight,0.01,rmlC,Single,4.25,0.0425,99.5
20250601,Overnight,0.01,rmlC,Single,4.50,0.05245,119.5
20250601,Overnight,0.01,rmlC,Single,4.75,0.062975,153.75
20250601,Overnight,0.01,rmlC,Single,5.00,0.073725,166.75
20250601,Overnight,0.01,rmlC,Single,5.25,0.085025,198
20250601,Overnight,0.01,rmlC,Single,5.50,0.097775,215
20250601,Overnight,0.01,rmlC,Single,5.75,0.111075,243.5
20250601,Overnight,0.01,rmlC,Single,6.00,0.12635,268.5
20250601,Overnight,0.01,rmlC,Single,6.25,0.1422,285.5
20250601,Overnight,0.01,rmlC,Single,6.50,0.1588,311
20250601,Overnight,0.01,rmlC,Single,6.75,0.178175,347.75
20250601,Overnight,0.01,rmlC,Single,7.00,0.199325,403
20250601,Overnight,0.01,rmlC,Single,7.25,0.22365,448.25
20250601,Overnight,0.01,rmlC,Single,7.50,0.251975,484.5
20250601,Overnight,0.01,rmlC,Single,7.75,0.28505,539.5
20250601,Overnight,0.01,rmlC,Single,8.00,0.318825,598.75
20250601,Overnight,0.01,rmlC,Single,8.25,0.35185,634.5
20250601,Overnight,0.01,rmlC,Single,8.50,0.3827,694.25
20250601,Overnight,0.01,rmlC,Single,8.75,0.4159,762.75
20250601,Overnight,0.01,rmlC,Single,9.00,0.4456,783.25
20250601,Overnight,0.01,rmlC,Single,9.25,0.462975,862
20250601,Overnight,0.01,rmlC,Single,9.50,0.4925,866.5
20250601,Overnight,0.01,rmlC,Single,9.75,0.51145,889.75
20250601,Overnight,0.01,rmlC,Single,10.00,0.5313,920.25
20250601,Overnight,0.01,rmlC,Single,10.25,0.554,938.75
20250601,Overnight,0.01,rmlC,Single,10.50,0.5838,974
20250601,Overnight,0.01,rmlC,Single,10.75,0.5967,996.5
20250601,Overnight,0.01,rmlC,Single,11.00,0.614725,1030.25
20250601,Overnight,0.01,rmlC,Single,11.25,0.633,1033.75
20250601,Overnight,0.01,rmlC,Single,11.50,0.641125,1039.5
20250601,Overnight,0.01,rmlC,Single,11.75,0.644825,1050
20250601,Overnight,0.01,rmlC,Single,12.00,0.6491,1047.25
20250601,Overnight,0.01,rmlC,Single,12.25,0.65385,1072.25
20250601,Overnight,0.01,rmlC,Single,12.50,0.649875,1048.75
20250601,Overnight,0.01,rmlC,Single,12.75,0.657825,1051
20250601,Overnight,0.01,rmlC,Single,13.00,0.665025,1072.5
20250601,Overnight,0.01,rmlC,Single,13.25,0.67175,1059.25
20250601,Overnight,0.01,rmlC,Single,13.50,0.67765,1071.25
20250601,Overnight,0.01,rmlC,Single,13.75,0.6947,1011.25
20250601,Overnight,0.01,rmlC,Single,14.00,0.70535,1042.25
20250601,Overnight,0.01,rmlC,Single,14.25,0.710575,1009
20250601,Overnight,0.01,rmlC,Single,14.50,0.71155,995
20250601,Overnight,0.01,rmlC,Single,14.75,0.7238,992.25
20250601,Overnight,0.01,rmlC,Single,15.00,0.723975,1049
20250601,Overnight,0.01,rmlC,Single,15.25,0.73235,1010
20250601,Overnight,0.01,rmlC,Single,15.50,0.746175,994.25
20250601,Overnight,0.01,rmlC,Single,15.75,0.752725,1017.75
20250601,Overnight,0.01,rmlC,Single,16.00,0.753725,980
20250601,Overnight,0.01,rmlC,Single,16.25,0.757325,959.75
20250601,Overnight,0.01,rmlC,Single,16.50,0.7683,972.25
20250601,Overnight,0.01,rmlC,Single,16.75,0.778225,944
20250601,Overnight,0.01,rmlC,Single,17.00,0.771825,922.75
20250601,Overnight,0.01,rmlC,Single,17.25,0.782825,921
20250601,Overnight,0.01,rmlC,Single,17.50,0.78875,944
20250601,Overnight,0.01,rmlC,Single,17.75,0.7942,894.5
20250601,Overnight,0.01,rmlC,Single,18.00,0.8016,916
20250601,Overnight,0.01,rmlC,Single,18.25,0.810425,919.25
20250601,Overnight,0.01,rmlC,Single,18.50,0.812325,855.5
20250601,Overnight,0.01,rmlC,Single,18.75,0.820175,866.25
20250601,Overnight,0.01,rmlC,Single,19.00,0.828125,903.75
20250601,Overnight,0.01,rmlC,Single,19.25,0.8351,888.25
20250601,Overnight,0.01,rmlC,Single,19.50,0.840225,890
20250601,Overnight,0.01,rmlC,Single,19.75,0.8475,867.25
20250601,Overnight,0.01,rmlC,Single,20.00,0.848975,874.25
20250601,Overnight,0.01,rmlC,Single,20.25,0.857575,859
20250601,Overnight,0.01,rmlC,Single,20.50,0.860525,867
20250601,Overnight,0.01,rmlC,Single,20.75,0.87045,849
20250601,Overnight,0.01,rmlC,Single,21.00,0.87255,843
20250601,Overnight,0.01,rmlC,Single,21.25,0.880475,843.25
20250601,Overnight,0.01,rmlC,Single,21.50,0.8852,794
20250601,Overnight,0.01,rmlC,Single,21.75,0.889975,863
20250601,Overnight,0.01,rmlC,Single,22.00,0.897025,826.5
20250601,Overnight,0.01,rmlC,Single,22.25,0.9013,838.25
20250601,Overnight,0.01,rmlC,Single,22.50,0.908525,843
20250601,Overnight,0.01,rmlC,Single,22.75,0.9142,824.75
20250601,Overnight,0.01,rmlC,Single,23.00,0.922125,832
20250601,Overnight,0.01,rmlC,Single,23.25,0.92845,837.5
20250601,Overnight,0.01,rmlC,Single,23.50,0.937875,841.5
20250601,Overnight,0.01,rmlC,Single,23.75,0.943525,824.5
20250601,Overnight,0.01,rmlC,Single,24.00,0.94945,838.75
20250601,Overnight,0.01,spsA,Single,0.00,0,0
20250601,Overnight,0.01,spsA,Single,0.25,0,6
20250601,Overnight,0.01,spsA,Single,0.50,0.000125,6.5
20250601,Overnight,0.01,spsA,Single,0.75,0.000575,11.5
20250601,Overnight,0.01,spsA,Single,1.00,0.0011,4.5
20250601,Overnight,0.01,spsA,Single,1.25,0.001975,19
20250601,Overnight,0.01,spsA,Single,1.50,0.003225,6.75
20250601,Overnight,0.01,spsA,Single,1.75,0.0044,15.5
20250601,Overnight,0.01,spsA,Single,2.00,0.0059,19.75
20250601,Overnight,0.01,spsA,Single,2.25,0.0077,20.75
20250601,Overnight,0.01,spsA,Single,2.50,0.010075,29
20250601,Overnight,0.01,spsA,Single,2.75,0.012725,37.25
20250601,Overnight,0.01,spsA,Single,3.00,0.01555,38.75
20250601,Overnight,0.01,spsA,Single,3.25,0.01905,41.75
20250601,Overnight,0.01,spsA,Single,3.50,0.02275,51.5
20250601,Overnight,0.01,spsA,Single,3.75,0.02655,62
20250601,Overnight,0.01,spsA,Single,4.00,0.03115,70.25
20250601,Overnight,0.01,spsA,Single,4.25,0.0357,91
20250601,Overnight,0.01,spsA,Single,4.50,0.041475,109.25
20250601,Overnight,0.01,spsA,Single,4.75,0.04685,128.5
20250601,Overnight,0.01,spsA,Single,5.00,0.0522,150.75
20250601,Overnight,0.01,spsA,Single,5.25,0.057575,167.75
20250601,Overnight,0.01,spsA,Single,5.50,0.064975,181.25
20250601,Overnight,0.01,spsA,Single,5.75,0.07075,188
20250601,Overnight,0.01,spsA,Single,6.00,0.0783,209.75
20250601,Overnight,0.01,spsA,Single,6.25,0.089075,202.5
20250601,Overnight,0.01,spsA,Single,6.50,0.097425,230
20250601,Overnight,0.01,spsA,Single,6.75,0.107675,241.5
20250601,Overnight,0.01,spsA,Single,7.00,0.111725,273.75
20250601,Overnight,0.01,spsA,Single,7.25,0.116125,268.5
20250601,Overnight,0.01,spsA,Single,7.50,0.12075,280.75
20250601,Overnight,0.01,spsA,Single,7.75,0.125325,335.25
20250601,Overnight,0.01,spsA,Single,8.00,0.12995,324.25
20250601,Overnight,0.01,spsA,Single,8.25,0.13395,346
20250601,Overnight,0.01,spsA,Single,8.50,0.138525,366.5
20250601,Overnight,0.01,spsA,Single,8.75,0.14175,401.25
20250601,Overnight,0.01,spsA,Single,9.00,0.145525,390.25
20250601,Overnight,0.01,spsA,Single,9.25,0.1511,427.5
20250601,Overnight,0.01,spsA,Single,9.50,0.1561,424.5
20250601,Overnight,0.01,spsA,Single,9.75,0.159775,427
20250601,Overnight,0.01,spsA,Single,10.00,0.164475,434
20250601,Overnight,0.01,spsA,Single,10.25,0.167825,449.25
20250601,Overnight,0.01,spsA,Single,10.50,0.172025,441.75
20250601,Overnight,0.01,spsA,Single,10.75,0.1759,456.5
20250601,Overnight,0.01,spsA,Single,11.00,0.181325,453.5
20250601,Overnight,0.01,spsA,Single,11.25,0.18495,480.25
20250601,Overnight,0.01,spsA,Single,11.50,0.18875,473.75
20250601,Overnight,0.01,spsA,Single,11.75,0.191375,485.25
20250601,Overnight,0.01,spsA,Single,12.00,0.194675,502
20250601,Overnight,0.01,spsA,Single,12.25,0.19775,504.5
20250601,Overnight,0.01,spsA,Single,12.50,0.201475,485.25
20250601,Overnight,0.01,spsA,Single,12.75,0.20485,492
20250601,Overnight,0.01,spsA,Single,13.00,0.2072,475.75
20250601,Overnight,0.01,spsA,Single,13.25,0.210075,484.75
20250601,Overnight,0.01,spsA,Single,13.50,0.2134,482
20250601,Overnight,0.01,spsA,Single,13.75,0.215325,493.75
20250601,Overnight,0.01,spsA,Single,14.00,0.21925,477.5
20250601,Overnight,0.01,spsA,Single,14.25,0.221775,494.75
20250601,Overnight,0.01,spsA,Single,14.50,0.224925,485.5
20250601,Overnight,0.01,spsA,Single,14.75,0.227525,483.5
20250601,Overnight,0.01,spsA,Single,15.00,0.230725,486.25
20250601,Overnight,0.01,spsA,Single,15.25,0.2335,496
20250601,Overnight,0.01,spsA,Single,15.50,0.236375,488
20250601,Overnight,0.01,spsA,Single,15.75,0.241725,509.25
20250601,Overnight,0.01,spsA,Single,16.00,0.24405,498.75
20250601,Overnight,0.01,spsA,Single,16.25,0.247225,485.5
20250601,Overnight,0.01,spsA,Single,16.50,0.25025,487
20250601,Overnight,0.01,spsA,Single,16.75,0.252975,501.75
20250601,Overnight,0.01,spsA,Single,17.00,0.256675,481.75
20250601,Overnight,0.01,spsA,Single,17.25,0.2637,517.25
20250601,Overnight,0.01,spsA,Single,17.50,0.267375,469
20250601,Overnight,0.01,spsA,Single,17.75,0.272625,519.5
20250601,Overnight,0.01,spsA,Single,18.00,0.27805,476.5
20250601,Overnight,0.01,spsA,Single,18.25,0.285275,487
20250601,Overnight,0.01,spsA,Single,18.50,0.291125,529
20250601,Overnight,0.01,spsA,Single,18.75,0.297325,505.75
20250601,Overnight,0.01,spsA,Single,19.00,0.30535,528.75
20250601,Overnight,0.01,spsA,Single,19.25,0.312225,522.5
20250601,Overnight,0.01,spsA,Single,19.50,0.318575,539.5
20250601,Overnight,0.01,spsA,Single,19.75,0.325225,559.25
20250601,Overnight,0.01,spsA,Single,20.00,0.33195,542
20250601,Overnight,0.01,spsA,Single,20.25,0.338575,612.75
20250601,Overnight,0.01,spsA,Single,20.50,0.345075,615.25
20250601,Overnight,0.01,spsA,Single,20.75,0.35215,634.25
20250601,Overnight,0.01,spsA,Single,21.00,0.358775,620.5
20250601,Overnight,0.01,spsA,Single,21.25,0.3664,687.75
20250601,Overnight,0.01,spsA,Single,21.50,0.37515,732.25
20250601,Overnight,0.01,spsA,Single,21.75,0.3801,741.5
20250601,Overnight,0.01,spsA,Single,22.00,0.3867,797.75
20250601,Overnight,0.01,spsA,Single,22.25,0.3915,822
20250601,Overnight,0.01,spsA,Single,22.50,0.402625,891.5
20250601,Overnight,0.01,spsA,Single,22.75,0.408825,930
20250601,Overnight,0.01,spsA,Single,23.00,0.4184,999.25
20250601,Overnight,0.01,spsA,Single,23.25,0.427475,1092.75
20250601,Overnight,0.01,spsA,Single,23.50,0.436575,1210.25
20250601,Overnight,0.01,spsA,Single,23.75,0.444875,1267
20250601,Overnight,0.01,spsA,Single,24.00,0.45325,1410.75
20250601,Overnight,0.01,epsE,Single,0.00,0,0
20250601,Overnight,0.01,epsE,Single,0.25,0.000225,3.5
20250601,Overnight,0.01,epsE,Single,0.50,0.000575,1.75
20250601,Overnight,0.01,epsE,Single,0.75,0.001075,2.5
20250601,Overnight,0.01,epsE,Single,1.00,0.002125,3.5
20250601,Overnight,0.01,epsE,Single,1.25,0.0035,8
20250601,Overnight,0.01,epsE,Single,1.50,0.004675,2.5
20250601,Overnight,0.01,epsE,Single,1.75,0.006275,1.75
20250601,Overnight,0.01,epsE,Single,2.00,0.008325,11.25
20250601,Overnight,0.01,epsE,Single,2.25,0.010025,11
20250601,Overnight,0.01,epsE,Single,2.50,0.012375,22.75
20250601,Overnight,0.01,epsE,Single,2.75,0.013725,12.5
20250601,Overnight,0.01,epsE,Single,3.00,0.015825,30
20250601,Overnight,0.01,epsE,Single,3.25,0.0187,31
20250601,Overnight,0.01,epsE,Single,3.50,0.02105,39.25
20250601,Overnight,0.01,epsE,Single,3.75,0.025675,43.5
20250601,Overnight,0.01,epsE,Single,4.00,0.02925,62.25
20250601,Overnight,0.01,epsE,Single,4.25,0.03405,75.25
20250601,Overnight,0.01,epsE,Single,4.50,0.03965,106.75
20250601,Overnight,0.01,epsE,Single,4.75,0.0448,117.75
20250601,Overnight,0.01,epsE,Single,5.00,0.0496,147.25
20250601,Overnight,0.01,epsE,Single,5.25,0.053575,160
20250601,Overnight,0.01,epsE,Single,5.50,0.05705,181
20250601,Overnight,0.01,epsE,Single,5.75,0.0607,204.25
20250601,Overnight,0.01,epsE,Single,6.00,0.06505,213.25
20250601,Overnight,0.01,epsE,Single,6.25,0.069,250
20250601,Overnight,0.01,epsE,Single,6.50,0.072575,295.25
20250601,Overnight,0.01,epsE,Single,6.75,0.077075,299
20250601,Overnight,0.01,epsE,Single,7.00,0.08365,355.75
20250601,Overnight,0.01,epsE,Single,7.25,0.089475,404.5
20250601,Overnight,0.01,epsE,Single,7.50,0.098425,428.75
20250601,Overnight,0.01,epsE,Single,7.75,0.104075,481.75
20250601,Overnight,0.01,epsE,Single,8.00,0.1098,517
20250601,Overnight,0.01,epsE,Single,8.25,0.115025,584
20250601,Overnight,0.01,epsE,Single,8.50,0.1194,600
20250601,Overnight,0.01,epsE,Single,8.75,0.12015,608.75
20250601,Overnight,0.01,epsE,Single,9.00,0.126,621.75
20250601,Overnight,0.01,epsE,Single,9.25,0.133475,627.5
20250601,Overnight,0.01,epsE,Single,9.50,0.140875,650
20250601,Overnight,0.01,epsE,Single,9.75,0.15165,668.5
20250601,Overnight,0.01,epsE,Single,10.00,0.1643,676
20250601,Overnight,0.01,epsE,Single,10.25,0.171725,699.5
20250601,Overnight,0.01,epsE,Single,10.50,0.179325,695.75
20250601,Overnight,0.01,epsE,Single,10.75,0.186925,719
20250601,Overnight,0.01,epsE,Single,11.00,0.1938,724.5
20250601,Overnight,0.01,epsE,Single,11.25,0.19955,740.5
20250601,Overnight,0.01,epsE,Single,11.50,0.205025,740
20250601,Overnight,0.01,epsE,Single,11.75,0.219225,791
20250601,Overnight,0.01,epsE,Single,12.00,0.226675,748.5
20250601,Overnight,0.01,epsE,Single,12.25,0.233775,772
20250601,Overnight,0.01,epsE,Single,12.50,0.241025,733
20250601,Overnight,0.01,epsE,Single,12.75,0.249525,766.75
20250601,Overnight,0.01,epsE,Single,13.00,0.25675,761
20250601,Overnight,0.01,epsE,Single,13.25,0.2663,733
20250601,Overnight,0.01,epsE,Single,13.50,0.271725,754.5
20250601,Overnight,0.01,epsE,Single,13.75,0.2799,741
20250601,Overnight,0.01,epsE,Single,14.00,0.287425,785.5
20250601,Overnight,0.01,epsE,Single,14.25,0.294,743.25
20250601,Overnight,0.01,epsE,Single,14.50,0.303575,750.25
20250601,Overnight,0.01,epsE,Single,14.75,0.310175,731.75
20250601,Overnight,0.01,epsE,Single,15.00,0.3169,734.75
20250601,Overnight,0.01,epsE,Single,15.25,0.324525,725.25
20250601,Overnight,0.01,epsE,Single,15.50,0.331275,724
20250601,Overnight,0.01,epsE,Single,15.75,0.337275,703.5
20250601,Overnight,0.01,epsE,Single,16.00,0.342975,732.25
20250601,Overnight,0.01,epsE,Single,16.25,0.349575,738.5
20250601,Overnight,0.01,epsE,Single,16.50,0.355825,681
20250601,Overnight,0.01,epsE,Single,16.75,0.361175,674.25
20250601,Overnight,0.01,epsE,Single,17.00,0.364625,705.5
20250601,Overnight,0.01,epsE,Single,17.25,0.368575,699.75
20250601,Overnight,0.01,epsE,Single,17.50,0.371325,726.25
20250601,Overnight,0.01,epsE,Single,17.75,0.374925,700
20250601,Overnight,0.01,epsE,Single,18.00,0.377275,663.75
20250601,Overnight,0.01,epsE,Single,18.25,0.37885,687.25
20250601,Overnight,0.01,epsE,Single,18.50,0.3802,668
20250601,Overnight,0.01,epsE,Single,18.75,0.382825,694.25
20250601,Overnight,0.01,epsE,Single,19.00,0.3845,693.25
20250601,Overnight,0.01,epsE,Single,19.25,0.385575,669.75
20250601,Overnight,0.01,epsE,Single,19.50,0.38635,692.75
20250601,Overnight,0.01,epsE,Single,19.75,0.387925,709.5
20250601,Overnight,0.01,epsE,Single,20.00,0.3878,705.25
20250601,Overnight,0.01,epsE,Single,20.25,0.388625,662
20250601,Overnight,0.01,epsE,Single,20.50,0.388175,663.25
20250601,Overnight,0.01,epsE,Single,20.75,0.38895,676.5
20250601,Overnight,0.01,epsE,Single,21.00,0.389375,644.75
20250601,Overnight,0.01,epsE,Single,21.25,0.391875,658
20250601,Overnight,0.01,epsE,Single,21.50,0.3925,663.25
20250601,Overnight,0.01,epsE,Single,21.75,0.393475,659.75
20250601,Overnight,0.01,epsE,Single,22.00,0.394225,678.25
20250601,Overnight,0.01,epsE,Single,22.25,0.3957,670.5
20250601,Overnight,0.01,epsE,Single,22.50,0.403,693.75
20250601,Overnight,0.01,epsE,Single,22.75,0.4069,679.25
20250601,Overnight,0.01,epsE,Single,23.00,0.4117,671.25
20250601,Overnight,0.01,epsE,Single,23.25,0.415325,687
20250601,Overnight,0.01,epsE,Single,23.50,0.418125,709.75
20250601,Overnight,0.01,epsE,Single,23.75,0.421725,715.75
20250601,Overnight,0.01,epsE,Single,24.00,0.42515,732.5
20250601,Overnight,0.01,tagG,Single,0.00,0,0
20250601,Overnight,0.01,tagG,Single,0.25,1E-04,6.25
20250601,Overnight,0.01,tagG,Single,0.50,0.000725,10.75
20250601,Overnight,0.01,tagG,Single,0.75,0.001625,9.25
20250601,Overnight,0.01,tagG,Single,1.00,0.002275,5
20250601,Overnight,0.01,tagG,Single,1.25,0.003625,5.5
20250601,Overnight,0.01,tagG,Single,1.50,0.005025,16
20250601,Overnight,0.01,tagG,Single,1.75,0.006825,10.75
20250601,Overnight,0.01,tagG,Single,2.00,0.009375,14.75
20250601,Overnight,0.01,tagG,Single,2.25,0.011025,30
20250601,Overnight,0.01,tagG,Single,2.50,0.01445,25
20250601,Overnight,0.01,tagG,Single,2.75,0.017725,33
20250601,Overnight,0.01,tagG,Single,3.00,0.02125,50.5
20250601,Overnight,0.01,tagG,Single,3.25,0.0256,42.25
20250601,Overnight,0.01,tagG,Single,3.50,0.02945,55.75
20250601,Overnight,0.01,tagG,Single,3.75,0.035,86.5
20250601,Overnight,0.01,tagG,Single,4.00,0.040025,79.25
20250601,Overnight,0.01,tagG,Single,4.25,0.047175,100.5
20250601,Overnight,0.01,tagG,Single,4.50,0.05405,137.5
20250601,Overnight,0.01,tagG,Single,4.75,0.06295,152.75
20250601,Overnight,0.01,tagG,Single,5.00,0.07225,182
20250601,Overnight,0.01,tagG,Single,5.25,0.0801,212.5
20250601,Overnight,0.01,tagG,Single,5.50,0.088475,231
20250601,Overnight,0.01,tagG,Single,5.75,0.0978,267.25
20250601,Overnight,0.01,tagG,Single,6.00,0.104625,273.25
20250601,Overnight,0.01,tagG,Single,6.25,0.113275,309
20250601,Overnight,0.01,tagG,Single,6.50,0.122575,346
20250601,Overnight,0.01,tagG,Single,6.75,0.13145,353.75
20250601,Overnight,0.01,tagG,Single,7.00,0.140925,409.25
20250601,Overnight,0.01,tagG,Single,7.25,0.15285,435
20250601,Overnight,0.01,tagG,Single,7.50,0.1642,502.75
20250601,Overnight,0.01,tagG,Single,7.75,0.176375,525
20250601,Overnight,0.01,tagG,Single,8.00,0.188525,573.75
20250601,Overnight,0.01,tagG,Single,8.25,0.201325,622.75
20250601,Overnight,0.01,tagG,Single,8.50,0.2159,688
20250601,Overnight,0.01,tagG,Single,8.75,0.23135,711.25
20250601,Overnight,0.01,tagG,Single,9.00,0.246825,720.5
20250601,Overnight,0.01,tagG,Single,9.25,0.26425,748.75
20250601,Overnight,0.01,tagG,Single,9.50,0.281775,793.75
20250601,Overnight,0.01,tagG,Single,9.75,0.30025,816.75
20250601,Overnight,0.01,tagG,Single,10.00,0.316425,829.25
20250601,Overnight,0.01,tagG,Single,10.25,0.333025,842.5
20250601,Overnight,0.01,tagG,Single,10.50,0.351,873.25
20250601,Overnight,0.01,tagG,Single,10.75,0.367375,869
20250601,Overnight,0.01,tagG,Single,11.00,0.383075,893.5
20250601,Overnight,0.01,tagG,Single,11.25,0.397975,925.5
20250601,Overnight,0.01,tagG,Single,11.50,0.4097,933.25
20250601,Overnight,0.01,tagG,Single,11.75,0.4242,953.25
20250601,Overnight,0.01,tagG,Single,12.00,0.4351,951.25
20250601,Overnight,0.01,tagG,Single,12.25,0.44695,947.75
20250601,Overnight,0.01,tagG,Single,12.50,0.458325,944.5
20250601,Overnight,0.01,tagG,Single,12.75,0.4697,955.25
20250601,Overnight,0.01,tagG,Single,13.00,0.4794,949.5
20250601,Overnight,0.01,tagG,Single,13.25,0.48955,922.5
20250601,Overnight,0.01,tagG,Single,13.50,0.4948,889
20250601,Overnight,0.01,tagG,Single,13.75,0.5001,888.75
20250601,Overnight,0.01,tagG,Single,14.00,0.5019,872.75
20250601,Overnight,0.01,tagG,Single,14.25,0.503925,875.75
20250601,Overnight,0.01,tagG,Single,14.50,0.504425,852.5
20250601,Overnight,0.01,tagG,Single,14.75,0.502825,850
20250601,Overnight,0.01,tagG,Single,15.00,0.50105,852
20250601,Overnight,0.01,tagG,Single,15.25,0.4981,866
20250601,Overnight,0.01,tagG,Single,15.50,0.4947,820.75
20250601,Overnight,0.01,tagG,Single,15.75,0.490825,816
20250601,Overnight,0.01,tagG,Single,16.00,0.487175,808
20250601,Overnight,0.01,tagG,Single,16.25,0.484625,817.25
20250601,Overnight,0.01,tagG,Single,16.50,0.482875,825.5
20250601,Overnight,0.01,tagG,Single,16.75,0.481,789
20250601,Overnight,0.01,tagG,Single,17.00,0.478625,791.5
20250601,Overnight,0.01,tagG,Single,17.25,0.4775,781.25
20250601,Overnight,0.01,tagG,Single,17.50,0.476425,773.25
20250601,Overnight,0.01,tagG,Single,17.75,0.47685,794.5
20250601,Overnight,0.01,tagG,Single,18.00,0.476625,784
20250601,Overnight,0.01,tagG,Single,18.25,0.47715,791.25
20250601,Overnight,0.01,tagG,Single,18.50,0.4775,760.75
20250601,Overnight,0.01,tagG,Single,18.75,0.478575,748
20250601,Overnight,0.01,tagG,Single,19.00,0.479575,784.5
20250601,Overnight,0.01,tagG,Single,19.25,0.481225,736.5
20250601,Overnight,0.01,tagG,Single,19.50,0.48335,757
20250601,Overnight,0.01,tagG,Single,19.75,0.48595,736
20250601,Overnight,0.01,tagG,Single,20.00,0.486575,751.75
20250601,Overnight,0.01,tagG,Single,20.25,0.48845,720
