DATE,METHOD,OD,STRAIN,GENOTYPE,TIME,ABS,LUX
20250603,Overnight,0.01,epsE,Double,9.00,0.173075,15958.25
20250603,Overnight,0.01,epsE,Double,9.25,0.180225,16198.5
20250603,Overnight,0.01,epsE,Double,9.50,0.186425,16574.25
20250603,Overnight,0.01,epsE,Double,9.75,0.195125,16779
20250603,Overnight,0.01,epsE,Double,10.00,0.20255,17012
20250603,Overnight,0.01,epsE,Double,10.25,0.20995,17529.75
20250603,Overnight,0.01,epsE,Double,10.50,0.216975,17870.5
20250603,Overnight,0.01,epsE,Double,10.75,0.223475,18046.75
20250603,Overnight,0.01,epsE,Double,11.00,0.22995,18798.25
20250603,Overnight,0.01,epsE,Double,11.25,0.236975,19115
20250603,Overnight,0.01,epsE,Double,11.50,0.242975,19550
20250603,Overnight,0.01,epsE,Double,11.75,0.248575,19780.25
20250603,Overnight,0.01,epsE,Double,12.00,0.2539,20135
20250603,Overnight,0.01,epsE,Double,12.25,0.259475,20180.5
20250603,Overnight,0.01,epsE,Double,12.50,0.26405,20086.25
20250603,Overnight,0.01,epsE,Double,12.75,0.268975,20326.25
20250603,Overnight,0.01,epsE,Double,13.00,0.2758,20080.75
20250603,Overnight,0.01,epsE,Double,13.25,0.280725,20246.5
20250603,Overnight,0.01,epsE,Double,13.50,0.284275,20208.75
20250603,Overnight,0.01,epsE,Double,13.75,0.288525,19812.75
20250603,Overnight,0.01,epsE,Double,14.00,0.292275,19898.75
20250603,Overnight,0.01,epsE,Double,14.25,0.29535,19864.5
20250603,Overnight,0.01,epsE,Double,14.50,0.29985,19856.75
20250603,Overnight,0.01,epsE,Double,14.75,0.306,19901
20250603,Overnight,0.01,epsE,Double,15.00,0.314025,20008.25
20250603,Overnight,0.01,epsE,Double,15.25,0.323075,19832.75
20250603,Overnight,0.01,epsE,Double,15.50,0.32995,19901.25
20250603,Overnight,0.01,epsE,Double,15.75,0.33815,19529.25
20250603,Overnight,0.01,epsE,Double,16.00,0.346175,19500.25
20250603,Overnight,0.01,epsE,Double,16.25,0.356175,19355.5
20250603,Overnight,0.01,epsE,Double,16.50,0.36525,19208.25
20250603,Overnight,0.01,epsE,Double,16.75,0.3739,19130.5
20250603,Overnight,0.01,epsE,Double,17.00,0.381,19184
20250603,Overnight,0.01,epsE,Double,17.25,0.387775,19010.25
20250603,Overnight,0.01,epsE,Double,17.50,0.397825,19210.5
20250603,Overnight,0.01,epsE,Double,17.75,0.406,19016
20250603,Overnight,0.01,epsE,Double,18.00,0.413375,18600
20250603,Overnight,0.01,epsE,Double,18.25,0.4244,18470.5
20250603,Overnight,0.01,epsE,Double,18.50,0.433175,18284.5
20250603,Overnight,0.01,epsE,Double,18.75,0.441775,17928.25
20250603,Overnight,0.01,epsE,Double,19.00,0.450625,17746.25
20250603,Overnight,0.01,epsE,Double,19.25,0.463,17604
20250603,Overnight,0.01,epsE,Double,19.50,0.478625,17136.75
20250603,Overnight,0.01,epsE,Double,19.75,0.49535,16765.5
20250603,Overnight,0.01,epsE,Double,20.00,0.51555,16433.5
20250603,Overnight,0.01,epsE,Double,20.25,0.537725,16290.25
20250603,Overnight,0.01,epsE,Double,20.50,0.555725,15765
20250603,Overnight,0.01,epsE,Double,20.75,0.57465,15540.75
20250603,Overnight,0.01,epsE,Double,21.00,0.590475,15472
20250603,Overnight,0.01,epsE,Double,21.25,0.607,15473
20250603,Overnight,0.01,epsE,Double,21.50,0.622025,15340.25
20250603,Overnight,0.01,epsE,Double,21.75,0.637775,15466.75
20250603,Overnight,0.01,epsE,Double,22.00,0.649975,15405
20250603,Overnight,0.01,epsE,Double,22.25,0.658925,15575.5
20250603,Overnight,0.01,epsE,Double,22.50,0.6689,15377.75
20250603,Overnight,0.01,epsE,Double,22.75,0.67795,15451.5
20250603,Overnight,0.01,epsE,Double,23.00,0.687075,15504.5
20250603,Overnight,0.01,epsE,Double,23.25,0.695825,15810
20250603,Overnight,0.01,epsE,Double,23.50,0.704025,15694
20250603,Overnight,0.01,epsE,Double,23.75,0.710525,15736.75
20250603,Overnight,0.01,epsE,Double,24.00,0.7196,15771.25
20250603,Overnight,0.01,tagH,Double,0.00,0,0
20250603,Overnight,0.01,tagH,Double,0.25,0.00015,424
20250603,Overnight,0.01,tagH,Double,0.50,0.00045,673
20250603,Overnight,0.01,tagH,Double,0.75,0.001025,771
20250603,Overnight,0.01,tagH,Double,1.00,0.0017,811
20250603,Overnight,0.01,tagH,Double,1.25,0.002575,833.25
20250603,Overnight,0.01,tagH,Double,1.50,0.002675,993.5
20250603,Overnight,0.01,tagH,Double,1.75,0.004075,1211.25
20250603,Overnight,0.01,tagH,Double,2.00,0.005525,1488.5
20250603,Overnight,0.01,tagH,Double,2.25,0.00695,1817.5
20250603,Overnight,0.01,tagH,Double,2.50,0.009275,2282.5
20250603,Overnight,0.01,tagH,Double,2.75,0.012,2752
20250603,Overnight,0.01,tagH,Double,3.00,0.0149,3434.75
20250603,Overnight,0.01,tagH,Double,3.25,0.019125,4085.5
20250603,Overnight,0.01,tagH,Double,3.50,0.0232,4876.5
20250603,Overnight,0.01,tagH,Double,3.75,0.02775,5810
20250603,Overnight,0.01,tagH,Double,4.00,0.032425,6851
20250603,Overnight,0.01,tagH,Double,4.25,0.037825,8103.75
20250603,Overnight,0.01,tagH,Double,4.50,0.043025,9235.75
20250603,Overnight,0.01,tagH,Double,4.75,0.048925,10574.25
20250603,Overnight,0.01,tagH,Double,5.00,0.05475,11736
20250603,Overnight,0.01,tagH,Double,5.25,0.0615,12551.75
20250603,Overnight,0.01,tagH,Double,5.50,0.070425,13024.25
20250603,Overnight,0.01,tagH,Double,5.75,0.0791,13403.5
20250603,Overnight,0.01,tagH,Double,6.00,0.0879,13373.5
20250603,Overnight,0.01,tagH,Double,6.25,0.0954,13553.75
20250603,Overnight,0.01,tagH,Double,6.50,0.103275,13790.25
20250603,Overnight,0.01,tagH,Double,6.75,0.1107,14106.75
20250603,Overnight,0.01,tagH,Double,7.00,0.116725,14340.25
20250603,Overnight,0.01,tagH,Double,7.25,0.12775,14561.5
20250603,Overnight,0.01,tagH,Double,7.50,0.136725,14576
20250603,Overnight,0.01,tagH,Double,7.75,0.1447,14766.25
20250603,Overnight,0.01,tagH,Double,8.00,0.1526,15191.5
20250603,Overnight,0.01,tagH,Double,8.25,0.159875,15424.5
20250603,Overnight,0.01,tagH,Double,8.50,0.1674,15765
20250603,Overnight,0.01,tagH,Double,8.75,0.174475,16088.25
20250603,Overnight,0.01,tagH,Double,9.00,0.18155,16444
20250603,Overnight,0.01,tagH,Double,9.25,0.189025,16888.75
20250603,Overnight,0.01,tagH,Double,9.50,0.195575,17218.75
20250603,Overnight,0.01,tagH,Double,9.75,0.202575,17472.5
20250603,Overnight,0.01,tagH,Double,10.00,0.2096,17742.25
20250603,Overnight,0.01,tagH,Double,10.25,0.21555,18155.25
20250603,Overnight,0.01,tagH,Double,10.50,0.2225,18631.25
20250603,Overnight,0.01,tagH,Double,10.75,0.22915,19615
20250603,Overnight,0.01,tagH,Double,11.00,0.23725,20544.75
20250603,Overnight,0.01,tagH,Double,11.25,0.243825,21435
20250603,Overnight,0.01,tagH,Double,11.50,0.25145,21855.75
20250603,Overnight,0.01,tagH,Double,11.75,0.25905,22345.5
20250603,Overnight,0.01,tagH,Double,12.00,0.267225,22667.5
20250603,Overnight,0.01,tagH,Double,12.25,0.275225,22922.75
20250603,Overnight,0.01,tagH,Double,12.50,0.283575,22996.75
20250603,Overnight,0.01,tagH,Double,12.75,0.291225,23241.75
20250603,Overnight,0.01,tagH,Double,13.00,0.300825,23851.25
20250603,Overnight,0.01,tagH,Double,13.25,0.3089,24213.5
20250603,Overnight,0.01,tagH,Double,13.50,0.317725,24712.25
20250603,Overnight,0.01,tagH,Double,13.75,0.327925,24971.25
20250603,Overnight,0.01,tagH,Double,14.00,0.3362,25433.25
20250603,Overnight,0.01,tagH,Double,14.25,0.344975,25836
20250603,Overnight,0.01,tagH,Double,14.50,0.3529,26415.5
20250603,Overnight,0.01,tagH,Double,14.75,0.362,26855.5
20250603,Overnight,0.01,tagH,Double,15.00,0.3706,27303
20250603,Overnight,0.01,tagH,Double,15.25,0.379025,27553.5
20250603,Overnight,0.01,tagH,Double,15.50,0.3868,27735.75
20250603,Overnight,0.01,tagH,Double,15.75,0.394825,28220
20250603,Overnight,0.01,tagH,Double,16.00,0.4013,28613.75
20250603,Overnight,0.01,tagH,Double,16.25,0.4053,28707.25
20250603,Overnight,0.01,tagH,Double,16.50,0.414225,29388.25
20250603,Overnight,0.01,tagH,Double,16.75,0.4173,29588.75
20250603,Overnight,0.01,tagH,Double,17.00,0.421925,29678.5
20250603,Overnight,0.01,tagH,Double,17.25,0.427025,30126.5
20250603,Overnight,0.01,tagH,Double,17.50,0.432575,30652
20250603,Overnight,0.01,tagH,Double,17.75,0.43915,30660.5
20250603,Overnight,0.01,tagH,Double,18.00,0.446125,30248.5
20250603,Overnight,0.01,tagH,Double,18.25,0.453375,30354.5
20250603,Overnight,0.01,tagH,Double,18.50,0.459575,30597.25
20250603,Overnight,0.01,tagH,Double,18.75,0.4618,30432
20250603,Overnight,0.01,tagH,Double,19.00,0.472275,30310
20250603,Overnight,0.01,tagH,Double,19.25,0.480775,30089.25
20250603,Overnight,0.01,tagH,Double,19.50,0.489475,30099.5
20250603,Overnight,0.01,tagH,Double,19.75,0.493325,29882.75
20250603,Overnight,0.01,tagH,Double,20.00,0.502075,29843.5
20250603,Overnight,0.01,tagH,Double,20.25,0.50705,29383.75
20250603,Overnight,0.01,tagH,Double,20.50,0.510075,29407.25
20250603,Overnight,0.01,tagH,Double,20.75,0.51415,29328.75
20250603,Overnight,0.01,tagH,Double,21.00,0.521175,28878.25
20250603,Overnight,0.01,tagH,Double,21.25,0.5262,28739.5
20250603,Overnight,0.01,tagH,Double,21.50,0.528375,28263
20250603,Overnight,0.01,tagH,Double,21.75,0.530975,27970.25
20250603,Overnight,0.01,tagH,Double,22.00,0.531125,27610.25
20250603,Overnight,0.01,tagH,Double,22.25,0.531575,27561.5
20250603,Overnight,0.01,tagH,Double,22.50,0.533825,27311.25
20250603,Overnight,0.01,tagH,Double,22.75,0.535875,26962.25
20250603,Overnight,0.01,tagH,Double,23.00,0.536325,26791.75
20250603,Overnight,0.01,tagH,Double,23.25,0.537925,26603.5
20250603,Overnight,0.01,tagH,Double,23.50,0.538425,26431.25
20250603,Overnight,0.01,tagH,Double,23.75,0.537725,26135.75
20250603,Overnight,0.01,tagH,Double,24.00,0.538075,25936.75
20250603,Overnight,0.01,spsA,Double,0.00,0,0
20250603,Overnight,0.01,spsA,Double,0.25,0.0002,363.5
20250603,Overnight,0.01,spsA,Double,0.50,0.0008,502.75
20250603,Overnight,0.01,spsA,Double,0.75,0.001525,522
20250603,Overnight,0.01,spsA,Double,1.00,0.002775,516.25
20250603,Overnight,0.01,spsA,Double,1.25,0.003825,621
20250603,Overnight,0.01,spsA,Double,1.50,0.0056,719.75
20250603,Overnight,0.01,spsA,Double,1.75,0.006975,852.25
20250603,Overnight,0.01,spsA,Double,2.00,0.009075,1077.25
20250603,Overnight,0.01,spsA,Double,2.25,0.011525,1377.25
20250603,Overnight,0.01,spsA,Double,2.50,0.014275,1694.25
20250603,Overnight,0.01,spsA,Double,2.75,0.0178,1976
20250603,Overnight,0.01,spsA,Double,3.00,0.0216,2439.25
20250603,Overnight,0.01,spsA,Double,3.25,0.0257,2943.25
20250603,Overnight,0.01,spsA,Double,3.50,0.029975,3591.25
20250603,Overnight,0.01,spsA,Double,3.75,0.034675,4202
20250603,Overnight,0.01,spsA,Double,4.00,0.039425,5101.25
20250603,Overnight,0.01,spsA,Double,4.25,0.04475,5942.25
20250603,Overnight,0.01,spsA,Double,4.50,0.04975,6836.75
20250603,Overnight,0.01,spsA,Double,4.75,0.054225,7767
20250603,Overnight,0.01,spsA,Double,5.00,0.0583,8554.5
20250603,Overnight,0.01,spsA,Double,5.25,0.0636,9361
20250603,Overnight,0.01,spsA,Double,5.50,0.0689,9936.75
20250603,Overnight,0.01,spsA,Double,5.75,0.075775,10319
20250603,Overnight,0.01,spsA,Double,6.00,0.08435,10600.25
20250603,Overnight,0.01,spsA,Double,6.25,0.094025,10644
20250603,Overnight,0.01,spsA,Double,6.50,0.10315,11037
20250603,Overnight,0.01,spsA,Double,6.75,0.1157,11011.75
20250603,Overnight,0.01,spsA,Double,7.00,0.13425,11243.25
20250603,Overnight,0.01,spsA,Double,7.25,0.143275,11393.75
20250603,Overnight,0.01,spsA,Double,7.50,0.152625,11601.5
20250603,Overnight,0.01,spsA,Double,7.75,0.1614,11734.5
20250603,Overnight,0.01,spsA,Double,8.00,0.174675,11840
20250603,Overnight,0.01,spsA,Double,8.25,0.182275,11986
20250603,Overnight,0.01,spsA,Double,8.50,0.19105,12327.25
20250603,Overnight,0.01,spsA,Double,8.75,0.19795,12412.5
20250603,Overnight,0.01,spsA,Double,9.00,0.204475,12480.25
20250603,Overnight,0.01,spsA,Double,9.25,0.211225,12736
20250603,Overnight,0.01,spsA,Double,9.50,0.2155,13084.75
20250603,Overnight,0.01,spsA,Double,9.75,0.21815,13153.25
20250603,Overnight,0.01,spsA,Double,10.00,0.222325,13573.75
20250603,Overnight,0.01,spsA,Double,10.25,0.227475,14017.5
20250603,Overnight,0.01,spsA,Double,10.50,0.2328,14539.25
20250603,Overnight,0.01,spsA,Double,10.75,0.2394,14927.5
20250603,Overnight,0.01,spsA,Double,11.00,0.2447,15480.5
20250603,Overnight,0.01,spsA,Double,11.25,0.2473,15815
20250603,Overnight,0.01,spsA,Double,11.50,0.2495,15895
20250603,Overnight,0.01,spsA,Double,11.75,0.2538,16050.75
20250603,Overnight,0.01,spsA,Double,12.00,0.257325,16140.75
20250603,Overnight,0.01,spsA,Double,12.25,0.261275,16379
20250603,Overnight,0.01,spsA,Double,12.50,0.2666,16430.25
20250603,Overnight,0.01,spsA,Double,12.75,0.270625,16698.75
20250603,Overnight,0.01,spsA,Double,13.00,0.27525,16414
20250603,Overnight,0.01,spsA,Double,13.25,0.277525,16570.75
20250603,Overnight,0.01,spsA,Double,13.50,0.281825,16566
20250603,Overnight,0.01,spsA,Double,13.75,0.28555,16483.5
20250603,Overnight,0.01,spsA,Double,14.00,0.2925,16671.25
20250603,Overnight,0.01,spsA,Double,14.25,0.298925,16685.25
20250603,Overnight,0.01,spsA,Double,14.50,0.306475,16651.75
20250603,Overnight,0.01,spsA,Double,14.75,0.310825,16912
20250603,Overnight,0.01,spsA,Double,15.00,0.3139,16790
20250603,Overnight,0.01,spsA,Double,15.25,0.317375,16799.25
20250603,Overnight,0.01,spsA,Double,15.50,0.323875,16533
20250603,Overnight,0.01,spsA,Double,15.75,0.3335,16509.25
20250603,Overnight,0.01,spsA,Double,16.00,0.346075,16661.75
20250603,Overnight,0.01,spsA,Double,16.25,0.3575,16549.25
20250603,Overnight,0.01,spsA,Double,16.50,0.367625,16606.75
20250603,Overnight,0.01,spsA,Double,16.75,0.37725,16559.5
20250603,Overnight,0.01,spsA,Double,17.00,0.381525,16698.25
20250603,Overnight,0.01,spsA,Double,17.25,0.3884,16655
20250603,Overnight,0.01,spsA,Double,17.50,0.392925,16646.5
20250603,Overnight,0.01,spsA,Double,17.75,0.39975,16422
20250603,Overnight,0.01,spsA,Double,18.00,0.41065,16481.75
20250603,Overnight,0.01,spsA,Double,18.25,0.421475,16470
20250603,Overnight,0.01,spsA,Double,18.50,0.432325,16355
20250603,Overnight,0.01,spsA,Double,18.75,0.4436,16556.5
20250603,Overnight,0.01,spsA,Double,19.00,0.452,16423
20250603,Overnight,0.01,spsA,Double,19.25,0.460025,16496
20250603,Overnight,0.01,spsA,Double,19.50,0.4645,16453.5
20250603,Overnight,0.01,spsA,Double,19.75,0.4729,16445
20250603,Overnight,0.01,spsA,Double,20.00,0.485375,16506.75
20250603,Overnight,0.01,spsA,Double,20.25,0.495175,16305.25
20250603,Overnight,0.01,spsA,Double,20.50,0.50385,16278
20250603,Overnight,0.01,spsA,Double,20.75,0.512225,16524
20250603,Overnight,0.01,spsA,Double,21.00,0.521975,16329.75
20250603,Overnight,0.01,spsA,Double,21.25,0.529425,16271
20250603,Overnight,0.01,spsA,Double,21.50,0.5359,16358
20250603,Overnight,0.01,spsA,Double,21.75,0.54435,16529.75
20250603,Overnight,0.01,spsA,Double,22.00,0.55185,16484.5
20250603,Overnight,0.01,spsA,Double,22.25,0.557925,16460.5
20250603,Overnight,0.01,spsA,Double,22.50,0.56065,16402.5
20250603,Overnight,0.01,spsA,Double,22.75,0.567225,16465
20250603,Overnight,0.01,spsA,Double,23.00,0.576325,16421.75
20250603,Overnight,0.01,spsA,Double,23.25,0.58325,16612.5
20250603,Overnight,0.01,spsA,Double,23.50,0.58955,16470.75
20250603,Overnight,0.01,spsA,Double,23.75,0.591675,16600.5
20250603,Overnight,0.01,spsA,Double,24.00,0.595075,16676.75
20250603,Overnight,0.01,WT,Double,0.00,0,0
20250603,Overnight,0.01,WT,Double,0.25,5E-05,366.5
20250603,Overnight,0.01,WT,Double,0.50,0.00015,484
20250603,Overnight,0.01,WT,Double,0.75,0.0013,522.25
20250603,Overnight,0.01,WT,Double,1.00,0.00045,512.75
20250603,Overnight,0.01,WT,Double,1.25,0.0012,568.75
20250603,Overnight,0.01,WT,Double,1.50,0.0018,686
20250603,Overnight,0.01,WT,Double,1.75,0.005325,843.75
20250603,Overnight,0.01,WT,Double,2.00,0.00785,1108.75
20250603,Overnight,0.01,WT,Double,2.25,0.009,1384
20250603,Overnight,0.01,WT,Double,2.50,0.010775,1736.25
20250603,Overnight,0.01,WT,Double,2.75,0.0145,2124
20250603,Overnight,0.01,WT,Double,3.00,0.018175,2645.75
20250603,Overnight,0.01,WT,Double,3.25,0.021125,3211
20250603,Overnight,0.01,WT,Double,3.50,0.027,3899
20250603,Overnight,0.01,WT,Double,3.75,0.0374,4786
20250603,Overnight,0.01,WT,Double,4.00,0.051975,5768.5
20250603,Overnight,0.01,WT,Double,4.25,0.070475,6894
20250603,Overnight,0.01,WT,Double,4.50,0.0937,8152.25
20250603,Overnight,0.01,WT,Double,4.75,0.118575,9482.5
20250603,Overnight,0.01,WT,Double,5.00,0.145525,11089.25
20250603,Overnight,0.01,WT,Double,5.25,0.175225,12658.5
20250603,Overnight,0.01,WT,Double,5.50,0.208725,14585.75
20250603,Overnight,0.01,WT,Double,5.75,0.24135,16817.5
20250603,Overnight,0.01,WT,Double,6.00,0.271,19117
20250603,Overnight,0.01,WT,Double,6.25,0.3026,22239.75
20250603,Overnight,0.01,WT,Double,6.50,0.337375,25561.75
20250603,Overnight,0.01,WT,Double,6.75,0.37535,28924.25
20250603,Overnight,0.01,WT,Double,7.00,0.41825,32394.25
20250603,Overnight,0.01,WT,Double,7.25,0.463,34129.75
20250603,Overnight,0.01,WT,Double,7.50,0.509,37031.25
20250603,Overnight,0.01,WT,Double,7.75,0.55445,41387.25
20250603,Overnight,0.01,WT,Double,8.00,0.6028,43692.75
20250603,Overnight,0.01,WT,Double,8.25,0.6433,44981.5
20250603,Overnight,0.01,WT,Double,8.50,0.679025,46267.75
20250603,Overnight,0.01,WT,Double,8.75,0.7158,48190.5
20250603,Overnight,0.01,WT,Double,9.00,0.748825,49875
20250603,Overnight,0.01,WT,Double,9.25,0.77965,51562
20250603,Overnight,0.01,WT,Double,9.50,0.807775,53171.25
20250603,Overnight,0.01,WT,Double,9.75,0.838675,54816.25
20250603,Overnight,0.01,WT,Double,10.00,0.867225,57549.5
20250603,Overnight,0.01,WT,Double,10.25,0.895,59483
20250603,Overnight,0.01,WT,Double,10.50,0.914775,61395.5
20250603,Overnight,0.01,WT,Double,10.75,0.9382,63557.75
20250603,Overnight,0.01,WT,Double,11.00,0.95065,66184.25
20250603,Overnight,0.01,WT,Double,11.25,0.955425,67977.75
20250603,Overnight,0.01,WT,Double,11.50,0.9626,69980
20250603,Overnight,0.01,WT,Double,11.75,0.96485,71793.5
20250603,Overnight,0.01,WT,Double,12.00,0.9658,73203
20250603,Overnight,0.01,WT,Double,12.25,0.963975,73995.5
20250603,Overnight,0.01,WT,Double,12.50,0.956475,75269.5
20250603,Overnight,0.01,WT,Double,12.75,0.94415,76031
20250603,Overnight,0.01,WT,Double,13.00,0.94475,76673.75
20250603,Overnight,0.01,WT,Double,13.25,0.940525,76858.25
20250603,Overnight,0.01,WT,Double,13.50,0.94265,77826.75
20250603,Overnight,0.01,WT,Double,13.75,0.947225,78133
20250603,Overnight,0.01,WT,Double,14.00,0.942975,78532
20250603,Overnight,0.01,WT,Double,14.25,0.95155,78667.75
20250603,Overnight,0.01,WT,Double,14.50,0.95795,79342.25
20250603,Overnight,0.01,WT,Double,14.75,0.96225,79295
20250603,Overnight,0.01,WT,Double,15.00,0.9665,80056.75
20250603,Overnight,0.01,WT,Double,15.25,0.978925,80630
20250603,Overnight,0.01,WT,Double,15.50,0.945775,80779.25
20250603,Overnight,0.01,WT,Double,15.75,0.960425,79672.25
20250603,Overnight,0.01,WT,Double,16.00,0.988725,79560.75
20250603,Overnight,0.01,WT,Double,16.25,1.003575,78884.5
20250603,Overnight,0.01,WT,Double,16.50,1.015975,79626.25
20250603,Overnight,0.01,WT,Double,16.75,1.029525,79473.5
20250603,Overnight,0.01,WT,Double,17.00,1.038525,81522.5
20250603,Overnight,0.01,WT,Double,17.25,1.04925,82600
20250603,Overnight,0.01,WT,Double,17.50,1.055125,83293
20250603,Overnight,0.01,WT,Double,17.75,1.038625,82988.25
20250603,Overnight,0.01,WT,Double,18.00,1.05875,82652.25
20250603,Overnight,0.01,WT,Double,18.25,1.077925,83212.25
20250603,Overnight,0.01,WT,Double,18.50,1.090325,83091
20250603,Overnight,0.01,WT,Double,18.75,1.09675,82960.5
20250603,Overnight,0.01,WT,Double,19.00,1.105825,82800.75
20250603,Overnight,0.01,WT,Double,19.25,1.113975,82751.25
20250603,Overnight,0.01,WT,Double,19.50,1.1189,82946
20250603,Overnight,0.01,WT,Double,19.75,1.130625,82777
20250603,Overnight,0.01,WT,Double,20.00,1.13485,82498.25
20250603,Overnight,0.01,WT,Double,20.25,1.106575,84224.5
20250603,Overnight,0.01,WT,Double,20.50,1.1287,82336
20250603,Overnight,0.01,WT,Double,20.75,1.141625,81104.5
20250603,Overnight,0.01,WT,Double,21.00,1.1526,81271.75
20250603,Overnight,0.01,WT,Double,21.25,1.15925,80728.5
20250603,Overnight,0.01,WT,Double,21.50,1.164825,80342.25
20250603,Overnight,0.01,WT,Double,21.75,1.1719,80086.75
20250603,Overnight,0.01,WT,Double,22.00,1.179925,78978.75
20250603,Overnight,0.01,WT,Double,22.25,1.183325,78996
20250603,Overnight,0.01,WT,Double,22.50,1.186675,77736.25
20250603,Overnight,0.01,WT,Double,22.75,1.192925,77616
20250603,Overnight,0.01,WT,Double,23.00,1.1949,76844.5
20250603,Overnight,0.01,WT,Double,23.25,1.197825,76643.25
20250603,Overnight,0.01,WT,Double,23.50,1.2005,74863.25
20250603,Overnight,0.01,WT,Double,23.75,1.20405,73788.25
20250603,Overnight,0.01,WT,Double,24.00,1.2082,73268.25
20250603,Overnight,0.01,wfgD,Double,0.00,0,0
20250603,Overnight,0.01,wfgD,Double,0.25,5E-05,1430
20250603,Overnight,0.01,wfgD,Double,0.50,0.00025,2579.25
20250603,Overnight,0.01,wfgD,Double,0.75,0.001225,2900.25
20250603,Overnight,0.01,wfgD,Double,1.00,0.0031,3057.5
20250603,Overnight,0.01,wfgD,Double,1.25,0.004475,3379.25
20250603,Overnight,0.01,wfgD,Double,1.50,0.007275,4054.25
20250603,Overnight,0.01,wfgD,Double,1.75,0.0097,4955.25
20250603,Overnight,0.01,wfgD,Double,2.00,0.0136,6004.25
20250603,Overnight,0.01,wfgD,Double,2.25,0.0169,7255.25
20250603,Overnight,0.01,wfgD,Double,2.50,0.021125,8803
20250603,Overnight,0.01,wfgD,Double,2.75,0.025425,10586.5
20250603,Overnight,0.01,wfgD,Double,3.00,0.030725,13007.25
20250603,Overnight,0.01,wfgD,Double,3.25,0.03755,15492
20250603,Overnight,0.01,wfgD,Double,3.50,0.0451,18467
20250603,Overnight,0.01,wfgD,Double,3.75,0.052175,21777.5
20250603,Overnight,0.01,wfgD,Double,4.00,0.059125,25214.75
20250603,Overnight,0.01,wfgD,Double,4.25,0.06655,28642.25
20250603,Overnight,0.01,wfgD,Double,4.50,0.073625,31705
20250603,Overnight,0.01,wfgD,Double,4.75,0.07975,34611.5
20250603,Overnight,0.01,wfgD,Double,5.00,0.085125,36783.5
20250603,Overnight,0.01,wfgD,Double,5.25,0.090125,38252
20250603,Overnight,0.01,wfgD,Double,5.50,0.09525,38633
20250603,Overnight,0.01,wfgD,Double,5.75,0.100775,38749
20250603,Overnight,0.01,wfgD,Double,6.00,0.105825,39029
20250603,Overnight,0.01,wfgD,Double,6.25,0.1117,39030.25
20250603,Overnight,0.01,wfgD,Double,6.50,0.1174,39915.75
20250603,Overnight,0.01,wfgD,Double,6.75,0.12335,41024.75
20250603,Overnight,0.01,wfgD,Double,7.00,0.12955,42470.25
20250603,Overnight,0.01,wfgD,Double,7.25,0.1361,43544.25
20250603,Overnight,0.01,wfgD,Double,7.50,0.142925,44593.5
20250603,Overnight,0.01,wfgD,Double,7.75,0.14995,45905.5
20250603,Overnight,0.01,wfgD,Double,8.00,0.157525,47046.5
20250603,Overnight,0.01,wfgD,Double,8.25,0.1647,48157.75
20250603,Overnight,0.01,wfgD,Double,8.50,0.17285,49534.25
20250603,Overnight,0.01,wfgD,Double,8.75,0.181175,50966
20250603,Overnight,0.01,wfgD,Double,9.00,0.189675,52934.5
20250603,Overnight,0.01,wfgD,Double,9.25,0.19785,54822.75
20250603,Overnight,0.01,wfgD,Double,9.50,0.20625,55966
20250603,Overnight,0.01,wfgD,Double,9.75,0.214875,56256.25
20250603,Overnight,0.01,wfgD,Double,10.00,0.221525,56190.25
20250603,Overnight,0.01,wfgD,Double,10.25,0.228325,55267.75
20250603,Overnight,0.01,wfgD,Double,10.50,0.23465,54152
20250603,Overnight,0.01,wfgD,Double,10.75,0.241,52749
20250603,Overnight,0.01,wfgD,Double,11.00,0.24425,51459.75
20250603,Overnight,0.01,wfgD,Double,11.25,0.2482,49884.5
20250603,Overnight,0.01,wfgD,Double,11.50,0.251125,48571
20250603,Overnight,0.01,wfgD,Double,11.75,0.2536,47533
20250603,Overnight,0.01,wfgD,Double,12.00,0.25645,46991.75
20250603,Overnight,0.01,wfgD,Double,12.25,0.25875,45704.25
20250603,Overnight,0.01,wfgD,Double,12.50,0.261175,45222.5
20250603,Overnight,0.01,wfgD,Double,12.75,0.26245,44608.25
20250603,Overnight,0.01,wfgD,Double,13.00,0.26405,44128.25
20250603,Overnight,0.01,wfgD,Double,13.25,0.266075,43862.75
20250603,Overnight,0.01,wfgD,Double,13.50,0.267575,43126
20250603,Overnight,0.01,wfgD,Double,13.75,0.26935,42751
20250603,Overnight,0.01,wfgD,Double,14.00,0.27155,42979.5
20250603,Overnight,0.01,wfgD,Double,14.25,0.27355,42864.75
20250603,Overnight,0.01,wfgD,Double,14.50,0.2747,42640.5
20250603,Overnight,0.01,wfgD,Double,14.75,0.2761,42570.75
20250603,Overnight,0.01,wfgD,Double,15.00,0.2772,41948.5
20250603,Overnight,0.01,wfgD,Double,15.25,0.277775,41502.75
20250603,Overnight,0.01,wfgD,Double,15.50,0.2787,41307.75
20250603,Overnight,0.01,wfgD,Double,15.75,0.2802,40692.75
20250603,Overnight,0.01,wfgD,Double,16.00,0.281725,40856.5
20250603,Overnight,0.01,wfgD,Double,16.25,0.2827,40142.25
20250603,Overnight,0.01,wfgD,Double,16.50,0.28465,40364.5
