HPI,Treatment,Name,Target,Baseline,n_replicates,Samples,mean_log_MNE_fc,MNE_fc_global,se_log_MNE_fc,se_MNE_fc_global
10,Mock,10hpi-Mock,FRK1,Time0,3,"6,59,106",1.6568455854630284,5.242746936315717,0.305852865818303,1.875763187691003
10,Mock,10hpi-Mock,NHL10,Mock,3,"6,106,59",0,1,0,0
10,Mock,10hpi-Mock,NHL10,Time0,3,"6,106,59",-0.4818984588540203,0.6176097713847775,0.41025807380916085,0.31325581742948
10,Mock,10hpi-Mock,PAD3,Mock,3,"6,106,59",0,1,0,0
10,Mock,10hpi-Mock,PAD3,Time0,3,"6,106,59",2.9147993136422614,18.445110349269452,1.1051370317836986,37.2524499602066
10,Mock,10hpi-Mock,PDF1.2,Mock,3,"6,59,106",0,1,0,0
10,Mock,10hpi-Mock,PDF1.2,Time0,3,"6,59,106",1.7634503966461732,5.832527247944768,0.9480693154726507,9.21960580310593
10,Mock,10hpi-Mock,PR1,Mock,3,"6,59,106",0,1,0,0
10,Mock,10hpi-Mock,PR1,Time0,3,6,-3.195451601709566,0.040948029000000004,NA,NA
10,Mock,10hpi-Mock,WRKY29,Mock,3,"6,59,106",0,1,0,0
10,Mock,10hpi-Mock,WRKY29,Time0,3,"6,59,106",0.3330802082638363,1.3952592053002761,0.2825920086372476,0.45564118268644055
10,OBC,10hpi-OBC,FRK1,Mock,3,"22,47,90",0.2148331837147923,1.239655085060516,0.6208414547443587,1.0667144040457663
10,OBC,10hpi-OBC,FRK1,Time0,3,"22,47,90",2.5328318530726763,12.589106204884594,0.4311479449689572,6.7858206120466855
10,OBC,10hpi-OBC,NHL10,Mock,3,"22,90,47",0.35352460220027027,1.424078021973094,0.1586453190427004,0.24483064711000155
10,OBC,10hpi-OBC,NHL10,Time0,3,"22,90,47",0.29615009447427865,1.3446719695185314,0.48764914941731974,0.8451040050789399
10,OBC,10hpi-OBC,PAD3,Mock,3,"22,90,47",-0.8702707733318327,0.4188381236977728,0.409566261576653,0.21200093168791306
10,OBC,10hpi-OBC,PAD3,Time0,3,"22,90,47",2.541816751441689,12.702727719198968,0.4374639723208299,6.970933038489873
10,OBC,10hpi-OBC,PDF1.2,Mock,3,"22,47,90",0.27571580745839613,1.3174733947065926,0.6790715235562902,1.2806445903391925
10,OBC,10hpi-OBC,PDF1.2,Time0,3,"22,47,90",0.6297338724605276,1.8771109618647195,0.60126604527439,1.5475412334170526
10,OBC,10hpi-OBC,PR1,Mock,3,"22,47,90",1.7743250127528718,5.896299865602169,0.7210742380248019,6.230274230759243
10,OBC,10hpi-OBC,PR1,Time0,3,22,6.738325938795349,844.1463996000002,NA,NA
10,OBC,10hpi-OBC,WRKY29,Mock,3,"22,47,90",-0.03877778128009254,0.961964451905765,0.20445475593419393,0.21822735637000779
10,OBC,10hpi-OBC,WRKY29,Time0,3,"22,47,90",0.11264645590474869,1.119236163654908,0.22603504091045365,0.2838602197155299
10,WT,10hpi-WT,FRK1,Mock,3,"7,46,117",0.10844476473052148,1.1145433447361184,0.16950588383360363,0.20587768619112978
10,WT,10hpi-WT,FRK1,Time0,3,"7,46,117",2.46602824725389,11.77558414105156,0.70130291845829,11.968446695947337
10,WT,10hpi-WT,NHL10,Mock,3,"7,117,46",-0.24829323978726991,0.7801311442424033,1.0043471119239264,1.3497237915422768
10,WT,10hpi-WT,NHL10,Time0,3,"7,117,46",-0.5322354969227951,0.5872906147454694,0.9806536189051189,0.9785426533629997
10,WT,10hpi-WT,PAD3,Mock,3,"7,117,46",-0.6076380985042266,0.5446357270615907,0.35400192918631396,0.23133834680877488
10,WT,10hpi-WT,PAD3,Time0,3,"7,117,46",2.971384882852894,19.518932321662607,0.8560205744233674,26.42424959362918
10,WT,10hpi-WT,PDF1.2,Mock,3,"7,46,117",0.17865816630991738,1.1956119738532023,0.9901212700770693,2.0224504167460515
10,WT,10hpi-WT,PDF1.2,Time0,3,"7,46,117",1.9396715141256338,6.956465494634028,0.7032281813193011,7.097431105899793
10,WT,10hpi-WT,PR1,Mock,2,"7,46",-1.6295513116110887,0.1960175051772099,2.3966279454626407,1.9574441808227905
10,WT,10hpi-WT,PR1,Time0,2,"7,46",-0.07542430856624427,0.927349920322645,2.6059392936485155,11.632622749677356
10,WT,10hpi-WT,WRKY29,Mock,3,"7,46,117",-0.18640879075020284,0.8299342561801737,0.28098921513356356,0.2692633056841666
10,WT,10hpi-WT,WRKY29,Time0,3,"7,46,117",0.142758455665862,1.153451158422995,0.4644232287366016,0.681800626163429
10,rmlC,10hpi-rmlC,FRK1,Mock,3,"8,81,125",-0.34092215446232477,0.7111142631239765,0.27529642400060567,0.22536703200769498
10,rmlC,10hpi-rmlC,FRK1,Time0,3,"8,81,125",1.8377356962347287,6.282297114958984,0.9011816346364565,9.187929774152495
10,rmlC,10hpi-rmlC,NHL10,Mock,3,"8,125,81",-0.03866631182041318,0.96207168754008765,0.25091813530356566,0.27438752780301845
10,rmlC,10hpi-rmlC,NHL10,Time0,3,"8,125,81",0.3290705635231429,1.3896759125563642,0.40394909045914335,0.6916801906823807
10,rmlC,10hpi-rmlC,PAD3,Mock,3,"8,125,81",-0.6664386564719638,0.513534196716812,0.3340671235508895,0.20368660549040055
10,rmlC,10hpi-rmlC,PAD3,Time0,3,"8,125,81",1.7043732313463174,5.4979386514770185,0.5584897561368501,4.11262609197054
10,rmlC,10hpi-rmlC,PDF1.2,Mock,3,"8,81,125",-0.4072283160727129,0.6654922303822736,0.8327803710499135,0.8649428404108374
10,rmlC,10hpi-rmlC,PDF1.2,Time0,3,"8,81,125",-0.013453432819556207,0.9866366601353723,0.4790955550764179,0.60640012477635
10,rmlC,10hpi-rmlC,PR1,Mock,2,"8,81",0.9949659570986946,2.7046322661829043,0.3595783353830962,1.1703624238170958
10,rmlC,10hpi-rmlC,PR1,Time0,2,"8,81",0.44521763587742935,1.5608298514449397,1.2130791665549054,3.689530971555061
10,rmlC,10hpi-rmlC,WRKY29,Mock,3,"8,81,125",0.018550351043783737,1.0187234776686764,0.27434216248934584,0.3215752410464382
10,rmlC,10hpi-rmlC,WRKY29,Time0,3,"8,81,125",0.23944289251592946,1.2705411251470164,1.1096714652118091,2.5834696188008226
10,tagG,10hpi-tagG,FRK1,Mock,3,"38,70,131",-0.8376680565521097,0.4327184226808606,0.03169475956701746,0.013934566243583836
10,tagG,10hpi-tagG,FRK1,Time0,3,"38,70,131",1.5118034034847472,4.534901681892307,0.713832281731559,4.724465294274886
10,tagG,10hpi-tagG,NHL10,Mock,3,"38,131,70",-0.026324151544454555,0.9740193085678575,0.6781306431265552,0.9449850563111026
10,tagG,10hpi-tagG,NHL10,Time0,3,"38,131,70",-0.36974166091391075,0.690912797364535,0.13677184877631854,0.1012646899438136
10,tagG,10hpi-tagG,PAD3,Mock,3,"38,131,70",-0.05142357649117917,0.9498762400635803,1.135970338493024,2.0082225520218797
10,tagG,10hpi-tagG,PAD3,Time0,3,"38,131,70",1.2747086797974307,3.5776590139247584,1.6994818158033178,15.99611276625374
10,tagG,10hpi-tagG,PDF1.2,Mock,3,"38,70,131",0.048904523151038895,1.0501200837968867,0.4117144389452793,0.5349346864552071
10,tagG,10hpi-tagG,PDF1.2,Time0,3,"38,70,131",0.26661194391193915,1.305533727708184,1.789257765178826,6.5080967761740895
10,tagG,10hpi-tagG,PR1,Mock,3,"38,70,131",-0.35307650309177285,0.7025234461056815,0.8680678630750488,0.9711005954896706
10,tagG,10hpi-tagG,PR1,Time0,3,"38,70,131",0.6431610929406126,1.9024853169172546,1.6240032852044743,7.749507254735579
10,tagG,10hpi-tagG,WRKY29,Mock,3,"38,70,131",0.1049746576106162,1.1106824626515914,0.49958105311429674,0.7197563212291775
10,tagG,10hpi-tagG,WRKY29,Time0,3,"38,70,131",0.09625817789379928,1.1010432923398603,0.2711507666816226,0.3429450172347748
10,wfgD,10hpi-wfgD,FRK1,Mock,3,"9,68,105",-0.7545621646088527,0.4702164470689349,0.9092050517130928,0.6970246027670689
10,wfgD,10hpi-wfgD,FRK1,Time0,3,"9,68,105",0.33982108766772456,1.4046962505980214,0.34789482292346446,0.5844706548252526
10,wfgD,10hpi-wfgD,NHL10,Mock,3,"9,105,68",-0.009515990099705274,0.9905291436565009,0.8464895041402508,1.3188379788158089
10,wfgD,10hpi-wfgD,NHL10,Time0,3,"9,105,68",-0.5084360861643973,0.601435436893156,0.7943617979536163,0.7295581375551355
10,wfgD,10hpi-wfgD,PAD3,Mock,3,"9,105,68",-0.15391760596940995,0.8573426580185746,0.42308658475994393,0.451533636675464
10,wfgD,10hpi-wfgD,PAD3,Time0,3,"9,105,68",1.7526661125754432,5.769965565062614,0.7658333993853728,6.639996122153292
10,wfgD,10hpi-wfgD,PDF1.2,Mock,3,"9,68,105",0.908112220048644,2.4796371030357895,1.3041295718761954,6.656537752643673
10,wfgD,10hpi-wfgD,PDF1.2,Time0,3,"9,68,105",3.27038731365285,26.32153205797967,0.889340792990053,37.73257228864392
10,wfgD,10hpi-wfgD,PR1,Mock,3,"9,68,105",-2.7785444987330807,0.06212887024912832,2.0652617243046087,0.42790401644443554
10,wfgD,10hpi-wfgD,PR1,Time0,3,"9,68,105",-4.996420106231002,0.006762111360680276,0.6252354043477835,0.0058741501334195435
10,wfgD,10hpi-wfgD,WRKY29,Mock,3,"9,68,105",-0.24773153775870377,0.7805694685809823,0.6294776614158176,0.6842706810810576
10,wfgD,10hpi-wfgD,WRKY29,Time0,3,"9,68,105",-0.4065790586941978,0.6659244464177358,0.435317877288072,0.3632313166027262
24,Mock,24hpi-Mock,FRK1,Mock,3,"10,85,108",0,1,0,0
24,Mock,24hpi-Mock,FRK1,Time0,3,"10,85,108",0.2227424324949984,1.2494987020227335,0.9058296878269719,1.841740727368533
24,Mock,24hpi-Mock,NHL10,Mock,3,"10,108,85",0,1,0,0
24,Mock,24hpi-Mock,NHL10,Time0,3,"10,108,85",-0.7811499201365628,0.4578791839648385,0.4592695259395902,0.2669056896578803
24,Mock,24hpi-Mock,PAD3,Mock,3,"10,108,85",0,1,0,0
24,Mock,24hpi-Mock,PAD3,Time0,3,"10,108,85",0.785386423183365,2.1932543013118275,0.4806677198965243,1.3535753307517933
24,Mock,24hpi-Mock,PDF1.2,Mock,3,"10,85,108",0,1,0,0
24,Mock,24hpi-Mock,PDF1.2,Time0,3,"10,85,108",1.8861203539715874,6.593737625489649,0.3862741030437131,3.108867867983187
24,Mock,24hpi-Mock,PR1,Mock,3,"10,85,108",0,1,0,0
24,Mock,24hpi-Mock,PR1,Time0,3,10,-0.6969324215539976,0.498110957,NA,NA
24,Mock,24hpi-Mock,WRKY29,Mock,3,"10,85,108",0,1,0,0
24,Mock,24hpi-Mock,WRKY29,Time0,3,"10,85,108",-1.0616946159160525,0.3458691979813569,0.5462994597990547,0.25139533726523133
24,OBC,24hpi-OBC,FRK1,Mock,3,"23,52,132",0.6781644614300586,1.97025792668326,0.18377098667162944,0.39748097091001616
24,OBC,24hpi-OBC,FRK1,Time0,3,"23,52,132",1.5620599774715616,4.768634413676897,0.2201217690762496,1.1741735720655122
24,OBC,24hpi-OBC,NHL10,Mock,3,"23,132,52",-0.419629505418416,0.6572902972023865,0.30448425714224026,0.23394638671074897
24,OBC,24hpi-OBC,NHL10,Time0,3,"23,132,52",-0.7762554754594326,0.4601257416408945,0.7998339388351071,0.5637328913586824
24,OBC,24hpi-OBC,PAD3,Mock,3,"23,132,52",-0.5431388733457839,0.5809219471871233,0.08542893835974877,0.051809035525881585
24,OBC,24hpi-OBC,PAD3,Time0,3,"23,132,52",0.7395357607148566,2.094962724710497,0.341299355085212,0.8521770018970122
24,OBC,24hpi-OBC,PDF1.2,Mock,3,"23,52,132",-1.0985018171949472,0.3333701591917868,0.5339503716156107,0.23524498520799508
24,OBC,24hpi-OBC,PDF1.2,Time0,3,"23,52,132",-0.6218137975217317,0.5369695996535135,0.8385198717988135,0.70500939925516
24,OBC,24hpi-OBC,PR1,Mock,2,"23,132",0.8677733453069385,2.3816019400224016,1.760308278873983,11.4655783699776
24,OBC,24hpi-OBC,PR1,Time0,2,23,5.341671146991832,208.86145700000003,NA,NA
24,OBC,24hpi-OBC,WRKY29,Mock,3,"23,52,132",0.4660370298797244,1.5936660115165986,0.5824256905316164,1.2595954727229723
24,OBC,24hpi-OBC,WRKY29,Time0,3,"23,52,132",-0.7773135572672081,0.4596391484374798,0.4339698852075579,0.24975522220001156
24,WT,24hpi-WT,FRK1,Mock,3,"39,71,121",0.8074095066437068,2.2420923319311554,0.8234244510170791,2.8660405773553914
24,WT,24hpi-WT,FRK1,Time0,3,"39,71,121",1.7308898355946267,5.64567539687125,0.6660331708783743,5.3436348710250465
24,WT,24hpi-WT,NHL10,Mock,3,"39,121,71",1.1025165573478237,3.011735700796091,0.30301042081711227,1.0659393200732006
24,WT,24hpi-WT,NHL10,Time0,3,"39,121,71",0.5193228392366274,1.680889032128683,0.32646886953033244,0.6489325926706876
24,WT,24hpi-WT,PAD3,Mock,3,"39,121,71",1.3799741414864033,3.9747988437758908,0.30896953153178963,1.4389601401953616
24,WT,24hpi-WT,PAD3,Time0,3,"39,121,71",2.8295842323239926,16.93841691409173,0.8749014762815909,23.690729808227978
24,WT,24hpi-WT,PDF1.2,Mock,3,"39,71,121",-0.21137052114513594,0.809474084045138,0.5235350753729179,0.5569054340123312
24,WT,24hpi-WT,PDF1.2,Time0,3,"39,71,121",1.6723127836707261,5.324467910386387,0.29404672440181795,1.8201512476189199
24,WT,24hpi-WT,PR1,Mock,3,"39,71,121",0.919476696527508,2.507977613082055,0.4011707627806434,1.2378682619909902
24,WT,24hpi-WT,PR1,Time0,3,"39,71,121",1.2919145957432696,3.6397485359908273,2.336581882552499,34.016408647896725
24,WT,24hpi-WT,WRKY29,Mock,3,"39,71,121",1.1500355280894,3.1583051162430356,0.4063961410984342,1.5835653414110102
24,WT,24hpi-WT,WRKY29,Time0,3,"39,71,121",0.08442794991283342,1.0880944441081266,0.5924499987516394,0.8796303504037821
24,rmlC,24hpi-rmlC,FRK1,Mock,3,"24,53,93",0.0861791505597688,1.0900015852085536,0.16229927207260003,0.1920715730984318
24,rmlC,24hpi-rmlC,FRK1,Time0,3,"24,53,93",0.8307338475664011,2.2950023043048406,0.9754461669749399,3.7921478335816228
24,rmlC,24hpi-rmlC,NHL10,Mock,3,"24,93,53",0.29731929615249697,1.346245081705442,0.4185123658424705,0.6996423800661788
24,rmlC,24hpi-rmlC,NHL10,Time0,3,"24,93,53",0.3658047093826678,1.441673669820174,0.7035317869766532,1.4717721068318015
24,rmlC,24hpi-rmlC,PAD3,Mock,3,"24,93,53",-0.12202579869382871,0.8851255331254378,0.47707842178062854,0.5411301731591215
24,rmlC,24hpi-rmlC,PAD3,Time0,3,"24,93,53",0.11937319789011214,1.1267903556136256,0.33609813020574175,0.4501260973208313
24,rmlC,24hpi-rmlC,PDF1.2,Mock,3,"24,53,93",-0.5860159973913928,0.5565401311489468,0.3498043813276058,0.23307343018886162
24,rmlC,24hpi-rmlC,PDF1.2,Time0,3,"24,53,93",-0.06957115555509219,0.9327937575654738,0.31296603717447397,0.3427784671408646
24,rmlC,24hpi-rmlC,PR1,Mock,3,"24,53,93",-0.1592319385300058,0.8527985391894332,1.1193268109605676,1.7591457239800299
24,rmlC,24hpi-rmlC,PR1,Time0,3,"24,53,93",-1.6075029502916895,0.2003873670779366,1.3023980029980318,0.536658652269629
24,rmlC,24hpi-rmlC,WRKY29,Mock,3,"24,53,93",-0.18648940117361845,0.8298673575247766,0.6543934873620136,0.7667768975816253
24,rmlC,24hpi-rmlC,WRKY29,Time0,3,"24,53,93",-1.3603716867256839,0.25656539727653654,0.32866044944157063,0.09983116209059938
24,tagG,24hpi-tagG,FRK1,Mock,3,"40,77,99",0.9736136490639914,2.647494309391692,1.0770862749931538,5.125845640939759
24,tagG,24hpi-tagG,FRK1,Time0,3,"40,77,99",1.8889819553180844,6.612633297002375,1.1956632026481133,15.247075425199458
24,tagG,24hpi-tagG,NHL10,Mock,3,"40,99,77",0.2522205899122477,1.2868798786969287,0.7293963288768688,1.3818880574831824
24,tagG,24hpi-tagG,NHL10,Time0,3,"40,99,77",-0.3904483803840952,0.676753363525991,1.5178267041779638,2.4107979568308266
24,tagG,24hpi-tagG,PAD3,Mock,3,"40,99,77",0.374208314330008,1.4538399746147024,0.46632441258011753,0.8637613219371343
24,tagG,24hpi-tagG,PAD3,Time0,3,"40,99,77",-0.4290723198933819,0.6511128390671761,1.0417107423106382,1.1941808066845125
24,tagG,24hpi-tagG,PDF1.2,Mock,3,"40,77,99",0.693083165448489,1.9998719738749344,1.1367706294379571,4.233103325167323
24,tagG,24hpi-tagG,PDF1.2,Time0,3,"40,77,99",1.0334605535423882,2.8107758643444054,3.171778675676431,64.22585700515289
24,tagG,24hpi-tagG,PR1,Mock,3,"40,77,99",1.47463220748672,4.369428434298872,0.6067847431872506,3.646390456900089
24,tagG,24hpi-tagG,PR1,Time0,3,"40,77,99",2.248413906791598,9.472699330787314,3.3836018189986197,269.7516912231529
24,tagG,24hpi-tagG,WRKY29,Mock,3,"40,77,99",1.6432274522930572,5.171834454084646,0.16529846545988078,0.9296123115557334
24,tagG,24hpi-tagG,WRKY29,Time0,3,"40,77,99",0.2397361477762826,1.270913772653211,0.1839334039938913,0.2566429593020578
24,wfgD,24hpi-wfgD,FRK1,Mock,3,"11,76,123",-0.19515138323234685,0.8227101041137219,0.463939453843622,0.4856677238350867
24,wfgD,24hpi-wfgD,FRK1,Time0,3,"11,76,123",-0.5348712849090671,0.5857446794724994,0.24310169296533735,0.16119593781141392
24,wfgD,24hpi-wfgD,NHL10,Mock,3,"11,123,76",-0.46632743925726505,0.6273018471642096,0.4250110171080827,0.3322236196328504
24,wfgD,24hpi-wfgD,NHL10,Time0,3,"11,123,76",-1.2644989970274343,0.2823807342943739,0.4828436126185687,0.17526706658480717
24,wfgD,24hpi-wfgD,PAD3,Mock,3,"11,123,76",-0.6492183037727517,0.5224540175145015,0.442628730687765,0.2908993861059109
24,wfgD,24hpi-wfgD,PAD3,Time0,3,"11,123,76",-0.8720474731694722,0.4180946347453309,1.1023074373012467,0.8408326085756092
24,wfgD,24hpi-wfgD,PDF1.2,Mock,3,"11,76,123",0.0480477961099807,1.0492208027989185,0.6387541157394344,0.9381288371912911
24,wfgD,24hpi-wfgD,PDF1.2,Time0,3,"11,76,123",2.532992846653019,12.591133133322687,0.5186391330730449,8.558699237385989
24,wfgD,24hpi-wfgD,PR1,Mock,2,"11,76",-0.6854272784337057,0.5038748886996186,0.8332857871492709,0.6554739583003815
24,wfgD,24hpi-wfgD,PR1,Time0,2,"11,76",-2.468631597981632,0.08470068432307387,0.9118573902437842,0.12611433667692618
24,wfgD,24hpi-wfgD,WRKY29,Mock,3,"11,76,123",0.6784486066950102,1.9708178456892604,0.48034631048764603,1.215273611967042
24,wfgD,24hpi-wfgD,WRKY29,Time0,3,"11,76,123",-0.8751737404649007,0.4167896001686918,0.7421086041958964,0.45861846926747796
48,Mock,48hpi-Mock,FRK1,Mock,3,"41,73,112",0,1,0,0
48,Mock,48hpi-Mock,FRK1,Time0,3,"41,73,112",1.1066498515022927,3.024209852272533,0.36413827118328207,1.3284543707609298
48,Mock,48hpi-Mock,NHL10,Mock,3,"41,112,73",0,1,0,0
48,Mock,48hpi-Mock,NHL10,Time0,3,"41,112,73",0.9510695698794941,2.5884767360117213,0.4119008935395433,1.3193072718214214
48,Mock,48hpi-Mock,PAD3,Mock,3,"41,112,73",0,1,0,0
48,Mock,48hpi-Mock,PAD3,Time0,3,"41,112,73",2.3274149111137565,10.251406453160097,0.6141789057093452,8.69461229144863
48,Mock,48hpi-Mock,PDF1.2,Mock,3,"41,73,112",0,1,0,0
48,Mock,48hpi-Mock,PDF1.2,Time0,3,"41,73,112",3.1017506646602473,22.236846486576564,0.7484101160412072,24.763772930100682
48,Mock,48hpi-Mock,PR1,Mock,3,"41,73,112",0,1,0,0
48,Mock,48hpi-Mock,PR1,Time0,3,41,-0.19812192700047315,0.820269834,NA,NA
48,Mock,48hpi-Mock,WRKY29,Mock,3,"41,73,112",0,1,0,0
48,Mock,48hpi-Mock,WRKY29,Time0,3,"41,73,112",-0.3742837234922805,0.6877817443050619,0.7120322920330107,0.7140062611837757
48,OBC,48hpi-OBC,FRK1,Mock,3,"26,84,104",-0.643279051841493,0.5255662365248548,0.7658265077502525,0.6048065251429827
48,OBC,48hpi-OBC,FRK1,Time0,3,"26,84,104",1.1245238840577243,3.0787506576368138,0.6124296017133664,2.6012621396336164
48,OBC,48hpi-OBC,NHL10,Mock,3,"26,104,84",-1.2159909137722553,0.2964161458776918,0.5992060002213357,0.24326061287757758
48,OBC,48hpi-OBC,NHL10,Time0,3,"26,104,84",0.1596026053806924,1.1730446167355815,0.7640131951164955,1.3453352896762965
48,OBC,48hpi-OBC,PAD3,Mock,3,"26,104,84",-0.5272747764353359,0.5902112375373865,0.42421404404036867,0.31186094927614555
48,OBC,48hpi-OBC,PAD3,Time0,3,"26,104,84",2.2974283460225293,9.94856526222845,0.7086943878845154,10.260327310467476
48,OBC,48hpi-OBC,PDF1.2,Mock,3,"26,84,104",0.9011737857180241,2.4624918532112474,0.874305170907832,3.440615938721104
48,OBC,48hpi-OBC,PDF1.2,Time0,3,"26,84,104",2.5934921182397117,13.376402113983291,0.32877641726613516,5.20699465986845
48,OBC,48hpi-OBC,PR1,Mock,3,"26,84,104",-0.4268254886335587,0.6525774244696642,1.2251634894965013,1.5692677289583654
48,OBC,48hpi-OBC,PR1,Time0,3,26,8.023072480082673,3050.535658999999,NA,NA
48,OBC,48hpi-OBC,WRKY29,Mock,3,"26,84,104",0.6382909693053002,1.893242503300521,0.6600429018951102,1.7699457335958142
48,OBC,48hpi-OBC,WRKY29,Time0,3,"26,84,104",0.08235127492955541,1.0858371702199332,0.5417460518798585,0.7807231325851733
48,WT,48hpi-WT,FRK1,Mock,3,"25,78,103",-0.07765789864428474,0.9252809122598579,0.34702696181363607,0.38385729433591936
48,WT,48hpi-WT,FRK1,Time0,3,"25,78,103",1.7297298497253994,5.639130290038262,0.29830744623628586,1.9600265266261996
48,WT,48hpi-WT,NHL10,Mock,3,"25,103,78",0.3109443094931141,1.3647132174990027,1.484548759011798,4.657730249546928
48,WT,48hpi-WT,NHL10,Time0,3,"25,103,78",1.4599700817840147,4.3058307036451255,1.049808780167277,7.996378569488108
48,WT,48hpi-WT,PAD3,Mock,3,"25,103,78",0.08477850169378809,1.0884759444172551,0.8282723935280141,1.4034375704706326
48,WT,48hpi-WT,PAD3,Time0,3,"25,103,78",3.076417080092408,21.680583276180524,0.8290421683785688,27.992303595910045
48,WT,48hpi-WT,PDF1.2,Mock,3,"25,78,103",2.9343952494873076,18.81012426255032,1.1063459216474105,38.05835220009417
48,WT,48hpi-WT,PDF1.2,Time0,3,"25,78,103",6.033708865365344,417.2597232163521,1.2064107628464324,977.0010305946607
48,WT,48hpi-WT,PR1,Mock,3,"25,78,103",0.7725478095619293,2.165275942736502,0.5672661652391366,1.6530571903776285
48,WT,48hpi-WT,PR1,Time0,3,"25,78,103",2.899626510666662,18.167358787441923,1.7177482595233187,83.06057761745637
48,WT,48hpi-WT,WRKY29,Mock,3,"25,78,103",1.0737088985890544,2.926212423580479,0.10714048386062738,0.3309271619092896
48,WT,48hpi-WT,WRKY29,Time0,3,"25,78,103",0.6955122141154697,2.0047356649068893,0.8083561348879993,2.494323718435822
48,rmlC,48hpi-rmlC,FRK1,Mock,3,"42,55,126",-0.3191726571257294,0.7267500598968641,0.45486920042989665,0.41858422160136866
48,rmlC,48hpi-rmlC,FRK1,Time0,3,"42,55,126",1.3092894598499796,3.703541262326144,1.3043585391966115,9.945209511564173
48,rmlC,48hpi-rmlC,NHL10,Mock,3,"42,126,55",-0.13309042454335865,0.875385932156646,0.2071023258084008,0.20143368877902518
48,rmlC,48hpi-rmlC,NHL10,Time0,3,"42,126,55",1.6676144786441398,5.299510610452069,0.5263477204305579,3.6711758271575468
48,rmlC,48hpi-rmlC,PAD3,Mock,3,"42,126,55",-0.46457979384644943,0.6283991068897875,0.5994551922524067,0.515995075238173
48,rmlC,48hpi-rmlC,PAD3,Time0,3,"42,126,55",1.3188476914678504,3.739110285199524,0.6694654186902409,3.5640933801997505
48,rmlC,48hpi-rmlC,PDF1.2,Mock,3,"42,55,126",0.7843773634401574,2.191042292901765,1.2199577428158856,5.230115681595826
48,rmlC,48hpi-rmlC,PDF1.2,Time0,3,"42,55,126",2.5164525149838703,12.384584515516318,0.574565742824134,9.614883188816448
48,rmlC,48hpi-rmlC,PR1,Mock,3,"42,55,126",-1.7654680100490578,0.17110668809348814,1.2825637924798579,0.44588222914820713
48,rmlC,48hpi-rmlC,PR1,Time0,3,"42,55,126",-1.4590982328360933,0.23244579223038128,1.8618716990497064,1.2635221737579436
48,rmlC,48hpi-rmlC,WRKY29,Mock,3,"42,55,126",0.12500187179052819,1.133150574085353,0.703693521667791,1.1571782383119205
48,rmlC,48hpi-rmlC,WRKY29,Time0,3,"42,55,126",-0.36146951964826846,0.6966518299446971,1.0281440874022252,1.2510976003874508
48,tagG,48hpi-tagG,FRK1,Mock,3,"27,72,92",-1.247189755550857,0.28731107776781,0.23681231443634235,0.07677045652651744
48,tagG,48hpi-tagG,FRK1,Time0,3,"27,72,92",0.552085970238967,1.7368723056301707,0.8927130500529268,2.5041273966492654
48,tagG,48hpi-tagG,NHL10,Mock,3,"27,92,72",-1.1834658523406256,0.30621559927190634,0.14058199100799096,0.04622123676540477
48,tagG,48hpi-tagG,NHL10,Time0,3,"27,92,72",-0.09391533464115091,0.9103598349201332,0.6912549923402407,0.9069179479853701
48,tagG,48hpi-tagG,PAD3,Mock,3,"27,92,72",-1.2072239337842559,0.2990262449221165,0.48816422811916466,0.1881839166759388
48,tagG,48hpi-tagG,PAD3,Time0,3,"27,92,72",-0.4684760797464559,0.625955447998318,1.1044405242290158,1.2628874994452253
48,tagG,48hpi-tagG,PDF1.2,Mock,3,"27,72,92",0.761713837774818,2.141944021166403,1.0296692926144697,3.8557983706404624
48,tagG,48hpi-tagG,PDF1.2,Time0,3,"27,72,92",2.317721524817096,10.152515677896323,2.505619055832945,114.2273829492482
48,tagG,48hpi-tagG,PR1,Mock,3,"27,72,92",-2.4477869287148395,0.08648477183310145,0.23416215480153532,0.022818956441060665
48,tagG,48hpi-tagG,PR1,Time0,3,"27,72,92",0.08063557358629107,1.08397579516686,2.1902551348940626,8.604050384068513
48,tagG,48hpi-tagG,WRKY29,Mock,3,"27,72,92",0.3021040127907309,1.352701917694011,0.7078929545944486,1.3928907709852019
48,tagG,48hpi-tagG,WRKY29,Time0,3,"27,72,92",-0.4139763982665492,0.661016552218279,0.45568712117942284,0.3815762846866318
48,wfgD,48hpi-wfgD,FRK1,Mock,3,"43,54,127",-0.9339123043279023,0.39301311179321635,0.36598312633304,0.173684642839123
48,wfgD,48hpi-wfgD,FRK1,Time0,3,"43,54,127",-0.3897247873162313,0.6772432347808399,0.4971047913456539,0.436114019565407
48,wfgD,48hpi-wfgD,NHL10,Mock,3,"43,127,54",-1.4914638032375485,0.225042995654073,0.6543095545202038,0.20789781827089746
48,wfgD,48hpi-wfgD,NHL10,Time0,3,"43,127,54",-0.5574158719568303,0.5726870500395363,0.11931399804666697,0.07257299430550591
48,wfgD,48hpi-wfgD,PAD3,Mock,3,"43,127,54",-1.9661802873573768,0.13999055998044233,0.6180447514760493,0.11973349569863044
48,wfgD,48hpi-wfgD,PAD3,Time0,3,"43,127,54",-0.6469809739265007,0.5236242280665395,1.3015030272596715,1.4005983937085014
48,wfgD,48hpi-wfgD,PDF1.2,Mock,3,"43,54,127",-1.1369184735035147,0.3208060726366689,0.7186573293926694,0.3373842508163645
