"","gene_id.x","baseMean_col1025","log2FoldChange_col1025","lfcSE_col1025","stat_col1025","pvalue_col1025","padj_col1025","p25_id.x","dc3000_id.x","p25_id_final","logFC_tailocin","AveExpr_tailocin","t_tailocin","P.Value_tailocin","adj.P.Val_tailocin","B_tailocin","gene_id.y","baseMean_eyach1025","log2FoldChange_eyach1025","lfcSE_eyach1025","stat_eyach1025","pvalue_eyach1025","padj_eyach1025","p25_id.y","dc3000_id.y"
"199","WP_007246223.1",63.7069440460437,0.986886690312294,0.270890521413706,3.6431200514584,0.000269353132765627,0.00664753071349733,NA,"WP_007246223.1","BJEIHDPM_02961",-5.30241807067881,7.0717227777904,-19.6922753603267,3.13795420897601e-24,3.44600509127594e-23,44.7277847940246,"WP_007246223.1",63.7069440460437,0.274472800514021,0.276302944062662,0.993376315424904,0.32052659932578,0.602044121190283,NA,"WP_007246223.1"
"200","BJEIHDPM_00375",42.985474103274,1.14404714547751,0.313942658558782,3.64412772297174,0.000268300168636792,0.00664753071349733,"BJEIHDPM_00375",NA,"BJEIHDPM_00375",-5.2697460520363,6.19632221270164,-16.4903297290126,4.42195420590192e-21,1.8199792653622e-20,37.5836601196862,"BJEIHDPM_00375",42.985474103274,0.328678265040844,0.320761030149518,1.02468265826318,0.305512948263351,0.585762325804925,"BJEIHDPM_00375",NA
"201","WP_011103366.1",61.061778616543,1.12881502720891,0.310645915640832,3.63376748372911,0.000279312593564681,0.00684131254924325,NA,"WP_011103366.1","BJEIHDPM_02838",-5.2928980147101,7.36639618374176,-20.1375649125621,1.23208422192918e-24,1.6155115248738e-23,45.7020037794347,"WP_011103366.1",61.061778616543,0.284314303403627,0.316526726892256,0.898231584407107,0.369062098123868,0.645308508995961,NA,"WP_011103366.1"
"202","WP_005765859.1",4.24048987433345,2.2421691270394,0.61712848153753,3.63322905054261,0.000279896343478088,0.00684131254924325,NA,"WP_005765859.1","BJEIHDPM_00604",-4.5700484180627,3.73410306645083,-9.95322794814478,4.08307856338946e-13,5.19753157180532e-13,19.6728574076846,"WP_005765859.1",4.24048987433345,-0.00339337330057125,0.667140441926364,-0.00508644520301139,0.995941621402833,0.998144146098335,NA,"WP_005765859.1"
"203","WP_011103863.1",11.3272471699291,1.19373391617253,0.328831113865979,3.63023408015783,0.000283164302847267,0.00688807328074405,NA,"WP_011103863.1","BJEIHDPM_03754",-5.28159742442529,4.83661967578974,-13.259419900457,1.98083739137684e-17,3.71329634422557e-17,29.2891406784617,"WP_011103863.1",11.3272471699291,-0.00157236343346098,0.348277776013953,-0.00451468207778491,0.996397817110034,0.998400626792668,NA,"WP_011103863.1"
"204","WP_005620479.1",8.86760222456132,-1.3804196618482,0.380668257091894,-3.62630620266024,0.000287504409141601,0.00696034483845666,NA,"WP_005620479.1","BJEIHDPM_01129",-5.05532266040852,6.01520139722274,-14.9627789272525,2.02693644255126e-19,5.66526964927402e-19,33.9042033869147,"WP_005620479.1",8.86760222456132,-1.7703652216154,0.399752866313911,-4.42864922505696,9.48250996500343e-06,0.000519453979951012,NA,"WP_005620479.1"
"205","WP_005769616.1",23.246050011476,1.17449933128998,0.324080111596069,3.62410184785996,0.000289967332818539,0.00698670104288841,NA,"WP_005769616.1","BJEIHDPM_03832",-4.89616215620519,6.13942727600911,-14.5331975714904,6.23089488514301e-19,1.54452812777899e-18,32.8587956816914,"WP_005769616.1",23.246050011476,-0.263825977517355,0.337917752206178,-0.780740212063154,0.434955304698418,0.69763584103012,NA,"WP_005769616.1"
"206","WP_007246105.1",1.98101128853433,-2.22958127374106,0.615783761035242,-3.6207211278075,0.00029378303965375,0.00704524987547011,NA,"WP_007246105.1","BJEIHDPM_00989",-4.70601443998444,4.62794779211465,-11.8692308917344,1.08795750663536e-15,1.64444348798208e-15,25.454791867938,"WP_007246105.1",1.98101128853433,-2.96368700185683,0.673643964142423,-4.39948572185268,1.08507715981041e-05,0.000587946700179878,NA,"WP_007246105.1"
"207","WP_011104517.1",39.1256626127164,1.14536136891605,0.316906131891139,3.61419756090265,0.000301279272452061,0.00719109775186046,NA,"WP_011104517.1","BJEIHDPM_05050",-5.34013857394324,6.48224805252367,-16.9987511804283,1.30851581596552e-21,6.16853379255257e-21,38.8154857843755,"WP_011104517.1",39.1256626127164,-0.0744527917978285,0.325726913821876,-0.22857427077255,0.819199824125607,0.92583653452891,NA,"WP_011104517.1"
"208","WP_011104727.1",0.718776274583143,-2.41847395140274,0.669804114208652,-3.61071826837027,0.000305350208212213,0.0072542077502378,NA,"WP_011104727.1","BJEIHDPM_00191",-4.63748129360453,4.30721842674309,-10.4887833226343,7.42935333533994e-14,9.78415660161811e-14,21.3379945773794,"WP_011104727.1",0.718776274583143,-1.52264494719052,0.670835361148159,-2.2697744265962,0.0232212729706755,0.132981761869571,NA,"WP_011104727.1"
"209","WP_005763768.1",2.8366341196131,-1.88823328597649,0.523982132088533,-3.60362151749375,0.000313813928866792,0.00738625006647578,NA,"WP_005763768.1","BJEIHDPM_02345",-6.2536418785944,5.13663009211082,-16.1380411842875,1.04455456097897e-20,3.90710626511153e-20,36.4007083918805,"WP_005763768.1",2.8366341196131,-1.72603312930295,0.539898499941918,-3.19695855700401,0.00138884879141715,0.0224786078740731,NA,"WP_005763768.1"
"210","BJEIHDPM_00042",31.6736326276947,1.30246735472998,0.361418266111637,3.60376737109259,0.000313637792151664,0.00738625006647578,"BJEIHDPM_00042",NA,"BJEIHDPM_00042",-4.65513557302133,3.68133465550786,-9.47647524912103,1.91684360238343e-12,2.37944450280343e-12,18.17412272553,"BJEIHDPM_00042",31.6736326276947,1.26998079350233,0.366565354046457,3.46454125978685,0.000531136656189972,0.0115667365525592,"BJEIHDPM_00042",NA
"211","WP_011104372.1",111.524035328603,0.77948108258395,0.216510708870413,3.600196436706,0.00031797686529958,0.00744974370130446,NA,"WP_011104372.1","BJEIHDPM_00056",-5.58427340866661,8.10286592740431,-27.014051142362,4.06175280655583e-30,1.49941167066626e-27,57.8417796771807,"WP_011104372.1",111.524035328603,0.196561813286496,0.220438401516857,0.891685894716783,0.372561316035567,0.646935179971173,NA,"WP_011104372.1"
"212","WP_011103872.1",100.64079618186,0.764483509106055,0.212559402285675,3.59656407049267,0.000322448189272303,0.00751984676266234,NA,"WP_011103872.1","BJEIHDPM_03772",-4.83594157515624,7.88643046865398,-23.2309259906886,2.85338647227455e-27,1.57395421614317e-25,51.6549963088637,"WP_011103872.1",100.64079618186,0.461372463205166,0.216085538962989,2.13513808198054,0.03274973277129,0.163584587038959,NA,"WP_011103872.1"
