tnseq_ID,baseMean_Ey,log2FoldChange_Ey,pvalue_Ey,padj_Ey,logFC_tailocin,AveExpr_tailocin,t_tailocin,P.Value_tailocin,adj.P.Val_tailocin,Significance_for_both,Category,name_p25c2_new
BJEIHDPM_00001,8.55663711956116,0.592652031789072,0.152813899362708,0.344532920665764,-4.815645504,4.353326834,-8.784521677,1.89459485217446E-11,2.28102375704597E-11,Not Significant,Non-Focal Trade-off,DAKCFMEO_04477
BJEIHDPM_00002,23.9492603410283,0.298031222533498,0.234487597932055,0.444192943640306,-4.977106856,6.02362247,-15.51345028,4.95549659525384E-20,1.58016133957629E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04476
BJEIHDPM_00003,8.22827817886584,0.0137589180367808,0.975506512585218,0.987714216383213,-5.710676979,4.163499597,-15.12833085,1.32237861568031E-19,3.82987023334327E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04475
BJEIHDPM_00004,1.48184616262339,-0.23915584441441,0.751130263954253,0.860937896737922,-3.739818503,2.639385501,-6.784051087,1.80708591169737E-08,1.98221835205387E-08,Not Significant,Mutual Detriment,DAKCFMEO_04474
BJEIHDPM_00004,1.48184616262339,-0.23915584441441,0.751130263954253,0.860937896737922,-3.739818503,2.639385501,-6.784051087,1.80708591169737E-08,1.98221835205387E-08,Not Significant,Mutual Detriment,DAKCFMEO_04474
BJEIHDPM_00005,19.2223910433699,1.01826212762432,0.00313047627056654,0.02718169639809,-5.45534228,5.34731417,-13.03551651,3.71418365251042E-17,6.70088998060056E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04473
BJEIHDPM_00006,15.3778217437603,1.68323423247628,0.000344652441968915,0.00554182550572495,-5.443750605,4.47217188,-12.76240983,8.06452574740577E-17,1.38765360565795E-16,Significant,Non-Focal Trade-off,DAKCFMEO_04472
BJEIHDPM_00007,22.3860069727548,1.58827967442135,0.000450983441660116,0.00674580274079838,-5.604952442,5.168648847,-13.86276063,3.75499088803486E-18,8.03397292540316E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04471
BJEIHDPM_00009,18.5187956140632,0.596224901275388,0.109572387955258,0.285494226769494,-5.471299435,5.451183779,-12.82069112,6.82935830696372E-17,1.18617772403615E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04469
BJEIHDPM_00010,25.943089888393,0.65106416432909,0.0264923666604237,0.115055561340518,-4.367877143,6.11872678,-12.44867673,1.98816553896493E-16,3.26306649161857E-16,Significant,Non-Focal Trade-off,DAKCFMEO_04468
BJEIHDPM_00014,35.3034328744117,0.617462923537847,0.087147468182336,0.244899787026717,-5.967969502,6.232104177,-15.56703937,4.32856681760273E-20,1.39978383811829E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04464
BJEIHDPM_00018,24.5599084559374,0.635711293737457,0.0564522928616274,0.188870288705128,-5.801376033,5.816416153,-16.08921717,1.17793830845064E-20,4.34506221541478E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04460
BJEIHDPM_00019,1.49270410664104,1.42882050297389,0.0793270731211758,0.231859097135785,-2.578175183,2.026121045,-4.210666316,0.00011522,0.000116975,Not Significant,Non-Focal Trade-off,DAKCFMEO_04459
BJEIHDPM_00026,29.5203563450083,0.244271979410788,0.354685605086275,0.570574222371053,-5.505123265,6.351769924,-18.85566462,1.90293837363409E-23,1.57996561506401E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_04453
BJEIHDPM_00030,25.4407352843715,0.151840116771856,0.523606325835985,0.708964569548087,-5.290516331,6.305236625,-17.76499955,2.19374691681348E-22,1.28075321822237E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_04449
BJEIHDPM_00034,20.8239881936756,0.191670706698745,0.568966352685859,0.738971257045479,-4.621423927,5.610145722,-13.76481866,4.90379887139237E-18,1.02652995610948E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04445
BJEIHDPM_00035,20.0996752244981,0.567988610016386,0.0169460355277723,0.0855714701827936,-5.778941714,5.788105522,-16.30098329,7.00732496022398E-21,2.73622070660007E-20,Significant,Non-Focal Trade-off,DAKCFMEO_04444
BJEIHDPM_00036,11.6775501552486,0.362080703465473,0.263971129106803,0.479457765112357,-4.502280572,5.172339194,-12.21405426,3.93623399863174E-16,6.25082295150023E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04443
BJEIHDPM_00040,17.9422411677051,0.603910407171106,0.0821471622255747,0.236036083340664,-5.042049193,5.620631213,-13.75458044,5.04289457321452E-18,1.05129674443338E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04439
BJEIHDPM_00044,12.6291520636164,0.357816850221862,0.227000845038536,0.435716014769087,-5.853529393,5.132087422,-13.86737635,3.70815814185375E-18,7.94439773337329E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04435
BJEIHDPM_00045,22.4341365101931,-0.0755346018272862,0.80816904324527,0.893656249928676,-5.119379496,6.036135192,-13.95710776,2.90682319363718E-18,6.36398015796753E-18,Not Significant,Mutual Detriment,DAKCFMEO_04434
BJEIHDPM_00046,22.2087635679682,0.273072503673506,0.408083711537526,0.620315120868315,-4.503731684,5.836871407,-11.50379633,3.24946136616984E-15,4.70696199705677E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04433
BJEIHDPM_00047,9.31227387659742,-0.592975612532841,0.106369152442117,0.279670740542051,-4.963055125,5.22084815,-13.05695651,3.49625104904439E-17,6.32912439998643E-17,Not Significant,Mutual Detriment,DAKCFMEO_04432
BJEIHDPM_00048,86.1481099484024,0.9513093909788,0.00116649686164009,0.0134110529551552,-5.048518141,7.219591,-19.97603013,1.7262041490776E-24,2.10255170340695E-23,Significant,Non-Focal Trade-off,DAKCFMEO_04431
BJEIHDPM_00049,18.3413527706979,1.00850945928063,0.00838203616664656,0.0529078878603932,-5.100412766,5.323360704,-14.76257126,3.41177477915003E-19,9.01602817463711E-19,Significant,Non-Focal Trade-off,DAKCFMEO_04430
BJEIHDPM_00049,18.3413527706979,1.00850945928063,0.00838203616664656,0.0529078878603932,-5.100412766,5.323360704,-14.76257126,3.41177477915003E-19,9.01602817463711E-19,Significant,Non-Focal Trade-off,DAKCFMEO_04430
BJEIHDPM_00056,113.525922623234,0.298683794360153,0.0941010539325912,0.25749404458111,-5.584273409,8.102865927,-27.01405114,4.06175280655583E-30,1.49941167066626E-27,Not Significant,Non-Focal Trade-off,DAKCFMEO_04423
BJEIHDPM_00062,3.17151999388937,0.0605527101658845,0.91603220471998,0.957168960611426,-4.739803275,3.325623662,-7.652344766,8.90186776822583E-10,1.01859950929222E-09,Not Significant,Non-Focal Trade-off,DAKCFMEO_04417
BJEIHDPM_00069,90.9924798247282,0.501614312782429,0.0365653977017246,0.142577016230164,-5.056932221,7.823052715,-21.41864379,9.15134725432888E-26,2.04734516502377E-24,Significant,Non-Focal Trade-off,DAKCFMEO_04410
BJEIHDPM_00070,50.9348761397532,0.598026135013562,0.0124102991765899,0.068987193536699,-5.171422717,7.032728588,-18.87440728,1.82639400768994E-23,1.52668239505292E-22,Significant,Non-Focal Trade-off,DAKCFMEO_04409
BJEIHDPM_00071,58.0279103207883,0.747881507181734,0.0014050619267768,0.0151895003411764,-5.203020654,7.012633267,-16.06794426,1.2413591624757E-20,4.53025294351399E-20,Significant,Non-Focal Trade-off,DAKCFMEO_04408
BJEIHDPM_00080,29.7588927289936,0.180778939073583,0.504830096113707,0.693943154624759,-5.461853057,6.337079481,-18.54391624,3.78461190140328E-23,2.75817121481517E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_04399
BJEIHDPM_00081,23.0615627691717,0.444137451386917,0.209334674320831,0.415831146409732,-5.028499149,5.548913842,-14.21283864,1.46008935984414E-18,3.38337461993822E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04398
BJEIHDPM_00084,4.31928941629766,0.621024686406324,0.191571575247101,0.395088651242027,-4.47022846,3.254664212,-8.80612162,1.76245764415042E-11,2.12566831723495E-11,Not Significant,Non-Focal Trade-off,DAKCFMEO_04395
BJEIHDPM_00085,21.4246318802838,0.852485792462822,0.0146076598877254,0.0775011463491841,-5.649745348,5.289372281,-13.53350664,9.25411460049043E-18,1.82834483193716E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04394
BJEIHDPM_00086,25.3565120688419,-0.25775640090523,0.345699877563391,0.561703132873425,-4.8718523,6.329073487,-16.22918777,8.35208458352963E-21,3.2039691379983E-20,Not Significant,Mutual Detriment,DAKCFMEO_04393
BJEIHDPM_00087,5.62282341418596,-0.517054859684488,0.216814209889661,0.423632594515474,-5.307947931,4.273005336,-11.77050826,1.45964928964395E-15,2.17208777021285E-15,Not Significant,Mutual Detriment,DAKCFMEO_04392
BJEIHDPM_00089,15.7772353415415,0.486586954709422,0.212887635812451,0.418417772958372,1.228003176,7.304170991,4.378185341,6.71393550326372E-05,6.83644737537929E-05,Not Significant,Mutual Benefit,DAKCFMEO_04390
BJEIHDPM_00090,32.1241812397673,0.0727931063744744,0.810916861536752,0.895386795632793,-4.592850746,6.251327075,-13.53933859,9.1063876811086E-18,1.80212595800578E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04389
BJEIHDPM_00091,19.8015357838263,-0.682872484077684,0.0643370724313203,0.206693831171279,-5.397576053,5.383893269,-14.06902155,2.14848238416905E-18,4.81802194468565E-18,Not Significant,Mutual Detriment,DAKCFMEO_04483
BJEIHDPM_00091,19.8015357838263,-0.682872484077684,0.0643370724313203,0.206693831171279,-5.397576053,5.383893269,-14.06902155,2.14848238416905E-18,4.81802194468565E-18,Not Significant,Mutual Detriment,DAKCFMEO_04388
BJEIHDPM_00092,20.5564798663511,0.395933546000774,0.321709217672898,0.537440082081425,-5.012244217,5.239943495,-12.030114,6.75740829109889E-16,1.04239159077414E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04387
BJEIHDPM_00093,3.87112751175147,0.0959840685786694,0.841115270433721,0.91319620699727,-4.877630278,4.109083181,-9.711271662,8.91980951824264E-13,1.1205802585876E-12,Not Significant,Non-Focal Trade-off,DAKCFMEO_04386
BJEIHDPM_00100,16.699292879278,0.12827303508272,0.666413801635274,0.806912393863829,-5.342526147,5.679451833,-15.007827,1.80398703093764E-19,5.08059493043998E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04379
BJEIHDPM_00102,22.8864405333291,0.258301612851909,0.431207119271777,0.639200376838489,-5.006428788,6.405597011,-15.90629035,1.85207435666474E-20,6.49715265908924E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04377
BJEIHDPM_00104,5.92431108941668,0.737543309455665,0.175514743795967,0.374792354612607,-4.045067118,3.465477236,-6.480637917,5.19997751709903E-08,5.6382042712513E-08,Not Significant,Non-Focal Trade-off,DAKCFMEO_04375
BJEIHDPM_00105,58.1328226474453,0.502453066964489,0.0311144503369399,0.127906978290423,-5.006766821,7.397067639,-21.74281078,4.83623488727558E-26,1.27522479252942E-24,Significant,Non-Focal Trade-off,DAKCFMEO_04374
BJEIHDPM_00106,22.0608165821134,0.822928937438074,0.00866142333782955,0.0538126825177543,-5.126494221,6.06424641,-14.26747948,1.26161417573114E-18,2.95340801430915E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04373
BJEIHDPM_00107,65.3538228696239,0.691884860414349,0.00469532836605309,0.0362589348875249,-5.347639454,7.090968309,-15.56333253,4.3692109153421E-20,1.41102578618619E-19,Significant,Non-Focal Trade-off,DAKCFMEO_04372
BJEIHDPM_00108,22.4043255208558,0.126484028152875,0.669248175643473,0.808731671857014,-5.474712598,5.998354155,-15.95128365,1.65642560897973E-20,5.85791193625183E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04371
BJEIHDPM_00109,20.0277684180383,1.07517858710434,0.00203679216157597,0.020030331754725,-5.084439415,5.527164864,-12.07668978,5.89077961173151E-16,9.16959174722657E-16,Significant,Non-Focal Trade-off,DAKCFMEO_04370
BJEIHDPM_00111,19.8228212932293,0.317723176718449,0.247874665226289,0.460560442696028,-4.701174823,6.042983797,-15.46419448,5.61309797036093E-20,1.76406399212588E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04368
BJEIHDPM_00112,5.83017322693285,1.32158594621012,0.00982267032827471,0.0584816843381716,-3.795386932,3.82127069,-8.119381397,1.79481772128555E-10,2.10286382921127E-10,Significant,Non-Focal Trade-off,DAKCFMEO_04367
BJEIHDPM_00113,20.0250541081572,1.65386372178849,1.76063614318456E-05,0.000585781744835237,-5.460681274,5.272235133,-13.82800375,4.12751776565647E-18,8.78012311940842E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04366
BJEIHDPM_00115,5.15946753425421,-0.289651520965829,0.60079475294948,0.760878449128477,-3.339587271,3.704854167,-6.31413456,9.28661281583099E-08,1.00104346143695E-07,Not Significant,Mutual Detriment,DAKCFMEO_04364
BJEIHDPM_00116,13.932815834194,1.08521082809222,0.0157199573739898,0.0818372040145415,-5.190331965,4.738935499,-13.88098539,3.57350223675236E-18,7.67303679381414E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04363
BJEIHDPM_00117,40.3143185281465,0.37844367242367,0.119438757542239,0.300071966725737,-5.139588778,6.869025966,-16.25506063,7.8395651492503E-21,3.03357968357077E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04362
BJEIHDPM_00118,28.0834654598493,-0.239070110492879,0.365969821983377,0.581630609937867,-4.980640167,6.299285471,-13.19447047,2.37554858469227E-17,4.3982475532169E-17,Not Significant,Mutual Detriment,DAKCFMEO_04361
BJEIHDPM_00119,103.03184950644,0.338818043038706,0.266619805308008,0.481563130576298,-5.48299786,7.847387084,-22.79430371,6.44179043511513E-27,2.84227452411582E-25,Not Significant,Non-Focal Trade-off,DAKCFMEO_04360
BJEIHDPM_00120,54.0088843601205,0.640193771449113,0.0159125572739041,0.0826988378030636,-4.751204089,7.145823139,-18.68004,2.80006752160809E-23,2.16734258648342E-22,Significant,Non-Focal Trade-off,DAKCFMEO_04359
BJEIHDPM_00121,13.2042350932107,-0.00180317673592981,0.995717377845018,0.998353093516004,-5.764033411,4.895595801,-12.7118367,9.31923873281067E-17,1.5893044306595E-16,Not Significant,Mutual Detriment,DAKCFMEO_04358
BJEIHDPM_00121,13.2042350932107,-0.00180317673592981,0.995717377845018,0.998353093516004,-5.764033411,4.895595801,-12.7118367,9.31923873281067E-17,1.5893044306595E-16,Not Significant,Mutual Detriment,DAKCFMEO_04358
BJEIHDPM_00121,13.2042350932107,-0.00180317673592981,0.995717377845018,0.998353093516004,-5.764033411,4.895595801,-12.7118367,9.31923873281067E-17,1.5893044306595E-16,Not Significant,Mutual Detriment,DAKCFMEO_04358
BJEIHDPM_00122,33.1864920697251,1.24387599737624,6.47989319244698E-06,0.000271393173707191,-2.242116025,7.052241607,-8.085689958,2.01346950927661E-10,2.35559243662079E-10,Significant,Non-Focal Trade-off,DAKCFMEO_04357
BJEIHDPM_00122,33.1864920697251,1.24387599737624,6.47989319244698E-06,0.000271393173707191,-2.242116025,7.052241607,-8.085689958,2.01346950927661E-10,2.35559243662079E-10,Significant,Non-Focal Trade-off,DAKCFMEO_04357
BJEIHDPM_00122,33.1864920697251,1.24387599737624,6.47989319244698E-06,0.000271393173707191,-2.242116025,7.052241607,-8.085689958,2.01346950927661E-10,2.35559243662079E-10,Significant,Non-Focal Trade-off,DAKCFMEO_04357
BJEIHDPM_00123,22.7342633275175,0.810151331121048,0.0166354266798395,0.0848454426650838,-5.707797758,5.891752289,-17.57980436,3.35996574975278E-22,1.8662587538268E-21,Significant,Non-Focal Trade-off,DAKCFMEO_04356
BJEIHDPM_00123,22.7342633275175,0.810151331121048,0.0166354266798395,0.0848454426650838,-5.707797758,5.891752289,-17.57980436,3.35996574975278E-22,1.8662587538268E-21,Significant,Non-Focal Trade-off,DAKCFMEO_04356
BJEIHDPM_00123,22.7342633275175,0.810151331121048,0.0166354266798395,0.0848454426650838,-5.707797758,5.891752289,-17.57980436,3.35996574975278E-22,1.8662587538268E-21,Significant,Non-Focal Trade-off,DAKCFMEO_04356
BJEIHDPM_00125,2.44043270227629,-0.0206273806833671,0.970687665104185,0.984616297201283,-4.276187906,3.862506423,-9.065335624,7.43003034763076E-12,9.04992782697463E-12,Not Significant,Mutual Detriment,DAKCFMEO_04354
BJEIHDPM_00128,2.55919025397427,-1.81474237465057,0.00244636292393687,0.022858404223662,-4.387994419,4.305880783,-7.2283457,3.85653890925112E-09,4.31612178766234E-09,Significant,Mutual Detriment,DAKCFMEO_04351
BJEIHDPM_00129,1.01499101368401,-2.05814652332759,0.0229668105126746,0.104155217102066,-2.617637482,2.718441179,-5.145947682,5.2221998070805E-06,5.42570618622631E-06,Significant,Mutual Detriment,DAKCFMEO_04350
BJEIHDPM_00130,11.7004627103403,-0.547423272382429,0.145692510409334,0.337385743244823,-4.825168664,5.38719796,-12.0685433,6.0337850196399E-16,9.36788557400578E-16,Not Significant,Mutual Detriment,DAKCFMEO_04349
BJEIHDPM_00135,50.700716732386,0.746312514790671,0.00367184871876044,0.0299811500889614,-5.133824158,6.884762349,-19.3704083,6.23252862165265E-24,6.11654496018631E-23,Significant,Non-Focal Trade-off,DAKCFMEO_04344
BJEIHDPM_00136,1.59050982331909,-0.792303219654388,0.268771012139381,0.482511476209056,-3.771081723,3.077190947,-6.048184308,2.34201150728864E-07,2.50821540358808E-07,Not Significant,Mutual Detriment,DAKCFMEO_04343
BJEIHDPM_00137,24.03651497847,0.0632904086894841,0.825449553049967,0.90362866201042,-4.781190331,6.300347321,-15.62783995,3.7141851584889E-20,1.21917746755049E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04342
BJEIHDPM_00138,24.8081677276975,-0.0842326698555865,0.757539129987464,0.863264821624638,-5.851479508,5.895156246,-14.28447215,1.20566032561603E-18,2.83486717424367E-18,Not Significant,Mutual Detriment,DAKCFMEO_04341
BJEIHDPM_00139,27.8432999616819,0.640827551537657,0.0235788662992084,0.105852161444113,-5.053649483,6.083687272,-16.43764522,5.0243627099342E-21,2.03476089831006E-20,Significant,Non-Focal Trade-off,DAKCFMEO_04340
BJEIHDPM_00140,11.9608293351562,0.976270581528866,0.0148350440300675,0.0783572058561427,-4.923306752,4.780014557,-10.70101034,3.81968184665773E-14,5.11315290993317E-14,Significant,Non-Focal Trade-off,DAKCFMEO_04339
BJEIHDPM_00141,3.5519714679188,0.314431883057975,0.521225593089421,0.70707211239984,-4.020896545,3.103310192,-6.61795096,3.22284796687416E-08,3.51510168023389E-08,Not Significant,Non-Focal Trade-off,DAKCFMEO_04338
BJEIHDPM_00143,2.60184835299874,1.79724338072456,0.00847770738426253,0.0532286389558635,-3.763044773,2.703062895,-7.171795886,4.69260053140247E-09,5.23472569739666E-09,Significant,Non-Focal Trade-off,DAKCFMEO_04336
BJEIHDPM_00144,7.08337743108192,0.91558695418526,0.0640399245678434,0.205945918212758,-5.347682997,4.232650957,-12.53797438,1.53588708619763E-16,2.55130568593369E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04335
BJEIHDPM_00146,33.9025687000673,0.415404726297632,0.150394435832716,0.342983787177855,-5.704641275,6.503651078,-15.70053892,3.09461046755203E-20,1.0363597790497E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04333
BJEIHDPM_00147,42.441448394132,0.0751192482371684,0.791816856070286,0.884674796736817,-5.164896817,7.224017449,-19.13697916,1.03094871173633E-23,9.3173688655794E-23,Not Significant,Non-Focal Trade-off,DAKCFMEO_04332
BJEIHDPM_00148,6.2307756876028,0.532456911182689,0.228448574145748,0.4372456580424,-4.979736419,4.275633752,-11.35492755,5.09971267455758E-15,7.27296318728138E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04331
BJEIHDPM_00149,36.9820826508072,0.143231325507319,0.553427311233027,0.729433997774741,-5.753885528,6.398214664,-16.68334579,2.77640023356951E-21,1.20469662937614E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04330
BJEIHDPM_00156,6.00605734300411,0.270324403894702,0.54402942205864,0.723205654417012,-4.133295803,4.27739023,-8.259260319,1.11478617212897E-10,1.31284879510354E-10,Not Significant,Non-Focal Trade-off,DAKCFMEO_04323
BJEIHDPM_00157,94.2645299900208,0.779128115616705,0.00193913864542428,0.0192055044422843,-5.038184503,7.86487918,-23.19594839,3.04427384480037E-27,1.62402056281999E-25,Significant,Non-Focal Trade-off,DAKCFMEO_04322
BJEIHDPM_00158,21.7583502478351,0.0195478721755426,0.940004156544591,0.969132579582608,1.63609705,8.233082239,5.632923278,9.86178010766874E-07,1.04174956497254E-06,Not Significant,Mutual Benefit,DAKCFMEO_04321
BJEIHDPM_00159,19.043917380398,1.02991122030502,0.0005587463247594,0.00773983235853488,-4.861690571,5.663294678,-13.03172053,3.75418346138355E-17,6.77050974490028E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04320
BJEIHDPM_00160,38.0683940309565,0.707625240348547,0.0317799409465913,0.129298959736988,-5.721419778,6.37661461,-15.05076738,1.6146874619537E-19,4.59874488422304E-19,Significant,Non-Focal Trade-off,DAKCFMEO_04319
BJEIHDPM_00161,14.351529060561,0.127215387332919,0.75058466599567,0.860937896737922,-5.552973718,4.960605222,-13.85783783,3.80560226533735E-18,8.13862980006861E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04318
BJEIHDPM_00162,7.14962258467758,0.107462007449486,0.810322626512055,0.89532853829389,-4.735899516,4.272939346,-9.324507069,3.15578601638575E-12,3.89822833787265E-12,Not Significant,Non-Focal Trade-off,DAKCFMEO_04317
BJEIHDPM_00163,8.87332518712638,0.0256976972980377,0.944972313590004,0.972824342015031,-5.209298541,4.972737526,-13.49859384,1.01908601284508E-17,2.00326646957408E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04316
BJEIHDPM_00164,4.91910206567906,0.192023090852407,0.723216438142301,0.845533832442231,-3.839349293,3.444140364,-6.441511356,5.95932480669313E-08,6.45279777692245E-08,Not Significant,Non-Focal Trade-off,DAKCFMEO_04315
BJEIHDPM_00165,10.8223599703121,-0.238971705954491,0.527696940255325,0.711860972834012,-4.7907272,5.045306155,-11.77498042,1.44030585220365E-15,2.14592604306902E-15,Not Significant,Mutual Detriment,DAKCFMEO_04314
BJEIHDPM_00166,1.20645185788965,1.286299892201,0.143929037791131,0.335551653265505,-3.935177109,2.498708997,-6.293532054,9.97719315372335E-08,1.0747598191856E-07,Not Significant,Non-Focal Trade-off,DAKCFMEO_04313
BJEIHDPM_00167,9.32681664697656,-0.0922539839102177,0.803734306433095,0.891924604395828,-4.978649114,5.144822155,-12.06803745,6.04278009576075E-16,9.37881684332336E-16,Not Significant,Mutual Detriment,DAKCFMEO_04312
BJEIHDPM_00169,23.3088271983595,0.663649190546126,0.0327517555367644,0.132195294456781,-5.569877577,5.780303283,-13.31967841,1.6743162879419E-17,3.16589592822426E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04310
BJEIHDPM_00170,23.6862887914742,0.787562040116378,0.0182343718673028,0.0898918613912035,-5.008863912,6.014938299,-16.35392818,6.1585739766256E-21,2.4285124497803E-20,Significant,Non-Focal Trade-off,DAKCFMEO_04309
BJEIHDPM_00172,2.80841194719644,-0.146709348289617,0.80792557824945,0.893656249928676,-3.502970799,3.007338251,-5.55980508,1.26862850859684E-06,1.33805455225412E-06,Not Significant,Mutual Detriment,DAKCFMEO_04307
BJEIHDPM_00173,17.780385068906,0.0792193789208406,0.798214661428975,0.889403503814445,-4.572615998,5.787574594,-15.17737827,1.16590665384254E-19,3.42213212953537E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04306
BJEIHDPM_00174,44.8867567588488,0.310543252632782,0.289066990695811,0.506436263226913,-4.224006668,7.108538048,-15.08963297,1.46080123718593E-19,4.19532324192417E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04305
BJEIHDPM_00175,16.0281143755258,-0.30503512212601,0.293715652119277,0.510062303192501,-5.809755435,5.841552709,-14.92865601,2.21432298486151E-19,6.11423245359631E-19,Not Significant,Mutual Detriment,DAKCFMEO_04304
BJEIHDPM_00176,8.85050310947677,0.219055662442699,0.635355123677802,0.787831501321134,-4.73446585,5.063433618,-10.70654932,3.75422079429805E-14,5.03113811556446E-14,Not Significant,Non-Focal Trade-off,DAKCFMEO_04303
BJEIHDPM_00177,58.695281001788,0.242117685470593,0.229468488318137,0.437917058176186,-5.231118896,7.474566353,-22.10091815,2.41246632912963E-26,7.77008450570006E-25,Not Significant,Non-Focal Trade-off,DAKCFMEO_04302
BJEIHDPM_00178,17.5806388714834,0.00286315317956675,0.994488409962748,0.998353093516004,-5.169914981,5.379296268,-14.82687461,2.88488545486992E-19,7.74304546863575E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04301
BJEIHDPM_00179,25.216992218701,0.447434234444612,0.102729370865427,0.272934136706062,-5.587096935,5.973512841,-11.74985481,1.55245907035781E-15,2.30159131252614E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04300
BJEIHDPM_00180,36.1682774336747,1.08645658793935,0.000127300951946843,0.00266583169959272,-5.498283343,6.078492866,-14.35523315,9.98490279516416E-19,2.3827721787167E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04299
BJEIHDPM_00181,14.8594040707927,1.02324890747657,0.00263343867161958,0.0238157427172472,-5.042598251,5.016266714,-12.64730526,1.12129589754623E-16,1.89408624157844E-16,Significant,Non-Focal Trade-off,DAKCFMEO_04298
BJEIHDPM_00182,37.4378061923744,0.464205478401425,0.111324927433934,0.288193371088747,-5.696953556,6.334755403,-18.70092843,2.67395348604538E-23,2.0933609754538E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_04297
BJEIHDPM_00183,45.5092328386429,0.132646104036069,0.561829484516976,0.734852786759943,-5.420017111,6.889641119,-23.40401919,2.07354062495744E-27,1.27575916143215E-25,Not Significant,Non-Focal Trade-off,DAKCFMEO_04296
BJEIHDPM_00184,10.8945578118684,-0.203408040910641,0.530650071081436,0.713464841079983,-4.924575797,5.165613146,-12.6537985,1.10059095422448E-16,1.86107681089615E-16,Not Significant,Mutual Detriment,DAKCFMEO_04295
BJEIHDPM_00185,4.77318406851468,0.276983515026951,0.60533444746239,0.763368980859408,-3.469675989,3.577438511,-5.758367962,6.39524075070752E-07,6.77500228755968E-07,Not Significant,Non-Focal Trade-off,DAKCFMEO_04294
BJEIHDPM_00186,12.9612252509525,0.0335257214358372,0.932164058102912,0.96636693268677,-4.928338291,4.954246971,-12.82570706,6.73247687238152E-17,1.17062161270141E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04293
BJEIHDPM_00187,74.0260211565168,0.256542033277619,0.247222244767422,0.459828208658319,-4.995175384,7.603176715,-18.09040654,1.04553254595213E-22,6.65452345891816E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_04292
BJEIHDPM_00188,5.58715353597909,0.538318967502191,0.282260342249554,0.49836638227994,-4.897959652,3.881502071,-11.29782965,6.06664873059699E-15,8.60847050802335E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04291
BJEIHDPM_00189,1.2877576598159,0.665723139291361,0.36798686127903,0.583014341857298,-3.564337707,2.423995615,-6.247474024,1.1712076277679E-07,1.26051253771208E-07,Not Significant,Non-Focal Trade-off,DAKCFMEO_04290
BJEIHDPM_00190,15.1950825409086,0.712461873801874,0.0411114149399823,0.15471103296653,-5.691745206,5.240927015,-14.14050391,1.77263000138353E-18,4.05667686058158E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04289
BJEIHDPM_00191,3.52466670262079,-0.937371526331185,0.0295914098278451,0.122460677445733,-4.637481294,4.307218427,-10.48878332,7.42935333533994E-14,9.78415660161811E-14,Significant,Mutual Detriment,DAKCFMEO_04288
