tnseq_ID,baseMean_Ey,log2FoldChange_Ey,pvalue_Ey,padj_Ey,logFC_tailocin,AveExpr_tailocin,t_tailocin,P.Value_tailocin,adj.P.Val_tailocin,Significance_for_both,Category,name_p25c2_new
BJEIHDPM_02629,16.9351867608487,0.417546060065191,0.275255101279704,0.490444524802675,-5.9617262,5.50833664,-18.62397676,3.16936214577502E-23,2.3877188285046E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_03641
BJEIHDPM_02630,34.1322676428687,0.567269928130093,0.0849058022696794,0.241181989910548,-5.116262703,6.428874717,-14.37720789,9.41820843379865E-19,2.25764147221777E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_03642
BJEIHDPM_02631,25.576278201563,0.786731035407352,0.0121050373473315,0.0682258044910574,-4.935316733,6.122070021,-14.57653274,5.55811636571752E-19,1.39068823978511E-18,Significant,Non-Focal Trade-off,DAKCFMEO_03643
BJEIHDPM_02632,7.68723637749566,-0.309244676530598,0.400528063619729,0.614338606844565,-4.303442483,4.9294496,-8.831089458,1.62125603115515E-11,1.95782780410507E-11,Not Significant,Mutual Detriment,DAKCFMEO_03644
BJEIHDPM_02635,5.80306022439103,-3.55429137676526,3.30869936790433E-07,2.25065079113639E-05,-2.895203885,2.562029788,-5.33878247,2.70766352979669E-06,2.83218772438848E-06,Significant,Mutual Detriment,DAKCFMEO_03647
BJEIHDPM_02637,20.2472076810203,0.664194759651703,0.0266619423891691,0.115210964854799,-5.120104494,5.95774316,-17.0420895,1.18095445973971E-21,5.6112875765256E-21,Significant,Non-Focal Trade-off,DAKCFMEO_03649
BJEIHDPM_02638,5.13163403878066,0.957976324687276,0.0699008905663402,0.216169381570587,-4.755698707,4.006659096,-10.16601371,2.06586084570925E-13,2.66722254467546E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_03650
BJEIHDPM_02639,108.318799409643,0.612341750860519,0.0164709117924831,0.0843689870233666,-2.323694631,9.078663195,-14.13916898,1.77899724132079E-18,4.06930779842635E-18,Significant,Non-Focal Trade-off,DAKCFMEO_03651
BJEIHDPM_02640,11.1293297473336,0.00125791995442254,0.997231348467109,0.998353093516004,-5.374885423,5.469046712,-13.1422957,2.74994027605365E-17,5.0543712695448E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_03652
BJEIHDPM_02641,52.7414859132739,0.163114816456167,0.500709552667525,0.691974381792077,0.019170601,9.198982852,0.082074707,0.934938746,0.934938746,Not Significant,Mutual Benefit,DAKCFMEO_03653
BJEIHDPM_02643,25.3594556102044,-0.147116177183655,0.595569321710322,0.758849958943718,-5.624360991,6.255078081,-14.72057074,3.80782449653581E-19,9.95844673508194E-19,Not Significant,Mutual Detriment,DAKCFMEO_03655
BJEIHDPM_02644,2.79642262846171,0.916999877412486,0.152163153919425,0.344155545078242,-5.034879493,3.107626052,-11.9950193,7.49504692594696E-16,1.15099936632382E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_03656
BJEIHDPM_02645,21.4714665426809,0.650362979500067,0.066499201926524,0.21030119979496,-5.178430491,5.900626192,-15.89271283,1.9156176401416E-20,6.6955929024323E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_03657
BJEIHDPM_02646,21.0085344338765,0.00720094116098812,0.981229354509257,0.991856010323801,-5.556977114,6.030705296,-15.34064395,7.68176627920864E-20,2.33173917608616E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_03658
BJEIHDPM_02647,101.812422341289,0.735239742747974,0.0289291807108528,0.120453664714194,-5.321632708,7.443201647,-20.54108549,5.35625585671122E-25,8.10872929222623E-24,Significant,Non-Focal Trade-off,DAKCFMEO_03659
BJEIHDPM_02648,9.25383456477557,-0.475646771371604,0.230104357314256,0.438763530818828,-5.068989637,4.850086202,-9.957970084,4.02130735019651E-13,5.12297689768863E-13,Not Significant,Mutual Detriment,DAKCFMEO_03660
BJEIHDPM_02649,22.2424150611166,0.525741754785563,0.0838123488884681,0.239337463845325,-5.262459079,6.143047821,-14.19086715,1.54859537535967E-18,3.57809783647139E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_03661
BJEIHDPM_02650,25.1617807834595,0.447154954603681,0.184401521275013,0.38570470959991,-5.348860554,6.162522182,-16.01775534,1.40512157765503E-20,5.05864850050001E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_03662
BJEIHDPM_02651,77.4042063031035,1.42352607102315,7.23244553190121E-06,0.000287769289645102,-4.839751507,7.385630053,-18.22431156,7.72974511942319E-23,5.14494408156892E-22,Significant,Non-Focal Trade-off,DAKCFMEO_03663
BJEIHDPM_02652,72.1874806822887,0.239468573347445,0.329498235325251,0.545337620273457,-4.984594939,7.809988127,-18.77538933,2.26959065734637E-23,1.82441634247993E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_03664
BJEIHDPM_02653,10.2400721168898,-0.0742941153405933,0.831109868197055,0.907838540699301,-4.850126907,5.396354963,-12.81792471,6.88339516076874E-17,1.19426657181957E-16,Not Significant,Mutual Detriment,DAKCFMEO_03665
BJEIHDPM_02654,22.7964356233065,1.11512841429293,0.00566225262207773,0.0399952764575332,-5.325769754,5.846903406,-14.7957829,3.12843830943789E-19,8.32227020343262E-19,Significant,Non-Focal Trade-off,DAKCFMEO_03666
BJEIHDPM_02655,18.2474017460635,0.0926591425583592,0.768337582573689,0.87083151670243,-4.86272562,5.993557927,-13.52357338,9.51136014664813E-18,1.87762309106394E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_03667
BJEIHDPM_02656,3.46803278458759,0.61911948466761,0.186238728268306,0.38795194419846,-4.079464914,4.023371843,-7.224186954,3.91257425061202E-09,4.37781390270158E-09,Not Significant,Non-Focal Trade-off,DAKCFMEO_03668
BJEIHDPM_02657,26.3543522854714,0.0475399944269382,0.891548954218085,0.945461506409408,-5.215581235,6.215547336,-17.59379176,3.25312200324346E-22,1.82167240298312E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_03669
BJEIHDPM_02658,15.2235254185161,0.461385955416227,0.251993080861263,0.466355401684192,-5.486382384,5.315251664,-14.33253361,1.06067535503099E-18,2.51864474457878E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_03670
BJEIHDPM_02659,17.5905052784948,-0.206048549442071,0.564167034200252,0.7357422458385,-4.743205469,5.676838141,-11.88010058,1.05339712629106E-15,1.59522019850766E-15,Not Significant,Mutual Detriment,DAKCFMEO_03671
BJEIHDPM_02660,11.9811148782361,1.15466769032716,0.00595803408881585,0.041589414423891,-5.230964325,5.098840357,-13.30601812,1.73928832667329E-17,3.27970321402952E-17,Significant,Non-Focal Trade-off,DAKCFMEO_03672
BJEIHDPM_02661,43.7968473766061,-0.177301186192817,0.449478871474458,0.651790135417136,-4.975348403,7.299730842,-20.30549583,8.69722913467799E-25,1.22040943325496E-23,Not Significant,Mutual Detriment,DAKCFMEO_03673
BJEIHDPM_02662,18.0730772626143,-0.0234246933768535,0.936240531407494,0.967919063092814,-5.440073295,5.9106311,-14.46727115,7.41696493675334E-19,1.81416996592657E-18,Not Significant,Mutual Detriment,DAKCFMEO_03674
BJEIHDPM_02664,36.1300226832134,1.36092571052821,4.97871243913121E-06,0.000230184627055936,-5.512456678,5.775173769,-11.66388402,2.0077768717744E-15,2.95290260730779E-15,Significant,Non-Focal Trade-off,DAKCFMEO_03676
BJEIHDPM_02665,4.89281845869041,-0.272671050972279,0.573618593502339,0.741766143432011,-5.107772834,4.021353238,-11.65777161,2.04490263141057E-15,3.00658325004269E-15,Not Significant,Mutual Detriment,DAKCFMEO_03677
BJEIHDPM_02666,20.1108939488246,0.0410710366366411,0.89740569177013,0.948564211015933,-5.229190288,6.24366076,-15.14902605,1.25390441716452E-19,3.65582460387153E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_03678
BJEIHDPM_02667,7.97581491453329,-0.953655854692784,0.0113901103900788,0.0649934533425481,-6.094864599,5.115026955,-15.60215671,3.96209085197488E-20,1.29347442167534E-19,Significant,Mutual Detriment,DAKCFMEO_03679
BJEIHDPM_02668,16.2785364130974,-0.385753821647717,0.312889933211553,0.529420160850553,-7.309932206,5.175731172,-18.09489621,1.03496964422375E-22,6.59604159711787E-22,Not Significant,Mutual Detriment,DAKCFMEO_03680
BJEIHDPM_02669,16.2416835046514,-0.334837631140604,0.413240495906778,0.624686269820862,-5.255662355,5.163983,-12.8367489,6.52409551747489E-17,1.13851397775862E-16,Not Significant,Mutual Detriment,DAKCFMEO_03681
BJEIHDPM_02670,15.87142953035,-0.0825858902974808,0.80598039578897,0.892871183681083,-5.186976241,5.960501265,-13.77174588,4.81190380804464E-18,1.00839853165093E-17,Not Significant,Mutual Detriment,DAKCFMEO_03682
BJEIHDPM_02671,50.8519159355523,0.260862297240821,0.271729896180115,0.486354163097642,-5.010821403,7.262991685,-17.77288227,2.15445709673971E-22,1.26396572215817E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_03683
BJEIHDPM_02672,23.6249931620069,0.760787248454629,0.0172999556040485,0.0864997780202424,-4.809843737,6.017588529,-16.57935343,3.5659591173967E-21,1.49589491297087E-20,Significant,Non-Focal Trade-off,DAKCFMEO_03684
BJEIHDPM_02673,28.205467973863,0.149004070893084,0.659565391867748,0.804121949995017,-5.104952105,6.313342249,-16.69635249,2.69104896186912E-21,1.1719005415617E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_03685
BJEIHDPM_02674,12.2467115713295,-0.448724089329565,0.230560729079113,0.439163293484024,-4.60503609,5.582930727,-12.04521006,6.46319147033155E-16,9.98610942244724E-16,Not Significant,Mutual Detriment,DAKCFMEO_03686
BJEIHDPM_02675,44.7603430275,0.503992223806217,0.04593193593283,0.166345566552263,-5.530449696,6.88790265,-19.07884068,1.16949631677259E-23,1.03741457009088E-22,Significant,Non-Focal Trade-off,DAKCFMEO_03687
BJEIHDPM_02676,6.31191195557992,0.690150224360145,0.0872960746473962,0.244899787026717,-5.150565499,4.103426983,-11.12687393,1.02283472032324E-14,1.42649922197944E-14,Not Significant,Non-Focal Trade-off,DAKCFMEO_03688
BJEIHDPM_02677,8.22625790387309,1.24424664484928,0.00140560362807278,0.0151895003411764,-4.627886058,4.13092249,-10.84873923,2.41203036051653E-14,3.27171670438633E-14,Significant,Non-Focal Trade-off,DAKCFMEO_03689
BJEIHDPM_02678,13.6139201566641,1.02796906810885,0.0221806755894583,0.102345806665495,-4.905564617,5.315166122,-13.48143557,1.06860003439419E-17,2.09314757757457E-17,Significant,Non-Focal Trade-off,DAKCFMEO_03690
BJEIHDPM_02679,37.7365158188654,0.346182129579259,0.217349310728591,0.423811462523192,-5.292512861,6.781640506,-22.54621195,1.02918359799019E-26,4.18563736165672E-25,Not Significant,Non-Focal Trade-off,DAKCFMEO_03691
BJEIHDPM_02680,19.296325518956,0.521425715466488,0.0959918013760145,0.261262089372027,-4.975493162,5.509848978,-13.55177149,8.79940285982525E-18,1.74713836674809E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_03692
BJEIHDPM_02683,33.115248480553,0.5006005127984,0.187651775632328,0.390438527908293,-4.189939142,6.520112625,-14.8339154,2.83246417135873E-19,7.61512356210114E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_03695
BJEIHDPM_02684,10.2686131911712,0.156460610093807,0.659355383321582,0.804121949995017,-4.047773826,5.307383313,-11.68992758,1.85709967056586E-15,2.73885105072082E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_03696
BJEIHDPM_02687,19.2088106494857,0.728111510260707,0.0470480258242398,0.169012080660236,-4.716552252,5.575305121,-14.66283587,4.42983225660487E-19,1.1362247460955E-18,Significant,Non-Focal Trade-off,DAKCFMEO_03699
BJEIHDPM_02688,12.180532009267,0.877566853655848,0.0565549797077716,0.188870288705128,-4.731413007,4.959604554,-10.49125755,7.37171142176204E-14,9.71090944634533E-14,Not Significant,Non-Focal Trade-off,DAKCFMEO_03700
BJEIHDPM_02689,3.45235408370928,0.0457574543974251,0.947863053574606,0.974951034668646,-4.947478148,3.556284233,-9.541317334,1.55079687271517E-12,1.93055102260962E-12,Not Significant,Non-Focal Trade-off,DAKCFMEO_03701
BJEIHDPM_02690,3.45235408370928,0.0457574543974251,0.947863053574606,0.974951034668646,-5.127188295,4.912288895,-12.6550501,1.09664481732437E-16,1.85505762366572E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_03702
BJEIHDPM_02691,0.756435755532186,-0.269335770744513,0.757169885056336,0.863264821624638,-3.287921041,2.540947426,-4.983690562,9.03931558205852E-06,9.35713448625946E-06,Not Significant,Mutual Detriment,DAKCFMEO_03703
BJEIHDPM_02692,19.6212092786376,-0.029411329401961,0.911115988662716,0.954223956579393,-5.864781162,5.901691578,-17.53456052,3.73068002239812E-22,2.04378235473614E-21,Not Significant,Mutual Detriment,DAKCFMEO_03704
BJEIHDPM_02693,17.0742017788026,0.102822490330716,0.750118135290143,0.860937896737922,-5.946553965,5.539044394,-15.86186092,2.0683834494197E-20,7.17369077987349E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_03705
BJEIHDPM_02694,43.2206179217485,0.439318111193053,0.12847172463884,0.311128802526713,-5.211754731,6.867428137,-17.22771361,7.62726645022814E-22,3.80887114408375E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_03706
BJEIHDPM_02695,75.1734820744409,0.188116631308778,0.42172458773984,0.631080089261804,-4.935171423,7.776380351,-21.00695507,2.08083338681873E-25,3.74004472784385E-24,Not Significant,Non-Focal Trade-off,DAKCFMEO_03707
BJEIHDPM_02696,100.369828641206,0.321405668556718,0.137141921044603,0.324209831043345,-0.805018092,9.501297803,-4.216188929,0.0001132,0.000114948,Not Significant,Non-Focal Trade-off,DAKCFMEO_03708
BJEIHDPM_02696,100.369828641206,0.321405668556718,0.137141921044603,0.324209831043345,-0.805018092,9.501297803,-4.216188929,0.0001132,0.000114948,Not Significant,Non-Focal Trade-off,DAKCFMEO_03708
BJEIHDPM_02702,4.5989026045494,-2.75756827292631,3.35706509410724E-05,0.000971638352440795,-4.38278477,4.520284214,-9.860612187,5.50208012088259E-13,6.95770289858118E-13,Significant,Mutual Detriment,DAKCFMEO_00609
BJEIHDPM_02703,2.68592382318304,-2.77582737990673,4.32075988113849E-05,0.00113102243947449,-4.252465845,3.99010526,-9.188520243,4.94114902402919E-12,6.05066960099926E-12,Significant,Mutual Detriment,DAKCFMEO_00608
BJEIHDPM_02704,0.646208058197875,-2.74631593956134,9.17795194847117E-05,0.00199228713027789,-3.569381063,2.557479989,-5.905897237,3.83736240158214E-07,4.08507146521577E-07,Significant,Mutual Detriment,DAKCFMEO_00607
BJEIHDPM_02705,35.2803012769714,0.319254054641154,0.265511988915485,0.481200879411538,-5.028632373,6.787487672,-16.74962492,2.36842873843027E-21,1.05436822965927E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_00606
BJEIHDPM_02706,14.9887119134691,-0.465260101668866,0.195729352689266,0.40091858203325,-6.143060791,5.446424207,-17.23442624,7.50811860388119E-22,3.76111285804027E-21,Not Significant,Mutual Detriment,DAKCFMEO_00605
BJEIHDPM_02707,17.7546012946646,0.674959624633637,0.056333937450442,0.188663045459618,-5.801335751,5.48293599,-16.92119653,1.57290100357537E-21,7.31429449240135E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_00604
BJEIHDPM_02708,12.5718625744633,0.739448394647364,0.0312601629381817,0.12828337612165,-4.219411298,5.692532552,-12.46499976,1.89639840318098E-16,3.12129082936271E-16,Significant,Non-Focal Trade-off,DAKCFMEO_00603
BJEIHDPM_02708,12.5718625744633,0.739448394647364,0.0312601629381817,0.12828337612165,-4.219411298,5.692532552,-12.46499976,1.89639840318098E-16,3.12129082936271E-16,Significant,Non-Focal Trade-off,DAKCFMEO_00603
BJEIHDPM_02708,12.5718625744633,0.739448394647364,0.0312601629381817,0.12828337612165,-4.219411298,5.692532552,-12.46499976,1.89639840318098E-16,3.12129082936271E-16,Significant,Non-Focal Trade-off,DAKCFMEO_00603
BJEIHDPM_02708,12.5718625744633,0.739448394647364,0.0312601629381817,0.12828337612165,-4.219411298,5.692532552,-12.46499976,1.89639840318098E-16,3.12129082936271E-16,Significant,Non-Focal Trade-off,DAKCFMEO_00603
BJEIHDPM_02709,40.3873449702582,0.36610049877899,0.202424960499916,0.408985731770545,-4.831893379,6.822041307,-19.47088577,5.02592808682755E-24,5.15372412151398E-23,Not Significant,Non-Focal Trade-off,DAKCFMEO_00602
BJEIHDPM_02710,31.1551970563028,0.722466208107214,0.0180957320935036,0.0893492458430967,-5.361905141,6.52543901,-15.53680982,4.6715820779563E-20,1.50059721500082E-19,Significant,Non-Focal Trade-off,DAKCFMEO_00601
BJEIHDPM_02711,24.5978172393077,0.156814815958198,0.589375558788285,0.755353017534057,-5.274946983,6.029642626,-16.47040467,4.64062673441703E-21,1.89696488061902E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_00600
BJEIHDPM_02712,7.75241844253615,-0.233083805845105,0.556114091656422,0.730271547877854,-4.736894928,4.602577667,-12.23331899,3.72056878085424E-16,5.92315841543199E-16,Not Significant,Mutual Detriment,DAKCFMEO_00599
BJEIHDPM_02713,29.9863678515387,0.189891174284266,0.508410596163692,0.6974175241633,-4.900008747,6.392895735,-17.17359984,8.66090631644743E-22,4.24119279720727E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_00598
BJEIHDPM_02714,16.533216199025,0.393554555932472,0.144966075052383,0.336646593076636,-5.192640538,5.392419275,-14.35102005,1.00974519599307E-18,2.40604130862499E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_00597
BJEIHDPM_02715,4.76984453288929,0.0441496287480116,0.917522881178421,0.957887442826714,-4.953440085,4.186837887,-11.08885703,1.14941306060767E-14,1.59330828360954E-14,Not Significant,Non-Focal Trade-off,DAKCFMEO_00596
BJEIHDPM_02716,48.5983979461144,0.347690939769958,0.170766513784634,0.368888828321175,-5.286092962,6.958770268,-18.6003551,3.33947840148544E-23,2.50018047562069E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_00595
BJEIHDPM_02717,2.92449506429734,-1.48132693360146,0.00546098746012142,0.0391169323099241,-4.281446866,3.160496698,-7.765468295,6.03107451567013E-10,6.93747042202803E-10,Significant,Mutual Detriment,DAKCFMEO_00594
BJEIHDPM_02718,10.1568283109515,0.716192990406768,0.0795224635721943,0.232049155997551,-4.180916931,4.975766927,-11.30450842,5.94455641597382E-15,8.43771849756237E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_00593
BJEIHDPM_02719,4.16545538989452,-0.644438187751571,0.145947765336244,0.337385743244823,-4.178127185,3.856866131,-7.852429776,4.47378496461204E-10,5.16719471604649E-10,Not Significant,Mutual Detriment,DAKCFMEO_00592
BJEIHDPM_02720,17.0280012305274,0.041190015209761,0.910985369385745,0.954223956579393,-5.540997698,5.608755028,-13.81409774,4.28689360077045E-18,9.07890661522391E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_00591
BJEIHDPM_02721,30.4792866442731,-0.185923289962886,0.529241203868179,0.712702571231295,-5.038744267,6.684990658,-17.38156272,5.3228128268285E-22,2.77051830324837E-21,Not Significant,Mutual Detriment,DAKCFMEO_00590
BJEIHDPM_02722,26.3383284429551,0.193920551608421,0.482320343062586,0.679485722715792,-4.866198714,6.445895809,-15.54096086,4.62288870552708E-20,1.48694657492121E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_00589
BJEIHDPM_02724,5.35721288295237,-1.11344850304506,0.0113175590807392,0.0648800488364437,-4.350440814,4.874865639,-11.12501134,1.02869380672642E-14,1.43425379967464E-14,Significant,Mutual Detriment,DAKCFMEO_00587
BJEIHDPM_02729,28.7037428174548,-0.236445713363884,0.450305766277642,0.652470528414414,-5.2941889,6.22892665,-16.31949249,6.6978457062205E-21,2.63179996435917E-20,Not Significant,Mutual Detriment,DAKCFMEO_00582
BJEIHDPM_02730,6.34452208115836,-0.456976232009431,0.253817499852893,0.467939046854635,-4.997386014,4.704062444,-11.79710757,1.34835723190116E-15,2.01581506414133E-15,Not Significant,Mutual Detriment,DAKCFMEO_00581
BJEIHDPM_02731,30.225508020583,0.124166181514649,0.559371751015729,0.733467194702024,-4.753073729,7.118759377,-19.36349638,6.32567126726598E-24,6.18266729360681E-23,Not Significant,Non-Focal Trade-off,DAKCFMEO_00580
BJEIHDPM_02732,2.23530009600204,-0.0292481704719155,0.964303658428133,0.982518896395007,-4.594097235,2.957844699,-8.172549735,1.4973328288979E-10,1.75732458935706E-10,Not Significant,Mutual Detriment,DAKCFMEO_00579
BJEIHDPM_02733,20.4017506463224,0.37768882212875,0.246053339458925,0.458612507054332,-5.24841167,6.282863944,-15.48458142,5.33077117184397E-20,1.68637909384833E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_00578
BJEIHDPM_02734,31.4153164756625,0.319961792053675,0.34358682264422,0.560059106507978,-5.393718616,6.483179056,-16.86736327,1.78786561473985E-21,8.21049481831248E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_00577
BJEIHDPM_02735,52.4373207440996,0.128788595904437,0.517767731439208,0.70460746327354,-5.208043327,7.46754066,-20.45922409,6.3356397361352E-25,9.28333203214008E-24,Not Significant,Non-Focal Trade-off,DAKCFMEO_00576
BJEIHDPM_02736,28.1135011083269,0.129436998917892,0.66058891628962,0.804185714372268,-4.414268384,6.615339999,-14.85491393,2.6818028493722E-19,7.24252778510815E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_00575
BJEIHDPM_02737,33.8768628203683,0.311858377385169,0.310892980105904,0.527791611433962,-5.210542557,6.548495978,-16.21708318,8.60345163399078E-21,3.28203214558997E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_00574
BJEIHDPM_02738,6.31601576657985,-1.37569517573151,0.0457939479424343,0.166121403617194,-4.499001143,3.5601061,-9.159631831,5.4363761010059E-12,6.65200635102685E-12,Significant,Mutual Detriment,DAKCFMEO_00573
BJEIHDPM_02739,31.200599073352,0.371878607716244,0.0872670551720918,0.244899787026717,-5.225147442,6.71975294,-17.91737086,1.54858051280539E-22,9.37154839968859E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_00572
BJEIHDPM_02740,58.7767839498014,0.192167155282895,0.379808818147314,0.59538502536523,-5.277862539,7.604738265,-20.17336336,1.1436983482943E-24,1.52039013115356E-23,Not Significant,Non-Focal Trade-off,DAKCFMEO_00571
BJEIHDPM_02741,47.0423189843784,1.00888944036566,0.000162651020359916,0.00306369117714974,-6.001427438,6.815297012,-21.48671749,7.99901637121683E-26,1.85094508111668E-24,Significant,Non-Focal Trade-off,DAKCFMEO_00570
BJEIHDPM_02742,8.7990319830744,0.401179269069757,0.352997708524279,0.569144856135159,-5.25509687,4.468068018,-12.2609321,3.43217248751067E-16,5.488502421714E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_00569
BJEIHDPM_02743,0.818593053603814,-0.442111877227998,0.610213100672238,0.765788900283886,-3.428372888,2.191062816,-5.44608541,1.87508220573529E-06,1.96904146724807E-06,Not Significant,Mutual Detriment,DAKCFMEO_00568
BJEIHDPM_02744,40.7887405619019,0.551153394499196,0.00906187270449688,0.0551457552615537,-5.514066961,6.78090626,-19.35961482,6.37859835581104E-24,6.2209844356015E-23,Significant,Non-Focal Trade-off,DAKCFMEO_00567
BJEIHDPM_02745,26.8594332116158,0.00198720731913317,0.994157559545023,0.998353093516004,-5.668505542,6.442880392,-15.17036662,1.18706662444711E-19,3.47361751873273E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_00566
BJEIHDPM_02746,5.59060268678205,-0.15555051691507,0.756782053755163,0.863231051383653,-5.034068946,4.409506166,-11.76073665,1.50283670640027E-15,2.23285243158356E-15,Not Significant,Mutual Detriment,DAKCFMEO_00565
BJEIHDPM_02747,3.21378183833842,-1.22570160500836,0.0285773982040549,0.119407907988774,-4.677507679,4.595797287,-10.02583384,3.23410550215537E-13,4.14210629966469E-13,Significant,Mutual Detriment,DAKCFMEO_00564
BJEIHDPM_02748,30.5177314135098,0.376433214573632,0.178284238895738,0.377792791945731,-5.372470108,6.331593409,-14.17519603,1.61503837276097E-18,3.72265569206527E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_00563
BJEIHDPM_02749,5.03531050836164,-0.136686792194355,0.813289992327244,0.896104107918597,-4.646443689,3.71444889,-10.38222591,1.03980508756358E-13,1.36042110556642E-13,Not Significant,Mutual Detriment,DAKCFMEO_00562
BJEIHDPM_02750,36.1631206225474,0.305655091227772,0.216146267765225,0.422559425175288,-5.143800587,7.005098035,-18.74971584,2.40145378768207E-23,1.91120675407732E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_00561
BJEIHDPM_02751,10.4571849195702,-0.24039627529075,0.528597071852955,0.712265547235625,-5.491981293,5.315657625,-13.56835699,8.40618401438508E-18,1.67808972899476E-17,Not Significant,Mutual Detriment,DAKCFMEO_00560
BJEIHDPM_02752,10.6947749222491,0.275117478069084,0.4773777435621,0.675731517726074,-4.498439342,5.371443431,-12.39043235,2.35398598048861E-16,3.83201449130423E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_00559
BJEIHDPM_02753,10.5629294814384,-0.0196713631589459,0.96161666878464,0.980904109132755,-5.431829403,4.856238064,-13.95116957,2.9539497363718E-18,6.45831653068259E-18,Not Significant,Mutual Detriment,DAKCFMEO_00558
BJEIHDPM_02754,21.5517408024007,-0.192473458881117,0.522752607333551,0.708142801410747,-4.56330694,2.662861829,-9.25511866,3.96599442904612E-12,4.88145864708703E-12,Not Significant,Mutual Detriment,DAKCFMEO_00557
BJEIHDPM_02754,21.5517408024007,-0.192473458881117,0.522752607333551,0.708142801410747,-4.56330694,2.662861829,-9.25511866,3.96599442904612E-12,4.88145864708703E-12,Not Significant,Mutual Detriment,DAKCFMEO_00557
BJEIHDPM_02756,68.7833155381695,1.22389612804481,0.000156755796426384,0.00302080576746451,-5.100126646,6.259742066,-15.75580135,2.69480355910724E-20,9.13302420914946E-20,Significant,Non-Focal Trade-off,DAKCFMEO_00555
BJEIHDPM_02757,4.84524942097351,0.239598550600934,0.612423269818327,0.767685507237058,-5.256311426,3.915442816,-11.97295494,8.00014623577064E-16,1.22503834669634E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_00554
BJEIHDPM_02758,4.42724575176651,-0.75729915225384,0.175710235912483,0.374792354612607,-3.068791347,3.729568793,-5.874616419,4.27676280891217E-07,4.54980818443128E-07,Not Significant,Mutual Detriment,DAKCFMEO_00553
BJEIHDPM_02759,29.0700618790167,0.603004525304154,0.0442138248194292,0.162604562352446,-5.644443871,6.47836137,-15.38761261,6.81669527581671E-20,2.09700773260541E-19,Significant,Non-Focal Trade-off,DAKCFMEO_00552
BJEIHDPM_02760,6.85628063699934,-0.289312370037494,0.498776516835999,0.690374961094928,-4.940981556,4.508305573,-11.50730852,3.21520409737705E-15,4.66156026081948E-15,Not Significant,Mutual Detriment,DAKCFMEO_00551
BJEIHDPM_02761,77.1453863384823,0.31084786916689,0.14541825001756,0.33725665802118,-4.845634184,7.874908146,-20.74622107,3.52478726063414E-25,5.65734249624858E-24,Not Significant,Non-Focal Trade-off,DAKCFMEO_00550
BJEIHDPM_02762,5.40680263506176,0.947400880484699,0.125316566347032,0.308245761451915,-3.820614439,3.834249672,-7.526184822,1.37555158809674E-09,1.56280115323776E-09,Not Significant,Non-Focal Trade-off,DAKCFMEO_00549
BJEIHDPM_02763,19.3141602111637,0.412330017623553,0.252192457707239,0.466355401684192,-4.949608164,5.824338098,-12.89335809,5.55419837779958E-17,9.76716673325766E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_00548
