"","strain","ecotype","batch","replicate","lux_0dpi","lux_7dpi","log_lux_7dpi","log_lux_0dpi","fold_change_7dpi","normalized_value_7dpi"
"61","WT","Eyach","1",4,226.333333333333,1435.666667,3.15705361714377,2.35474851956084,1.34071795392086,0.444072690508713
"62","WT","Eyach","1",1,226.333333333333,187.3333333,2.27261506077212,2.35474851956084,0.96512007201345,0.0684748086013077
"63","WT","Eyach","1",11,226.333333333333,76.66666667,1.88460658131681,2.35474851956084,0.800343036915166,-0.0963022264969766
"64","buffer","Eyach","2",3,60,77.33333333,1.88836673015252,1.77815125038364,1.06198318604511,NA
"65","buffer","Eyach","2",4,60,66.66666667,1.82390874096603,1.77815125038364,1.02573318246832,NA
"66","buffer","Eyach","2",7,60,103.3333333,2.01424043897452,1.77815125038364,1.13277227600292,NA
"67","buffer","Eyach","2",6,60,59,1.77085201164214,1.77815125038364,0.995895040570972,NA
"68","buffer","Eyach","2",9,60,59.66666667,1.77573177628449,1.77815125038364,0.998639331666174,NA
"69","buffer","Eyach","2",1,60,87,1.93951925261862,1.77815125038364,1.09075043655603,NA
"70","buffer","Eyach","2",10,60,61,1.78532983501077,1.77815125038364,1.00403710574428,NA
"71","buffer","Eyach","2",2,60,52.66666667,1.72153583226225,1.77815125038364,0.968160516092666,NA
"72","buffer","Eyach","2",8,60,57,1.75587485567249,1.77815125038364,0.987472159802859,NA
"73","buffer","Eyach","2",5,60,72.33333333,1.85933847910885,1.77815125038364,1.04565822435391,NA
"74","epsE","Eyach","2",1,206,83.33333333,1.920818753935,2.31386722036915,0.830133525824596,NA
"75","epsE","Eyach","2",3,206,75.33333333,1.87698718440852,2.31386722036915,0.81119053327056,NA
"76","epsE","Eyach","2",4,206,280.3333333,2.44767474102661,2.31386722036915,1.05782852165394,NA
"77","epsE","Eyach","2",9,206,63.66666667,1.8039121125508,2.31386722036915,0.779609174057536,NA
"78","epsE","Eyach","2",2,206,89,1.94939000664491,2.31386722036915,0.842481361715262,NA
"79","epsE","Eyach","2",8,206,70,1.84509804001426,2.31386722036915,0.79740878118317,NA
"80","epsE","Eyach","2",11,206,76.33333333,1.88271422760126,2.31386722036915,0.813665629137049,NA
"81","epsE","Eyach","2",5,206,74,1.86923171973098,2.31386722036915,0.807838800461835,NA
"82","epsE","Eyach","2",7,206,89,1.94939000664491,2.31386722036915,0.842481361715262,NA
"83","epsE","Eyach","2",12,206,89.33333333,1.95101353929292,2.31386722036915,0.843183015048572,NA
"84","epsE","Eyach","2",6,206,68,1.83250891270624,2.31386722036915,0.791968050964428,NA
"85","epsE","Eyach","2",10,206,79.33333333,1.8994557023186,2.31386722036915,0.82090090805451,NA
"86","OBC","Eyach","2",NA,126,NA,NA,2.10037054511756,NA,NA
"87","rmlC","Eyach","2",2,327,98.66666667,1.99417045635395,2.51454775266029,0.793053325093627,NA
"88","rmlC","Eyach","2",6,327,140.3333333,2.14716084101285,2.51454775266029,0.853895432584743,NA
"89","rmlC","Eyach","2",9,327,90.66666667,1.9574476493305,2.51454775266029,0.778449185249954,NA
"90","rmlC","Eyach","2",11,327,94.33333333,1.97466518078928,2.51454775266029,0.785296353469593,NA
"91","rmlC","Eyach","2",4,327,161.6666667,2.20862048397215,2.51454775266029,0.878337061459866,NA
"92","rmlC","Eyach","2",7,327,151.3333333,2.17993459804178,2.51454775266029,0.866929091219486,NA
"93","rmlC","Eyach","2",5,327,179.6666667,2.25446751054765,2.51454775266029,0.896569774092585,NA
"94","rmlC","Eyach","2",8,327,415,2.61804809671209,2.51454775266029,1.04116061981416,NA
"95","rmlC","Eyach","2",1,327,248,2.39445168082622,2.51454775266029,0.952239494474896,NA
"96","rmlC","Eyach","2",12,327,72,1.85733249643127,2.51454775266029,0.738634807975426,NA
"97","rmlC","Eyach","2",10,327,81.66666667,1.9120448296626,2.51454775266029,0.760393127408192,NA
"98","rmlC","Eyach","2",3,327,274,2.43775056282039,2.51454775266029,0.969458846125054,NA
