"","strain","ecotype","batch","replicate","lux_0dpi","lux_7dpi","log_lux_7dpi","log_lux_0dpi","fold_change_7dpi","normalized_value_7dpi"
"100","tagG","Eyach","2",6,203,62.66666667,1.79703659456712,2.30749603791321,0.778782093247827,NA
"101","tagG","Eyach","2",7,203,87,1.93951925261862,2.30749603791321,0.840529830063165,NA
"102","tagG","Eyach","2",11,203,60.33333333,1.78055732012553,2.30749603791321,0.771640466926122,NA
"103","tagG","Eyach","2",1,203,70.66666667,1.84921460622957,2.30749603791321,0.801394488157784,NA
"104","tagG","Eyach","2",8,203,80,1.90308998699194,2.30749603791321,0.824742472239738,NA
"105","tagG","Eyach","2",9,203,51.66666667,1.71321044347865,2.30749603791321,0.742454338091948,NA
"106","tagG","Eyach","2",10,203,72,1.85733249643127,2.30749603791321,0.804912539789645,NA
"107","tagG","Eyach","2",2,203,82.66666667,1.91733042612407,2.30749603791321,0.830913854074482,NA
"108","tagG","Eyach","2",12,203,65.33333333,1.81513481661466,2.30749603791321,0.786625323203664,NA
"109","tagG","Eyach","2",3,203,98.33333333,1.99270076124378,2.30749603791321,0.86357711064409,NA
"110","tagG","Eyach","2",4,203,74.33333333,1.87118360830902,2.30749603791321,0.810915198797581,NA
"111","tagG","Eyach","2",5,203,73,1.86332286012046,2.30749603791321,0.807508584849209,NA
"112","wfgD","Eyach","2",2,803,63.33333333,1.80163234621031,2.90471554527868,0.620243985383932,NA
"113","wfgD","Eyach","2",1,803,101.3333333,2.00575232874623,2.90471554527868,0.690515920571423,NA
"114","wfgD","Eyach","2",9,803,96.66666667,1.98527674319427,2.90471554527868,0.683466835994022,NA
"115","wfgD","Eyach","2",3,803,66.33333333,1.82173182166822,2.90471554527868,0.627163587370632,NA
"116","wfgD","Eyach","2",7,803,67,1.82607480270083,2.90471554527868,0.628658735850719,NA
"117","wfgD","Eyach","2",4,803,80.33333333,1.90489578783719,2.90471554527868,0.655794262172556,NA
"118","wfgD","Eyach","2",6,803,73,1.86332286012046,2.90471554527868,0.641482042243034,NA
"119","wfgD","Eyach","2",11,803,2650,3.42324587393681,2.90471554527868,1.1785132900538,NA
"120","wfgD","Eyach","2",12,803,253,2.40312052117582,2.90471554527868,0.827316989810533,NA
"121","wfgD","Eyach","2",5,803,60.66666667,1.78295013328927,2.90471554527868,0.613812301237992,NA
"122","wfgD","Eyach","2",8,803,186,2.26951294421792,2.90471554527868,0.781320204626156,NA
"123","WT","Eyach","2",6,210,329.6666667,2.51807503692143,2.32221929473392,1.08433989960881,NA
"124","WT","Eyach","2",2,210,79.66666667,1.90127664624665,2.32221929473392,0.81873260228186,NA
"125","WT","Eyach","2",3,210,109.3333333,2.03875258885961,2.32221929473392,0.877932843587544,NA
"126","WT","Eyach","2",4,210,126.6666667,2.10266234201144,2.32221929473392,0.90545382461494,NA
"127","WT","Eyach","2",7,210,171.3333333,2.23384186419112,2.32221929473392,0.961942685282475,NA
"128","WT","Eyach","2",9,210,72.66666667,1.86133523890486,2.32221929473392,0.801532931504704,NA
"129","WT","Eyach","2",11,210,242.3333333,2.38441315607964,2.32221929473392,1.02678207931816,NA
"130","WT","Eyach","2",8,210,58.66666667,1.76839141311916,2.32221929473392,0.761509224012277,NA
"131","WT","Eyach","2",5,210,69,1.83884909073726,2.32221929473392,0.791849888986454,NA
"132","WT","Eyach","2",1,210,129,2.11058971029925,2.32221929473392,0.908867528181089,NA
"133","WT","Eyach","2",12,210,89.66666667,1.95263102529889,2.32221929473392,0.840846956067783,NA
"134","buffer","Eyach","3",5,60,65.33333333,1.81513481661466,1.77815125038364,1.02079888660935,0.163165219816945
"135","buffer","Eyach","3",4,60,61.66666667,1.79005047370683,1.77815125038364,1.00669190729451,0.149058240502099
"136","buffer","Eyach","3",6,60,52,1.7160033436348,1.77815125038364,0.96504914487143,0.10741547807902
"137","buffer","Eyach","3",2,60,66,1.81954393554187,1.77815125038364,1.02327849509388,0.165644828301466
"138","buffer","Eyach","3",1,60,54.66666667,1.73772259335452,1.77815125038364,0.977263656834364,0.119629990041954
"139","buffer","Eyach","3",3,60,74.33333333,1.87118360830902,1.77815125038364,1.05231971009514,0.194686043302728
"140","buffer","Eyach","3",7,60,56.66666667,1.75332766668416,1.77815125038364,0.986039666932647,0.128406000140237
"141","buffer","Eyach","3",8,60,68.66666667,1.83674596567057,1.77815125038364,1.03295260472037,0.175318937927963
"142","spsA","Eyach","3",2,531,97.33333333,1.98826159671388,2.72509452108147,0.72961197541318,-0.128021691379231
"143","spsA","Eyach","3",8,531,91.33333333,1.96062930808488,2.72509452108147,0.71947203772836,-0.13816162906405
"144","spsA","Eyach","3",6,531,65.66666667,1.81734497146398,2.72509452108147,0.66689245360295,-0.19074121318946
"145","spsA","Eyach","3",1,531,106.3333333,2.02666942820138,2.72509452108147,0.743706103594925,-0.113927563197486
"146","spsA","Eyach","3",3,531,125.6666667,2.09922009560133,2.72509452108147,0.770329278254995,-0.0873043885374155
"147","spsA","Eyach","3",5,531,494.3333333,2.69401989627943,2.72509452108147,0.988596863498994,0.130963196706584
"148","spsA","Eyach","3",7,531,62.66666667,1.79703659456712,2.72509452108147,0.659440096725142,-0.198193570067268
"149","tagH","Eyach","3",1,659,81.66666667,1.9120448296626,2.81888541459401,0.67829817408097,-0.17933549271144
"150","tagH","Eyach","3",6,659,93,1.96848294855394,2.81888541459401,0.698319604749683,-0.159314062042727
"151","tagH","Eyach","3",7,659,70.66666667,1.84921460622957,2.81888541459401,0.656009143420932,-0.201624523371478
"152","tagH","Eyach","3",2,659,90,1.95424250943932,2.81888541459401,0.693267806957235,-0.164365859835175
"153","tagH","Eyach","3",4,659,597,2.77597433112937,2.81888541459401,0.984777287064426,0.127143620272016
"154","tagH","Eyach","3",8,659,64.66666667,1.81068047523295,2.81888541459401,0.642339154993192,-0.215294511799218
"155","tagH","Eyach","3",3,659,116.3333333,2.06570417211508,2.81888541459401,0.732808847575165,-0.124824819217245
"156","tagH","Eyach","3",5,659,79.33333333,1.8994557023186,2.81888541459401,0.673832179372985,-0.183801487419425
"157","WT","Eyach","3",1,256,202.3333333,2.30606743628405,2.40823996531185,0.957573775662106,0.0999401088696962
"158","WT","Eyach","3",7,256,147.3333333,2.16830101453117,2.40823996531185,0.900367507292984,0.0427338405005742
"159","WT","Eyach","3",3,256,275.3333333,2.43985879254814,2.40823996531185,1.01312943381545,0.155495767023044
"160","WT","Eyach","3",4,256,148,2.17026171539496,2.40823996531185,0.901181670703619,0.0435480039112087
"161","WT","Eyach","3",2,256,314,2.49692964807321,2.40823996531185,1.03682759361145,0.179193926819043
"162","WT","Eyach","3",5,256,159,2.20139712432045,2.40823996531185,0.914110369410544,0.0564767026181343
"163","WT","Eyach","3",6,256,224.6666667,2.35153864188009,2.40823996531185,0.976455285084344,0.118821618291934
"164","WT","Eyach","3",8,256,77.66666667,1.890234666325,2.40823996531185,0.78490295549938,-0.0727307112930298
"165","buffer","Eyach","4",8,60,62,1.79239168949825,1.77815125038364,1.00800856457601,NA
"166","buffer","Eyach","4",2,60,62,1.79239168949825,1.77815125038364,1.00800856457601,NA
"167","buffer","Eyach","4",1,60,72,1.85733249643127,1.77815125038364,1.04453009609309,NA
"168","buffer","Eyach","4",7,60,52,1.7160033436348,1.77815125038364,0.96504914487143,NA
"169","buffer","Eyach","4",6,60,57.33333333,1.75840719216264,1.77815125038364,0.988896299897578,NA
"170","buffer","Eyach","4",3,60,60,1.77815125038364,1.77815125038364,1,NA
"171","buffer","Eyach","4",4,60,58,1.76342799356294,1.77815125038364,0.991719907506445,NA
"172","buffer","Eyach","4",5,60,436.6666667,2.64015004096925,1.77815125038364,1.48477247950625,NA
"173","epsE","Eyach","4",1,510,496,2.6954816764902,2.70757017609794,0.995535295921615,NA
"174","epsE","Eyach","4",7,510,78.33333333,1.89394660753359,2.70757017609794,0.69950046881632,NA
"175","epsE","Eyach","4",2,510,92,1.96378782734556,2.70757017609794,0.725295264618295,NA
"176","epsE","Eyach","4",5,510,70.66666667,1.84921460622957,2.70757017609794,0.682979382235109,NA
"177","epsE","Eyach","4",3,510,362.6666667,2.55950764068242,2.70757017609794,0.9453153470508,NA
"178","epsE","Eyach","4",6,510,57.33333333,1.75840719216264,2.70757017609794,0.649441040415358,NA
"179","epsE","Eyach","4",9,510,108.6666667,2.0360963454815,2.70757017609794,0.752001319654013,NA
"180","OBC","Eyach","4",1,416.3,129.3333333,2.11171047076261,2.61940641088678,0.806179011392017,NA
"181","OBC","Eyach","4",7,416.3,1885.333333,3.2753881459924,2.61940641088678,1.25043144598686,NA
"182","OBC","Eyach","4",4,416.3,141.3333333,2.15024460177064,2.61940641088678,0.820890027921515,NA
"183","OBC","Eyach","4",2,416.3,128,2.10720996964787,2.61940641088678,0.804460873612389,NA
"184","OBC","Eyach","4",8,416.3,50,1.69897000433602,2.61940641088678,0.648608782995552,NA
"185","OBC","Eyach","4",5,416.3,132.3333333,2.12166925193406,2.61940641088678,0.80998093427426,NA
"186","OBC","Eyach","4",6,416.3,2653,3.42373724998233,2.61940641088678,1.30706607258522,NA
"187","OBC","Eyach","4",3,416.3,118.3333333,2.0731070982131,2.61940641088678,0.791441560804328,NA
"188","rmlC","Eyach","4",7,627.7,370.3333333,2.56859280418211,2.79775212865071,0.918091627159582,NA
"189","rmlC","Eyach","4",5,627.7,76.66666667,1.88460658131681,2.79775212865071,0.67361456435589,NA
"190","rmlC","Eyach","4",3,627.7,134.6666667,2.12926011049844,2.79775212865071,0.761061027777801,NA
"191","rmlC","Eyach","4",4,627.7,107,2.02938377768521,2.79775212865071,0.725362249537072,NA
"192","rmlC","Eyach","4",6,627.7,538.6666667,2.73132010174578,2.79775212865071,0.976255213524949,NA
"193","rmlC","Eyach","4",2,627.7,114.6666667,2.05943718797812,2.79775212865071,0.736104234141476,NA
"194","rmlC","Eyach","4",8,627.7,1703.333333,3.23129964533006,2.79775212865071,1.15496280468865,NA
"195","rmlC","Eyach","4",1,627.7,553.3333333,2.74298683329423,2.79775212865071,0.980425251116548,NA
"197","spsA","Eyach","4",1,484.3,1334.333333,3.12526433527695,2.68511446904654,1.16392219821701,NA
"198","spsA","Eyach","4",3,484.3,79,1.89762709129044,2.68511446904654,0.70672111493417,NA
"199","spsA","Eyach","4",4,484.3,73.66666667,1.8672710189851,2.68511446904654,0.695415797170149,NA
"200","spsA","Eyach","4",2,484.3,133.6666667,2.12602311800882,2.68511446904654,0.791781185687683,NA
"201","spsA","Eyach","4",7,484.3,57,1.75587485567249,2.68511446904654,0.653929236877557,NA
"202","spsA","Eyach","4",6,484.3,543,2.73479982958885,2.68511446904654,1.01850400089645,NA
"203","spsA","Eyach","4",8,484.3,72,1.85733249643127,2.68511446904654,0.691714456810771,NA
"204","spsA","Eyach","4",5,484.3,711,2.85186960072977,2.68511446904654,1.06210354664784,NA
"205","tagG","Eyach","4",8,249.7,59.33333333,1.77329874756483,2.39741854235135,0.739670072721475,NA
"206","tagG","Eyach","4",7,249.7,846.6666667,2.92771246191737,2.39741854235135,1.22119371740819,NA
"207","tagG","Eyach","4",6,249.7,69,1.83884909073726,2.39741854235135,0.767012125022501,NA
"208","tagG","Eyach","4",5,249.7,71.33333333,1.85329251860923,2.39741854235135,0.773036700046357,NA
"209","tagG","Eyach","4",2,249.7,318.3333333,2.50288211681861,2.39741854235135,1.04399047250374,NA
"210","tagG","Eyach","4",1,249.7,7707.666667,3.88692292448201,2.39741854235135,1.62129509546121,NA
"211","tagG","Eyach","4",9,249.7,100.3333333,2.0014452407299,2.39741854235135,0.834833469990148,NA
"212","tagG","Eyach","4",3,249.7,117.6666667,2.07065345079119,2.39741854235135,0.863701274605279,NA
"213","tagG","Eyach","4",4,249.7,74.66666667,1.87312676363389,2.39741854235135,0.781309867486366,NA
"214","tagH","Eyach","4",3,611.7,85.33333333,1.93111871057522,2.7865384804978,0.693017061881822,NA
"215","tagH","Eyach","4",2,611.7,91.66666667,1.96221143912639,2.7865384804978,0.704175252866364,NA
"216","tagH","Eyach","4",4,611.7,541.6666667,2.73373211062196,2.7865384804978,0.981049474017523,NA
"217","tagH","Eyach","4",7,611.7,61,1.78532983501077,2.7865384804978,0.640698073077328,NA
"218","tagH","Eyach","4",8,611.7,735,2.8662873390842,2.7865384804978,1.02861932793842,NA
"219","tagH","Eyach","4",6,611.7,79,1.89762709129044,2.7865384804978,0.68099798533966,NA
"220","tagH","Eyach","4",1,611.7,110.3333333,2.04270673892485,2.7865384804978,0.73306245480591,NA
"221","tagH","Eyach","4",5,611.7,367.3333333,2.56506033975669,2.7865384804978,0.920518542165783,NA
"222","wfgD","Eyach","4",4,841.7,6097.666667,3.78516367968182,2.9251573271759,1.29400345223011,NA
"223","wfgD","Eyach","4",1,841.7,125.3333333,2.09806659009249,2.9251573271759,0.717249144379553,NA
"224","wfgD","Eyach","4",3,841.7,4928.333333,3.6927000741131,2.9251573271759,1.26239366334467,NA
"225","wfgD","Eyach","4",6,841.7,2876,3.45878888171084,2.9251573271759,1.18242832601764,NA
"226","wfgD","Eyach","4",5,841.7,1745.666667,3.24196131926475,2.9251573271759,1.10830323181103,NA
"227","wfgD","Eyach","4",7,841.7,65.66666667,1.81734497146398,2.9251573271759,0.621281103269251,NA
"228","wfgD","Eyach","4",2,841.7,385.3333333,2.58583657932728,2.9251573271759,0.883999146064319,NA
"229","wfgD","Eyach","4",8,841.7,199.3333333,2.29957992919612,2.9251573271759,0.786138888268365,NA
"230","WT","Eyach","4",3,486.3,795,2.90036712865647,2.68690426956818,1.07944565108105,NA
"231","WT","Eyach","4",5,486.3,1714.666667,3.23417970528093,2.68690426956818,1.20368252114941,NA
"232","WT","Eyach","4",9,486.3,123,2.0899051114394,2.68690426956818,0.777811526487795,NA
"233","WT","Eyach","4",4,486.3,158.3333333,2.19957235481377,2.68690426956818,0.818626990074073,NA
"234","WT","Eyach","4",1,486.3,512.6666667,2.70983508077399,2.68690426956818,1.00853428663817,NA
"235","WT","Eyach","4",7,486.3,62.33333333,1.79472035179361,2.68690426956818,0.667950984380269,NA
"236","WT","Eyach","4",2,486.3,89.33333333,1.95101353929292,2.68690426956818,0.726119483075769,NA
"237","WT","Eyach","4",6,486.3,56,1.7481880270062,2.68690426956818,0.650632792096891,NA
"238","WT","Eyach","4",8,486.3,1541,3.18780263871842,2.68690426956818,1.18642211217698,NA
"239","buffer","Eyach","5",1,60.4,108.6666667,2.0360963454815,1.78103693862113,1.14320837559822,0.210377986007769
"240","buffer","Eyach","5",3,60.4,143.6666667,2.15735601554183,1.78103693862113,1.21129212357159,0.278461733981136
"241","buffer","Eyach","5",8,60.4,104.3333333,2.01842308268803,1.78103693862113,1.13328535692847,0.200454967338014
"242","buffer","Eyach","5",5,60.4,116,2.06445798922692,1.78103693862113,1.15913260666295,0.2263022170725
"243","buffer","Eyach","5",6,60.4,108,2.03342375548695,1.78103693862113,1.14170779470819,0.208877405117732
"244","buffer","Eyach","5",10,60.4,120.6666667,2.08158731593347,1.78103693862113,1.16875022117454,0.235919831584087
"245","buffer","Eyach","5",9,60.4,112.6666667,2.05179544568648,1.78103693862113,1.15202295988031,0.219192570289856
"246","buffer","Eyach","5",1,60.4,175,2.24303804868629,1.78103693862113,1.25940007197315,0.326569682382698
"247","buffer","Eyach","5",2,60.4,141.3333333,2.15024460177064,1.78103693862113,1.2072992733297,0.274468883739244
"248","buffer","Eyach","5",7,60.4,114.6666667,2.05943718797812,1.78103693862113,1.15631357403094,0.223483184440482
"249","buffer","Eyach","5",4,60.4,144,2.15836249209525,1.78103693862113,1.21185723063455,0.279026841044101
"250","epsE","Eyach","5",1,1021.8,6686.666667,3.82520967398639,3.00936589834624,1.27110155534376,0.338271165753308
"251","epsE","Eyach","5",5,1021.8,126.6666667,2.10266234201144,3.00936589834624,0.69870611053542,-0.234124279055033
"252","epsE","Eyach","5",3,1021.8,1322.333333,3.12134094564501,3.00936589834624,1.03720885099426,0.104378461403804
"253","epsE","Eyach","5",4,1021.8,1163.666667,3.06582859421892,3.00936589834624,1.01876232328668,0.0859319336962242
"254","epsE","Eyach","5",6,1021.8,146,2.16435285578444,3.00936589834624,0.719205616363842,-0.213624773226612
"255","epsE","Eyach","5",2,1021.8,798.6666667,2.90236555901574,3.00936589834624,0.964444224150573,0.0316138345601198
"256","epsE","Eyach","5",6,1021.8,1146.333333,3.05931092097607,3.00936589834624,1.01659652708143,0.0837661374909716
"257","epsE","Eyach","5",3,1021.8,5934.333333,3.77337193709655,3.00936589834624,1.25387608704218,0.321045697451722
"258","epsE","Eyach","5",4,1021.8,172.3333333,2.23636928829028,3.00936589834624,0.743136382823785,-0.189694006766669
"259","epsE","Eyach","5",2,1021.8,2656.666667,3.42433706673094,3.00936589834624,1.13789322481947,0.205062835229013
"260","epsE","Eyach","5",1,1021.8,1874,3.27276958655176,3.00936589834624,1.08752797004521,0.154697580454752
"261","epsE","Eyach","5",5,1021.8,142.6666667,2.15432251439498,3.00936589834624,0.715872574876607,-0.216957814713846
"262","OBC","Eyach","5",1,558.2,135,2.13033376849501,2.74678983215261,0.775572176494297,-0.157258213096157
"263","OBC","Eyach","5",3,558.2,533,2.72672720902657,2.74678983215261,0.992695974445807,0.0598655848553535
"264","OBC","Eyach","5",4,558.2,282.6666667,2.45127459758827,2.74678983215261,0.8924143263146,-0.0404160632758541
"265","OBC","Eyach","5",2,558.2,121.3333333,2.08398012881008,2.74678983215261,0.758696608097207,-0.174133781493247
"266","OBC","Eyach","5",5,558.2,2055.333333,3.31288226560039,2.74678983215261,1.20609237256574,0.273261982975286
"267","OBC","Eyach","5",5,558.2,1222.333333,3.08718965512251,2.74678983215261,1.12392641729824,0.191096027707782
"268","OBC","Eyach","5",2,558.2,184,2.26481782300954,2.74678983215261,0.824532622226374,-0.108297767364079
"269","OBC","Eyach","5",3,558.2,3184,3.50297305906563,2.74678983215261,1.27529708245658,0.342466692866129
"270","OBC","Eyach","5",1,558.2,233,2.36735592102602,2.74678983215261,0.861862780076903,-0.0709676095135511
"271","OBC","Eyach","5",6,558.2,1328.666667,3.12341603975376,2.74678983215261,1.137115043602,0.204284654011551
"272","OBC","Eyach","5",4,558.2,1545,3.18892848376085,2.74678983215261,1.16096559206415,0.228135202473699
"273","rmlC","Eyach","5",6,2414.1,1499,3.17580163284828,3.38275525604662,0.938820988356042,0.00599059876558794
"274","rmlC","Eyach","5",4,2414.1,759,2.88024177589548,3.38275525604662,0.851448466674347,-0.0813819229161067
"275","rmlC","Eyach","5",5,2414.1,183.3333333,2.26324143469562,3.38275525604662,0.66905266961011,-0.263777719980344
"276","rmlC","Eyach","5",1,2414.1,675.6666667,2.82973249399477,3.38275525604662,0.836517063697314,-0.0963133258931397
"277","rmlC","Eyach","5",1,2414.1,180.3333333,2.25607601030663,3.38275525604662,0.666934448264897,-0.265895941325557
"278","rmlC","Eyach","5",2,2414.1,1304.333333,3.11538859307003,3.38275525604662,0.920961866070957,-0.0118685235194967
"279","rmlC","Eyach","5",2,2414.1,162,2.20951501454263,3.38275525604662,0.653170225836812,-0.279660163753642
"280","rmlC","Eyach","5",3,2414.1,432.3333333,2.63581872133093,3.38275525604662,0.779192853700974,-0.153637535889479
"281","rmlC","Eyach","5",3,2414.1,325.6666667,2.51277330904356,3.38275525604662,0.742818536621005,-0.190011852969448
"282","rmlC","Eyach","5",4,2414.1,648.6666667,2.81202158123499,3.38275525604662,0.831281416593337,-0.101548972997117
"283","spsA","Eyach","5",1,1120.1,4613.666667,3.66404621395795,3.04925679723223,1.20161942978491,0.268789040194456
"284","spsA","Eyach","5",3,1120.1,4067,3.60927417240459,3.04925679723223,1.18365700641569,0.250826616825235
"285","spsA","Eyach","5",2,1120.1,123.3333333,2.09108046922996,3.04925679723223,0.685767256837143,-0.247063132753311
"286","spsA","Eyach","5",5,1120.1,112.6666667,2.05179544568648,3.04925679723223,0.672883781893631,-0.259946607696823
"287","spsA","Eyach","5",4,1120.1,908.6666667,2.95840459679492,3.04925679723223,0.970205133093491,0.037374743503037
"288","spsA","Eyach","5",6,1120.1,153,2.1846914308176,3.04925679723223,0.716466856055094,-0.21636353353536
"289","spsA","Eyach","5",1,1120.1,168.3333333,2.226170123313,3.04925679723223,0.730069742021619,-0.202760647568835
"290","spsA","Eyach","5",5,1120.1,1808,3.25719842613934,3.04925679723223,1.06819420033625,0.135363810745793
"291","spsA","Eyach","5",3,1120.1,118.6666667,2.07432874337521,3.04925679723223,0.680273549035964,-0.252556840554489
"292","spsA","Eyach","5",2,1120.1,136.3333333,2.1346020531815,3.04925679723223,0.700040106533188,-0.232790283057266
"293","spsA","Eyach","5",4,1120.1,132.3333333,2.12166925193406,3.04925679723223,0.695798810339579,-0.237031579250875
"294","tagG","Eyach","5",5,571,196.3333333,2.2929940399937,2.75663610824585,0.83180875166466,-0.101021637925794
"295","tagG","Eyach","5",3,571,115.6666667,2.06320822019637,2.75663610824585,0.748451423829482,-0.184378965760971
"296","tagG","Eyach","5",7,571,3861.666667,3.58677478344382,2.75663610824585,1.3011419144931,0.36831152490265
"297","tagG","Eyach","5",1,571,720.6666667,2.85773443491772,2.75663610824585,1.03667452746826,0.10384413787781
"298","tagG","Eyach","5",2,571,175.6666667,2.24468936057529,2.75663610824585,0.814285699102909,-0.118544690487545
"299","tagG","Eyach","5",1,571,1428.666667,3.15493091208748,2.75663610824585,1.14448581103985,0.211655421449393
"300","tagG","Eyach","5",4,571,1387,3.14207646107328,2.75663610824585,1.1398227178678,0.206992328277342
"301","tagG","Eyach","5",2,571,466,2.66838591669,2.75663610824585,0.967986274542415,0.0351558849519614
"302","tagG","Eyach","5",3,571,4965,3.6959192528314,2.75663610824585,1.34073526853105,0.407904878940601
"303","tagG","Eyach","5",6,571,1219.333333,3.08612244630201,2.75663610824585,1.11952478496185,0.186694395371399
"304","tagG","Eyach","5",4,571,150,2.17609125905568,2.75663610824585,0.789400984970922,-0.143429404619532
"305","tagH","Eyach","5",1,319.8,190.3333333,2.27951485345013,2.50487845941022,0.910030123372472,-0.0228002662179814
"306","tagH","Eyach","5",7,319.8,92.66666667,1.96692354121404,2.50487845941022,0.785237117523521,-0.147593272066933
"307","tagH","Eyach","5",2,319.8,114,2.05690485133647,2.50487845941022,0.821159543134392,-0.111670846456062
"308","tagH","Eyach","5",2,319.8,120,2.07918124604762,2.50487845941022,0.830052746965287,-0.102777642625167
"309","tagH","Eyach","5",3,319.8,128.3333333,2.10833947467603,2.50487845941022,0.84169332318521,-0.0911370664052433
"310","tagH","Eyach","5",5,319.8,111,2.04532297878666,2.50487845941022,0.816535816779006,-0.116294572811448
"311","tagH","Eyach","5",4,319.8,132.6666667,2.12276181746314,2.50487845941022,0.847451024814576,-0.0853793647758772
"312","tagH","Eyach","5",1,319.8,118.6666667,2.07432874337521,2.50487845941022,0.82811552615755,-0.104714863432903
"313","tagH","Eyach","5",3,319.8,1855.333333,3.26842194720034,2.50487845941022,1.30482256930338,0.371992179712929
"314","tagH","Eyach","5",4,319.8,112.3333333,2.05050864602281,2.50487845941022,0.818606043865939,-0.114224345724514
"315","tagH","Eyach","5",6,319.8,94.33333333,1.97466518078928,2.50487845941022,0.788327742358495,-0.144502647231958
"316","wfgD","Eyach","5",3,6230.4,2645.333333,3.42248040437174,3.79451592983994,0.901954417283499,-0.0308759723069546
"317","wfgD","Eyach","5",1,6230.4,405,2.60745502321467,3.79451592983994,0.687164073475021,-0.245666316115433
"318","wfgD","Eyach","5",3,6230.4,195.6666667,2.29151684660194,3.79451592983994,0.603902286608295,-0.328928102982159
"319","wfgD","Eyach","5",5,6230.4,149.6666667,2.17512508638039,3.79451592983994,0.573228608496615,-0.359601781093839
"320","wfgD","Eyach","5",6,6230.4,575.6666667,2.76017108287294,3.79451592983994,0.727410593052741,-0.205419796537712
"321","wfgD","Eyach","5",1,6230.4,380.6666667,2.5805448492282,3.79451592983994,0.680072213937721,-0.252758175652733
"322","wfgD","Eyach","5",7,6230.4,8378,3.9231403560252,3.79451592983994,1.03389745320971,0.10106706361926
"323","wfgD","Eyach","5",4,6230.4,412,2.61489721603313,3.79451592983994,0.689125375774463,-0.24370501381599
"324","wfgD","Eyach","5",2,6230.4,375.3333333,2.5744171357571,3.79451592983994,0.678457327194747,-0.254373062395706
"325","wfgD","Eyach","5",2,6230.4,1969.333333,3.29431923184674,3.79451592983994,0.868179049122006,-0.064651340468448
"326","wfgD","Eyach","5",4,6230.4,184.3333333,2.2656038765065,3.79451592983994,0.597073228416271,-0.335757161174182
"327","WT","Eyach","5",4,701.4,1035.666667,3.01521999867509,2.84596576154548,1.05947163504795,0.126641245457501
"328","WT","Eyach","5",3,701.4,1342.333333,3.12786037477992,2.84596576154548,1.09905059893671,0.166220209346253
"329","WT","Eyach","5",5,701.4,116.6666667,2.0669467897547,2.84596576154548,0.726272542587531,-0.206557847002923
"330","WT","Eyach","5",2,701.4,2062,3.3142886609475,2.84596576154548,1.1645567581065,0.231726368516044
"331","WT","Eyach","5",1,701.4,184.3333333,2.2656038765065,2.84596576154548,0.796075591322708,-0.136754798267746
"332","WT","Eyach","5",4,701.4,437.3333333,2.64081258028688,2.84596576154548,0.927914388840996,-0.00491600074945764
"333","WT","Eyach","5",2,701.4,1429.666667,3.15523479162067,2.84596576154548,1.10866927292451,0.175838883334052
"334","WT","Eyach","5",5,701.4,204,2.3096301674259,2.84596576154548,0.81154531042976,-0.121285079160693
"335","WT","Eyach","5",1,701.4,832.6666667,2.92047117933584,2.84596576154548,1.02617930925139,0.0933489196609326
"336","WT","Eyach","5",6,701.4,374,2.57287160220048,2.84596576154548,0.904041656777803,-0.0287887328126508
"337","WT","Eyach","5",3,701.4,952.3333333,2.97878898564788,2.84596576154548,1.04667070345578,0.113840313865328
"338","buffer","Col0","1",1,60,1198,3.07845681805329,1.77815125038364,1.73126825819182,0.912410823435735
"339","buffer","Col0","1",2,60,70.66666667,1.84921460622957,1.77815125038364,1.03996474193666,0.221107307180577
"340","buffer","Col0","1",3,60,72,1.85733249643127,1.77815125038364,1.04453009609309,0.225672661337003
"341","buffer","Col0","1",4,60,63.66666667,1.8039121125508,1.77815125038364,1.01448744147136,0.195630006715278
"342","buffer","Col0","1",5,60,64,1.80617997398389,1.77815125038364,1.01576284559269,0.196905410836606
"343","buffer","Col0","1",6,60,66.33333333,1.82173182166822,1.77815125038364,1.02450892255379,0.205651487797707
"344","buffer","Col0","1",7,60,64.33333333,1.80843605426561,1.77815125038364,1.01703162420825,0.198174189452168
"345","buffer","Col0","1",8,60,58.66666667,1.76839141311916,1.77815125038364,0.994511244607356,0.175653809851273
